Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Timothy Castagne,be BEL,DF,27-119,26.2,1,14,3,21.4,0.54,0.11,0.07,0.33,10.0,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches
Danny Ward,wls WAL,GK,29-285,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Harvey Barnes,eng ENG,"FW,MF",25-115,23.6,9,54,25,46.3,2.29,1.06,0.17,0.36,16.2,0,0,0,7.4,7.4,0.14,1.6,1.6,Matches
Kiernan Dewsbury-Hall,eng ENG,MF,24-209,22.7,2,23,6,26.1,1.01,0.26,0.09,0.33,21.8,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
Wout Faes,be BEL,DF,25-000,21.0,0,6,1,16.7,0.29,0.05,0.0,0.0,13.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
James Maddison,eng ENG,"MF,FW",26-131,19.1,9,59,19,32.2,3.09,0.99,0.15,0.47,21.1,9,0,0,4.3,4.3,0.07,4.7,4.7,Matches
Youri Tielemans,be BEL,MF,25-331,19.0,3,22,7,31.8,1.16,0.37,0.09,0.29,27.6,1,1,2,2.3,0.7,0.03,0.7,1.3,Matches
Daniel Amartey,gh GHA,DF,28-103,16.9,0,5,2,40.0,0.3,0.12,0.0,0.0,18.0,0,0,0,1.0,1.0,0.21,-1.0,-1.0,Matches
James Justin,eng ENG,DF,25-039,13.9,0,5,0,0.0,0.36,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Wilfred Ndidi,ng NGA,"MF,DF",26-108,12.9,0,5,2,40.0,0.39,0.16,0.0,0.0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Boubakary Soumaré,fr FRA,MF,24-035,10.3,0,1,0,0.0,0.1,0.0,0.0,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Patson Daka,zm ZAM,FW,24-176,10.2,4,23,12,52.2,2.25,1.17,0.17,0.33,14.8,0,0,0,2.7,2.7,0.12,1.3,1.3,Matches
Jamie Vardy,eng ENG,FW,36-082,14.3,1,17,7,41.2,1.19,0.49,0.06,0.14,12.2,0,0,0,2.7,2.7,0.16,-1.7,-1.7,Matches
Jonny Evans,nir NIR,DF,35-090,9.0,0,1,1,100.0,0.11,0.11,0.0,0.0,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
Luke Thomas,eng ENG,DF,21-297,8.0,0,2,0,0.0,0.25,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Harry Souttar,au AUS,DF,24-163,8.0,0,5,0,0.0,0.62,0.0,0.0,,10.2,0,0,0,1.1,1.1,0.22,-1.1,-1.1,Matches
Kelechi Iheanacho,ng NGA,"FW,MF",26-182,8.5,3,28,8,28.6,3.3,0.94,0.11,0.38,16.5,0,0,0,4.4,4.4,0.16,-1.4,-1.4,Matches
Tetê,br BRA,FW,23-047,5.5,1,11,1,9.1,2.0,0.18,0.09,1.0,19.7,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Nampalys Mendy,sn SEN,MF,30-284,6.8,1,2,1,50.0,0.3,0.15,0.5,1.0,21.1,0,0,0,0.1,0.1,0.07,0.9,0.9,Matches
Dennis Praet,be BEL,"MF,FW",28-324,6.0,1,3,1,33.3,0.5,0.17,0.33,1.0,14.8,0,0,0,0.6,0.6,0.19,0.4,0.4,Matches
Victor Bernth Kristiansen,dk DEN,DF,20-108,4.5,0,1,0,0.0,0.22,0.0,0.0,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Ayoze Pérez,es ESP,"MF,FW",29-248,4.2,0,8,2,25.0,1.88,0.47,0.0,0.0,15.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
Ricardo Pereira,pt POR,"DF,MF",29-179,3.6,1,2,1,50.0,0.56,0.28,0.5,1.0,17.8,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
Wesley Fofana,fr FRA,DF,22-107,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Daniel Iversen,dk DEN,GK,25-258,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marc Albrighton,eng ENG,"FW,MF",33-136,2.6,1,2,1,50.0,0.76,0.38,0.5,1.0,8.0,0,0,0,0.3,0.3,0.17,0.7,0.7,Matches
Çağlar Söyüncü,tr TUR,DF,26-315,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lewis Brunt,eng ENG,DF,22-148,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.0,28.0,37,301,101,33.6,10.75,3.61,0.12,0.36,17.9,10,1,2,34.5,32.9,0.11,2.5,3.1,
Opponent Total,,,27.1,28.0,44,399,127,31.8,14.25,4.54,0.11,0.33,17.3,15,2,3,46.1,43.8,0.11,-2.1,-1.8,
