Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Timothy Castagne,be BEL,DF,27-122,27.2,39,1.44,32,2,1,2,1,1,4,0.15,3,0,0,1,0,0,Matches
Danny Ward,wls WAL,GK,29-288,26.0,2,0.08,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Harvey Barnes,eng ENG,"FW,MF",25-118,24.6,50,2.03,35,0,2,7,5,1,11,0.45,6,0,1,2,1,1,Matches
Kiernan Dewsbury-Hall,eng ENG,MF,24-212,23.5,68,2.89,53,0,7,2,4,2,9,0.38,6,0,1,0,1,1,Matches
Wout Faes,be BEL,DF,25-003,22.0,17,0.77,13,0,0,2,0,2,3,0.14,2,0,0,0,0,1,Matches
James Maddison,eng ENG,"MF,FW",26-134,20.1,91,4.54,53,19,5,4,8,2,8,0.4,7,1,0,0,0,0,Matches
Youri Tielemans,be BEL,MF,25-334,19.0,63,3.32,51,3,1,6,1,1,3,0.16,2,0,0,1,0,0,Matches
Daniel Amartey,gh GHA,DF,28-106,16.9,15,0.89,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
James Justin,eng ENG,DF,25-042,13.9,21,1.51,17,0,2,0,2,0,2,0.14,0,0,1,0,1,0,Matches
Wilfred Ndidi,ng NGA,"MF,DF",26-111,13.9,11,0.79,11,0,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
Jamie Vardy,eng ENG,FW,36-085,15.1,20,1.33,16,0,2,2,0,0,5,0.33,5,0,0,0,0,0,Matches
Patson Daka,zm ZAM,FW,24-179,10.4,21,2.02,14,1,1,3,2,0,6,0.58,3,0,1,2,0,0,Matches
Boubakary Soumaré,fr FRA,MF,24-038,10.3,8,0.78,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jonny Evans,nir NIR,DF,35-093,9.0,4,0.44,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Harry Souttar,au AUS,DF,24-166,9.0,6,0.67,3,0,2,1,0,0,1,0.11,1,0,0,0,0,0,Matches
Luke Thomas,eng ENG,DF,21-300,8.0,13,1.62,9,2,0,1,0,1,2,0.25,1,0,0,1,0,0,Matches
Kelechi Iheanacho,ng NGA,"FW,MF",26-185,8.5,28,3.3,21,1,2,4,0,0,4,0.47,4,0,0,0,0,0,Matches
Nampalys Mendy,sn SEN,MF,30-287,7.8,9,1.16,5,0,1,0,1,2,0,0.0,0,0,0,0,0,0,Matches
Tetê,br BRA,FW,23-050,5.5,16,2.91,8,1,5,2,0,0,1,0.18,0,0,1,0,0,0,Matches
Victor Bernth Kristiansen,dk DEN,DF,20-111,5.5,10,1.8,6,3,0,1,0,0,2,0.36,2,0,0,0,0,0,Matches
Dennis Praet,be BEL,"MF,FW",28-327,6.0,10,1.67,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ayoze Pérez,es ESP,"MF,FW",29-251,4.2,14,3.29,11,2,0,0,1,0,2,0.47,1,0,0,0,1,0,Matches
Ricardo Pereira,pt POR,"DF,MF",29-182,3.7,12,3.27,12,0,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
Daniel Iversen,dk DEN,GK,25-261,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wesley Fofana,fr FRA,DF,22-110,2.0,2,1.0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Marc Albrighton,eng ENG,"FW,MF",33-139,2.6,7,2.66,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Çağlar Söyüncü,tr TUR,DF,26-318,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lewis Brunt,eng ENG,DF,22-151,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,29.0,558,19.24,414,37,32,37,25,13,67,2.31,47,1,5,7,4,3,
Opponent Total,,,27.2,29.0,720,24.83,527,62,41,40,38,12,78,2.69,60,3,5,4,4,2,
