Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Timothy Castagne,be BEL,DF,27-122,28,27,2445.0,27.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.8,1.8,1.9,3.7,34.0,83.0,119.0,0.04,0.11,0.15,0.04,0.15,0.07,0.07,0.14,0.07,0.14,Matches
Danny Ward,wls WAL,GK,29-288,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Harvey Barnes,eng ENG,"FW,MF",25-118,27,26,2216.0,24.6,10.0,1.0,11.0,10.0,0.0,0.0,2.0,0.0,7.5,7.5,2.1,9.6,81.0,61.0,224.0,0.41,0.04,0.45,0.41,0.45,0.31,0.09,0.39,0.31,0.39,Matches
Kiernan Dewsbury-Hall,eng ENG,MF,24-212,27,26,2115.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,2.1,2.1,2.8,4.9,60.0,120.0,83.0,0.09,0.09,0.17,0.09,0.17,0.09,0.12,0.21,0.09,0.21,Matches
Wout Faes,be BEL,DF,25-003,22,22,1976.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.5,0.5,0.5,1.0,7.0,56.0,1.0,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.05,0.02,0.05,Matches
James Maddison,eng ENG,"MF,FW",26-134,22,21,1805.0,20.1,9.0,6.0,15.0,9.0,0.0,0.0,8.0,0.0,4.4,4.4,6.4,10.8,48.0,113.0,109.0,0.45,0.3,0.75,0.45,0.75,0.22,0.32,0.54,0.22,0.54,Matches
Youri Tielemans,be BEL,MF,25-334,23,19,1708.0,19.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,2.3,0.7,3.7,4.4,27.0,143.0,47.0,0.16,0.05,0.21,0.11,0.16,0.12,0.19,0.31,0.04,0.23,Matches
Daniel Amartey,gh GHA,DF,28-106,19,17,1520.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.6,21.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
James Justin,eng ENG,DF,25-042,14,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,20.0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Matches
Wilfred Ndidi,ng NGA,"MF,DF",26-111,20,14,1250.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,9.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches
Jamie Vardy,eng ENG,FW,36-085,28,12,1358.0,15.1,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,2.7,2.7,0.8,3.5,12.0,12.0,80.0,0.07,0.27,0.33,0.07,0.33,0.18,0.05,0.23,0.18,0.23,Matches
Patson Daka,zm ZAM,FW,24-179,22,12,936.0,10.4,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,2.8,2.8,2.4,5.2,14.0,15.0,61.0,0.38,0.29,0.67,0.38,0.67,0.27,0.23,0.5,0.27,0.5,Matches
Boubakary Soumaré,fr FRA,MF,24-038,18,12,924.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0.2,10.0,41.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Jonny Evans,nir NIR,DF,35-093,10,9,811.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Harry Souttar,au AUS,DF,24-166,9,9,810.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.2,1.5,6.0,27.0,4.0,0.0,0.11,0.11,0.0,0.11,0.15,0.02,0.17,0.15,0.17,Matches
Luke Thomas,eng ENG,DF,21-300,11,8,722.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,7.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches
Kelechi Iheanacho,ng NGA,"FW,MF",26-185,22,7,763.0,8.5,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,4.4,4.4,3.0,7.3,23.0,18.0,73.0,0.35,0.47,0.83,0.35,0.83,0.52,0.35,0.87,0.52,0.87,Matches
Nampalys Mendy,sn SEN,MF,30-287,15,7,700.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,2.0,28.0,4.0,0.13,0.0,0.13,0.13,0.13,0.02,0.0,0.02,0.02,0.02,Matches
