Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Timothy Castagne,be BEL,DF,27-119,26.2,70,39,42,22,6,32,61,52.5,29,42,11,31,32,102,79,0,Matches
Danny Ward,wls WAL,GK,29-285,26.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,14,2,Matches
Harvey Barnes,eng ENG,"FW,MF",25-115,23.6,20,13,8,9,3,10,32,31.3,22,25,1,24,7,27,7,0,Matches
Kiernan Dewsbury-Hall,eng ENG,MF,24-209,22.7,45,26,13,27,5,17,42,40.5,25,50,11,39,25,70,18,0,Matches
Wout Faes,be BEL,DF,25-000,21.0,41,24,19,20,2,20,33,60.6,13,35,25,10,31,72,70,2,Matches
James Maddison,eng ENG,"MF,FW",26-131,19.1,33,16,17,11,5,13,36,36.1,23,9,0,9,11,44,5,0,Matches
Youri Tielemans,be BEL,MF,25-331,19.0,48,28,20,20,8,21,45,46.7,24,31,6,25,19,67,16,0,Matches
Daniel Amartey,gh GHA,DF,28-103,16.9,17,6,11,5,1,10,12,83.3,2,21,14,7,8,25,61,0,Matches
James Justin,eng ENG,DF,25-039,13.9,20,18,7,12,1,9,14,64.3,5,24,6,18,15,35,47,0,Matches
Wilfred Ndidi,ng NGA,"MF,DF",26-108,12.9,40,30,20,17,3,11,30,36.7,19,23,11,12,29,69,35,2,Matches
Boubakary Soumaré,fr FRA,MF,24-035,10.3,38,25,18,18,2,16,27,59.3,11,7,2,5,19,57,16,0,Matches
Patson Daka,zm ZAM,FW,24-176,10.2,9,5,3,6,0,1,6,16.7,5,10,2,8,3,12,6,0,Matches
Jamie Vardy,eng ENG,FW,36-082,14.3,7,3,4,1,2,1,5,20.0,4,10,1,9,2,9,20,0,Matches
Jonny Evans,nir NIR,DF,35-090,9.0,10,4,10,0,0,6,10,60.0,4,6,5,1,16,26,33,0,Matches
Luke Thomas,eng ENG,DF,21-297,8.0,14,13,7,5,2,11,23,47.8,12,13,2,11,23,37,23,0,Matches
Harry Souttar,au AUS,DF,24-163,8.0,12,7,8,4,0,7,16,43.8,9,13,9,4,8,20,31,0,Matches
Kelechi Iheanacho,ng NGA,"FW,MF",26-182,8.5,6,2,0,3,3,3,7,42.9,4,5,1,4,0,6,6,0,Matches
Tetê,br BRA,FW,23-047,5.5,12,6,4,6,2,5,15,33.3,10,6,0,6,2,14,2,0,Matches
Nampalys Mendy,sn SEN,MF,30-284,6.8,10,6,5,5,0,7,13,53.8,6,15,3,12,11,21,2,0,Matches
Dennis Praet,be BEL,"MF,FW",28-324,6.0,11,8,5,5,1,6,9,66.7,3,10,2,8,5,16,5,0,Matches
Victor Bernth Kristiansen,dk DEN,DF,20-108,4.5,21,13,9,10,2,13,20,65.0,7,10,1,9,2,23,15,0,Matches
Ayoze Pérez,es ESP,"MF,FW",29-248,4.2,11,8,5,4,2,8,19,42.1,11,6,0,6,2,13,3,0,Matches
Ricardo Pereira,pt POR,"DF,MF",29-179,3.6,6,4,4,2,0,4,11,36.4,7,3,1,2,3,9,15,0,Matches
Wesley Fofana,fr FRA,DF,22-107,2.0,4,2,1,2,1,1,3,33.3,2,1,1,0,9,13,5,0,Matches
Daniel Iversen,dk DEN,GK,25-258,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Marc Albrighton,eng ENG,"FW,MF",33-136,2.6,4,1,0,2,2,1,8,12.5,7,6,2,4,1,5,5,0,Matches
Çağlar Söyüncü,tr TUR,DF,26-315,0.9,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,2,0,Matches
Lewis Brunt,eng ENG,DF,22-148,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Squad Total,,,27.0,28.0,512,309,242,217,53,235,501,46.9,266,383,118,265,284,796,544,6,
Opponent Total,,,27.1,28.0,420,256,205,160,55,186,376,49.5,190,363,83,280,273,693,433,8,
