Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Julian Lelieveld,nl NED,DF,25-133,26,2077.0,80.0,85.5,23.1,26,80.0,17,0,,0,1.3,34.0,36.0,-2.0,-0.09,-0.85,32.1,39.3,-7.3,-0.31,-0.4,Matches
Thierry Lutonda,be BEL,DF,22-161,26,2023.0,78.0,83.3,22.5,26,78.0,14,0,,0,1.3,25.0,36.0,-11.0,-0.49,-3.14,27.5,38.7,-11.2,-0.5,-1.44,Matches
Shawn Adewoye,be BEL,DF,22-281,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,,0,1.35,41.0,39.0,2.0,0.08,0.58,36.7,42.9,-6.2,-0.25,0.13,Matches
Etienne Vaessen,nl NED,GK,27-254,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,,0,1.35,40.0,34.0,6.0,0.24,2.74,36.8,41.1,-4.2,-0.17,1.18,Matches
Juriën Gaari,cw CUW,DF,29-104,25,2198.0,88.0,90.5,24.4,25,88.0,23,0,,0,1.31,38.0,39.0,-1.0,-0.04,-0.82,35.6,42.6,-7.0,-0.28,-0.3,Matches
Vurnon Anita,cw CUW,MF,34-002,26,2070.0,80.0,85.2,23.0,22,89.0,19,4,28.0,0,1.35,34.0,37.0,-3.0,-0.13,-1.13,32.9,38.9,-6.0,-0.26,-0.03,Matches
Pelle Clement,nl NED,MF,26-322,25,1803.0,72.0,74.2,20.0,22,79.0,3,3,24.0,0,1.31,31.0,26.0,5.0,0.25,0.82,29.4,30.6,-1.2,-0.06,0.77,Matches
Dario Van den Buijs,be BEL,DF,27-206,23,1650.0,72.0,67.9,18.3,22,74.0,8,1,12.0,1,1.3,21.0,28.0,-7.0,-0.38,-1.3,23.8,32.0,-8.2,-0.45,-0.6,Matches
Iliass Bel Hassani,ma MAR,"MF,FW",30-202,20,1330.0,67.0,54.7,14.8,20,67.0,2,0,,3,1.4,25.0,20.0,5.0,0.34,0.67,23.1,23.0,0.1,0.01,0.59,Matches
Michiel Kramer,nl NED,FW,34-124,20,1412.0,71.0,58.1,15.7,17,81.0,8,3,14.0,0,1.33,28.0,23.0,5.0,0.32,0.67,24.0,25.1,-1.1,-0.07,0.44,Matches
Yassin Oukili,nl NED,MF,22-093,23,1247.0,54.0,51.3,13.9,13,79.0,4,10,22.0,2,1.29,23.0,19.0,4.0,0.29,0.52,19.2,21.8,-2.6,-0.19,0.14,Matches
Mats Seuntjens,nl NED,FW,30-354,12,1017.0,85.0,41.9,11.3,12,85.0,5,0,,0,1.38,15.0,10.0,5.0,0.44,0.7,14.7,16.2,-1.5,-0.13,0.22,Matches
Julen Lobete,es ESP,FW,22-200,21,899.0,43.0,37.0,10.0,9,71.0,1,12,21.0,2,1.36,19.0,10.0,9.0,0.9,1.37,17.7,16.4,1.3,0.13,0.61,Matches
Patrick Vroegh,nl NED,"MF,DF",23-128,13,535.0,41.0,22.0,5.9,5,79.0,3,8,18.0,7,1.08,9.0,15.0,-6.0,-1.01,-1.34,7.6,13.4,-5.7,-0.96,-0.91,Matches
Lars Nieuwpoort,nl NED,DF,28-159,8,434.0,54.0,17.9,4.8,5,85.0,4,3,3.0,16,1.88,5.0,4.0,1.0,0.21,0.21,5.9,7.8,-1.9,-0.4,-0.18,Matches
Florian Jozefzoon,sr SUR,"FW,MF",32-056,18,581.0,32.0,23.9,6.5,4,59.0,0,14,25.0,3,1.32,18.0,11.0,7.0,1.08,1.38,13.1,12.0,1.1,0.17,0.56,Matches
Lennerd Daneels,be BEL,FW,24-361,3,177.0,59.0,7.3,2.0,3,59.0,0,0,,1,0.67,2.0,1.0,1.0,0.51,0.51,2.2,3.1,-0.9,-0.46,-0.22,Matches
Mika Biereth,dk DEN,"FW,MF",20-057,9,276.0,31.0,11.4,3.1,2,70.0,0,7,19.0,4,1.11,7.0,2.0,5.0,1.63,1.8,5.6,3.9,1.7,0.55,0.91,Matches
Saïd Bakari,km COM,"DF,MF",28-196,18,438.0,24.0,18.0,4.9,1,81.0,0,17,21.0,8,1.56,10.0,10.0,0.0,0.0,-0.05,8.4,11.5,-3.1,-0.64,-0.47,Matches
Roy Kuijpers,nl NED,"FW,MF",23-079,13,326.0,25.0,13.4,3.6,1,81.0,0,12,20.0,11,1.23,10.0,11.0,-1.0,-0.28,-0.36,7.4,8.1,-0.7,-0.2,0.06,Matches
Joel Castro Pereira,pt POR,GK,26-282,1,90.0,90.0,3.7,1.0,1,90.0,1,0,,26,0.0,1.0,6.0,-5.0,-5.0,-5.23,1.1,3.8,-2.7,-2.7,-2.54,Matches
Zakaria Bakkali,be BEL,"FW,DF",27-070,14,298.0,21.0,12.3,3.3,0,,0,14,21.0,7,0.86,8.0,12.0,-4.0,-1.21,-1.42,7.8,10.1,-2.2,-0.67,-0.47,Matches
Luuk Wouters,nl NED,DF,23-302,5,131.0,26.0,5.4,1.5,0,,0,5,26.0,21,1.8,5.0,3.0,2.0,1.37,1.41,2.6,3.7,-1.1,-0.74,-0.51,Matches
Sebbe Augustijns,be BEL,"MF,FW",23-215,5,58.0,12.0,2.4,0.6,0,,0,5,12.0,19,2.0,1.0,1.0,0.0,0.0,-0.04,0.7,1.7,-1.0,-1.46,-1.23,Matches
Kevin Felida,cw CUW,MF,23-146,3,40.0,13.0,1.6,0.4,0,,0,3,13.0,20,1.67,1.0,0.0,1.0,2.25,2.25,1.1,0.1,1.0,2.22,2.51,Matches
Hans Mulder,nl NED,"DF,MF",35-344,1,9.0,9.0,0.4,0.1,0,,0,1,9.0,16,0.0,0.0,1.0,-1.0,-10.0,-10.07,0.0,1.2,-1.2,-11.62,-11.4,Matches
Joey Kesting,nl NED,GK,22-030,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Chris Lokesa,be BEL,MF,18-150,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Mark Spenkelink,nl NED,GK,26-069,0,,,,,0,,0,0,,26,,,,,,,,,,,,Matches
Squad Total,,,27.3,26,2430.0,93.0,100.0,27.0,286,81.0,162,122,20.0,197,1.35,41.0,40.0,1.0,0.04,,37.9,44.9,-6.9,-0.26,,
Opponent Total,,,25.8,26,2430.0,93.0,100.0,27.0,286,81.0,162,122,20.0,174,1.35,40.0,41.0,-1.0,-0.04,,44.9,37.9,6.9,0.26,,
