Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
6,Sparta R'dam,13,8,2,3,23,13,10,26,2.0,16.8,14.6,2.3,0.17,13,5,5,3,18,14,4,20,1.54,12.8,17.9,-5.1,-0.39
7,Utrecht,13,5,4,4,14,13,1,19,1.46,16.8,13.7,3.1,0.24,13,5,4,4,28,28,0,19,1.46,20.1,21.5,-1.3,-0.1
8,RKC Waalwijk,14,7,3,4,28,19,9,24,1.71,25.1,19.1,6.0,0.43,12,2,5,5,13,21,-8,11,0.92,12.8,25.6,-12.8,-1.07
9,Heerenveen,13,4,2,7,15,22,-7,14,1.08,18.7,16.5,2.2,0.17,14,5,6,3,17,15,2,21,1.5,14.9,22.0,-7.1,-0.51
10,NEC Nijmegen,14,3,9,2,25,18,7,18,1.29,23.7,18.2,5.5,0.39,13,4,4,5,12,12,0,16,1.23,13.0,21.4,-8.4,-0.65
