Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Etienne Vaessen,nl NED,GK,27-236,24,24,2160,24.0,34,1.42,127,92,76.4,8,8,8,5,20.8,5,4,1,0,20.0,Matches
Joel Castro Pereira,pt POR,GK,26-264,1,1,90,1.0,6,6.0,12,6,58.3,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,27.2,25,25,2250,26.0,40,1.6,139,98,74.8,8,8,9,5,20.0,6,5,1,0,16.7,
Opponent Total,,,25.8,25,25,2250,26.0,40,1.6,111,72,66.7,9,8,8,8,32.0,3,3,0,0,0.0,
