Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Julian Lelieveld,nl NED,DF,25-133,26,26,2077.0,23.1,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,3.1,4.7,21.0,109.0,107.0,0.09,0.13,0.22,0.09,0.22,0.07,0.13,0.2,0.07,0.2,Matches
Thierry Lutonda,be BEL,DF,22-161,26,26,2023.0,22.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,2.0,3.6,41.0,68.0,114.0,0.04,0.09,0.13,0.04,0.13,0.07,0.09,0.16,0.07,0.16,Matches
Shawn Adewoye,be BEL,DF,22-281,25,25,2250.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,0.7,2.4,19.0,71.0,7.0,0.04,0.04,0.08,0.04,0.08,0.07,0.03,0.1,0.07,0.1,Matches
Etienne Vaessen,nl NED,GK,27-254,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juriën Gaari,cw CUW,DF,29-104,25,25,2198.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.1,0.6,29.0,103.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches
Vurnon Anita,cw CUW,MF,34-002,26,22,2070.0,23.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.5,0.5,2.0,2.5,13.0,139.0,23.0,0.09,0.09,0.17,0.09,0.17,0.02,0.09,0.11,0.02,0.11,Matches
Pelle Clement,nl NED,MF,26-322,25,22,1803.0,20.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,2.4,5.4,49.0,90.0,91.0,0.1,0.0,0.1,0.1,0.1,0.15,0.12,0.27,0.15,0.27,Matches
Dario Van den Buijs,be BEL,DF,27-206,23,22,1650.0,18.3,3.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,2.2,0.6,1.5,2.1,7.0,86.0,4.0,0.16,0.05,0.22,0.05,0.11,0.12,0.08,0.2,0.03,0.12,Matches
Iliass Bel Hassani,ma MAR,"MF,FW",30-202,20,20,1330.0,14.8,5.0,3.0,8.0,5.0,0.0,0.0,3.0,2.0,3.0,3.0,3.8,6.8,58.0,106.0,103.0,0.34,0.2,0.54,0.34,0.54,0.2,0.26,0.46,0.2,0.46,Matches
Michiel Kramer,nl NED,FW,34-124,20,17,1412.0,15.7,8.0,2.0,10.0,7.0,1.0,1.0,5.0,0.0,7.9,7.1,2.5,9.6,3.0,28.0,64.0,0.51,0.13,0.64,0.45,0.57,0.5,0.16,0.66,0.45,0.61,Matches
Yassin Oukili,nl NED,MF,22-093,23,13,1247.0,13.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.8,1.8,0.5,2.3,14.0,39.0,45.0,0.14,0.07,0.22,0.14,0.22,0.13,0.03,0.16,0.13,0.16,Matches
Mats Seuntjens,nl NED,FW,30-354,12,12,1017.0,11.3,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,3.2,6.3,47.0,55.0,76.0,0.27,0.62,0.88,0.27,0.88,0.27,0.29,0.56,0.27,0.56,Matches
Julen Lobete,es ESP,FW,22-200,21,9,899.0,10.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,4.1,4.1,1.1,5.2,21.0,28.0,100.0,0.2,0.3,0.5,0.2,0.5,0.41,0.11,0.52,0.41,0.52,Matches
Patrick Vroegh,nl NED,"MF,DF",23-128,13,5,535.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,13.0,26.0,29.0,0.0,0.17,0.17,0.0,0.17,0.09,0.06,0.15,0.09,0.15,Matches
Lars Nieuwpoort,nl NED,DF,28-159,8,5,434.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.2,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Florian Jozefzoon,sr SUR,"FW,MF",32-056,18,4,581.0,6.5,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,3.7,3.7,1.8,5.5,27.0,14.0,53.0,0.62,0.46,1.08,0.62,1.08,0.57,0.28,0.85,0.57,0.85,Matches
Lennerd Daneels,be BEL,FW,24-361,3,3,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches
Mika Biereth,dk DEN,"FW,MF",20-057,9,2,276.0,3.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,0.7,2.5,6.0,10.0,28.0,0.65,0.0,0.65,0.65,0.65,0.59,0.24,0.83,0.59,0.83,Matches
Saïd Bakari,km COM,"DF,MF",28-196,18,1,438.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.1,1.7,20.0,21.0,39.0,0.0,0.21,0.21,0.0,0.21,0.11,0.23,0.34,0.11,0.34,Matches
