Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Kennedy Boateng,tg TOG,DF,26-110,19.7,6,1,0,23,8,2,0,22,26,0,0,1,95,76,32,70.4,Matches
Gabriel Vieira,br BRA,"FW,MF",20-362,19.5,3,0,0,24,56,11,70,13,22,2,0,0,88,13,25,34.2,Matches
Adriano,br BRA,"MF,DF",23-135,16.3,6,0,0,21,16,2,3,15,21,0,0,0,135,8,15,34.8,Matches
Victor Bobsin,br BRA,MF,23-066,17.4,8,0,0,35,15,0,6,23,18,0,0,0,129,24,21,53.3,Matches
Gabriel Batista,br BRA,GK,24-289,17.0,2,0,0,0,4,0,0,0,0,0,0,0,25,3,1,75.0,Matches
Ricardinho,pt POR,"FW,MF",24-225,13.9,4,1,0,27,22,2,7,4,8,0,0,0,80,3,8,27.3,Matches
Pierre Sagna,sn SEN,DF,32-210,12.8,4,1,1,12,9,0,59,22,16,0,0,0,72,25,11,69.4,Matches
Paulo Henrique Rodrigues Cabral,pt POR,DF,26-147,12.1,5,0,0,25,16,1,20,12,15,0,0,0,48,40,20,66.7,Matches
Kyosuke Tagawa,jp JPN,FW,24-036,11.5,0,0,0,20,15,9,2,4,5,0,1,0,13,28,37,43.1,Matches
Bruno Messi,pt POR,"MF,FW",26-191,10.4,4,1,1,13,19,4,54,3,5,0,0,0,49,1,16,5.9,Matches
Cristian González,uy URU,DF,26-239,11.7,6,1,1,18,9,0,0,20,16,0,1,0,65,17,17,50.0,Matches
Allano,br BRA,"FW,MF",27-329,9.5,4,0,0,19,34,6,44,5,7,0,0,0,48,10,13,43.5,Matches
Ítalo,br BRA,DF,21-029,10.0,1,0,0,11,3,0,1,8,7,0,1,1,47,20,26,43.5,Matches
Kento Misao,jp JPN,MF,26-337,8.3,3,0,0,21,9,0,3,7,12,0,0,0,49,9,4,69.2,Matches
Xavi Quintillà,es ESP,DF,26-208,8.0,3,0,0,6,3,1,56,3,13,0,1,0,29,7,9,43.8,Matches
Marco André Rocha Pereira,pt POR,GK,36-066,8.0,1,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,Matches
MT,br BRA,"DF,MF",22-018,7.0,2,0,0,8,11,1,17,6,6,0,0,0,46,10,15,40.0,Matches
Rildo,br BRA,"FW,MF",23-057,8.5,2,0,0,15,13,8,9,3,8,0,0,0,34,3,20,13.0,Matches
Matheus Babi,br BRA,FW,25-244,7.7,5,0,0,19,28,7,1,0,4,0,0,0,15,43,51,45.7,Matches
Diogo Calila,pt POR,"DF,MF",24-160,6.8,3,0,0,21,15,1,22,8,8,0,1,0,46,1,6,14.3,Matches
Anderson Carvalho,br BRA,MF,32-303,5.5,4,0,0,10,9,0,2,6,8,0,0,0,33,4,8,33.3,Matches
Paulo Godinho,br BRA,DF,21-033,5.3,2,0,0,6,4,0,0,6,5,0,1,1,20,10,9,52.6,Matches
Eulânio Ângelo Chipela Gomes,gw GNB,DF,28-306,4.5,0,0,0,5,4,0,9,3,4,0,0,0,23,5,2,71.4,Matches
Walter González,py PAR,FW,27-302,4.4,2,0,0,3,4,3,0,1,0,0,0,0,8,14,22,38.9,Matches
Costinha,pt POR,"MF,FW",30-206,4.3,2,0,0,5,3,0,20,1,6,0,0,0,20,1,9,10.0,Matches
Ygor Nogueira,br BRA,DF,27-357,2.8,0,1,0,4,2,1,0,1,2,0,0,0,12,10,7,58.8,Matches
Pedro Bicalho,br BRA,"MF,FW",21-330,2.1,0,0,0,4,2,0,2,5,3,0,0,0,11,2,1,66.7,Matches
Joao Marcos,br BRA,"FW,MF",22-312,1.8,1,0,0,3,4,0,0,0,1,0,1,0,4,2,5,28.6,Matches
Bruno Jordão,pt POR,MF,24-158,1.6,2,0,0,2,4,0,1,1,1,0,1,0,7,1,0,100.0,Matches
Andrezinho,pt POR,"DF,MF",26-108,1.6,1,0,0,2,4,0,5,0,3,0,0,0,13,2,1,66.7,Matches
Filip Stevanovic,rs SRB,"FW,MF",20-175,1.5,1,0,0,1,2,0,1,0,3,0,0,0,7,0,2,0.0,Matches
Rodrigo Valente,pt POR,"MF,FW",22-032,1.1,0,0,0,0,1,0,1,1,0,0,0,0,7,0,3,0.0,Matches
Rui Costa,pt POR,MF,27-027,0.5,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,,Matches
Rúben Alexandre Gomes Oliveira,pt POR,MF,28-095,0.2,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,,Matches
Squad Total,,,25.6,25.0,88,6,3,385,352,59,418,204,254,2,8,3,1288,393,416,48.6,
Opponent Total,,,26.8,25.0,69,4,0,370,361,37,490,221,227,3,4,0,1268,416,393,51.4,
