Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Kennedy Boateng,tg TOG,DF,26-110,19.7,1038,138,603,383,60,39,1038,3,2,66.7,1,33.3,454,2104,875,4,1,0,11,5,556,6,Matches
Gabriel Vieira,br BRA,"FW,MF",20-362,19.5,715,12,100,245,389,62,713,71,31,43.7,29,40.8,350,2504,1144,48,26,15,51,31,388,95,Matches
Adriano,br BRA,"MF,DF",23-135,16.3,825,75,295,482,68,8,825,19,13,68.4,4,21.1,444,2303,1180,12,10,0,9,14,473,13,Matches
Victor Bobsin,br BRA,MF,23-066,17.4,884,40,226,577,98,9,884,26,16,61.5,6,23.1,440,2084,918,11,10,1,13,19,522,11,Matches
Gabriel Batista,br BRA,GK,24-289,17.0,649,517,638,12,0,0,649,1,1,100.0,0,0.0,292,1589,1091,0,0,0,0,0,210,0,Matches
Ricardinho,pt POR,"FW,MF",24-225,13.9,528,10,78,249,206,21,528,50,14,28.0,29,58.0,295,1828,971,27,23,5,28,15,337,80,Matches
Pierre Sagna,sn SEN,DF,32-210,12.8,669,57,238,311,130,3,669,17,8,47.1,6,35.3,286,1702,897,25,16,1,12,1,298,33,Matches
Paulo Henrique Rodrigues Cabral,pt POR,DF,26-147,12.1,701,42,249,336,122,17,701,10,4,40.0,5,50.0,262,1118,491,8,4,0,15,7,340,30,Matches
Kyosuke Tagawa,jp JPN,FW,24-036,11.5,229,10,30,103,100,20,229,9,2,22.2,7,77.8,131,641,197,6,5,3,32,11,173,38,Matches
Bruno Messi,pt POR,"MF,FW",26-191,10.4,447,5,47,231,179,15,447,25,9,36.0,12,48.0,228,1414,647,18,14,1,23,12,245,37,Matches
Cristian González,uy URU,DF,26-239,11.7,562,99,379,163,25,14,562,3,1,33.3,1,33.3,259,1007,334,0,1,0,5,3,296,1,Matches
Allano,br BRA,"FW,MF",27-329,9.5,519,6,69,271,188,23,518,36,14,38.9,15,41.7,298,1840,810,25,23,7,50,11,348,79,Matches
Ítalo,br BRA,DF,21-029,10.0,496,78,276,205,17,4,496,7,5,71.4,2,28.6,237,1222,724,0,2,1,11,3,273,2,Matches
Kento Misao,jp JPN,MF,26-337,8.3,356,13,93,215,50,0,356,6,2,33.3,3,50.0,144,653,223,1,6,0,7,6,179,7,Matches
Xavi Quintillà,es ESP,DF,26-208,8.0,484,29,138,200,146,6,483,0,0,,0,,204,850,550,9,6,0,4,0,252,23,Matches
Marco André Rocha Pereira,pt POR,GK,36-066,8.0,297,247,295,2,0,0,297,0,0,,0,,163,845,519,0,0,0,0,0,141,0,Matches
MT,br BRA,"DF,MF",22-018,7.0,380,19,123,180,82,9,380,18,5,27.8,11,61.1,184,872,449,5,5,2,11,8,199,26,Matches
Rildo,br BRA,"FW,MF",23-057,8.5,266,8,43,98,130,24,266,32,16,50.0,13,40.6,172,990,434,14,7,11,24,10,177,53,Matches
Matheus Babi,br BRA,FW,25-244,7.7,257,13,23,126,108,33,257,6,1,16.7,5,83.3,120,412,110,2,3,0,33,10,184,31,Matches
Diogo Calila,pt POR,"DF,MF",24-160,6.8,371,10,117,182,80,2,371,9,4,44.4,3,33.3,167,1027,534,17,16,0,9,8,186,23,Matches
Anderson Carvalho,br BRA,MF,32-303,5.5,256,14,80,129,48,5,256,8,5,62.5,2,25.0,120,595,217,6,2,1,4,5,128,7,Matches
Paulo Godinho,br BRA,DF,21-033,5.3,318,46,194,121,4,2,318,0,0,,0,,170,952,475,4,1,0,4,0,194,0,Matches
Eulânio Ângelo Chipela Gomes,gw GNB,DF,28-306,4.5,236,15,68,101,71,9,236,22,8,36.4,11,50.0,117,759,377,9,5,4,9,2,122,19,Matches
Walter González,py PAR,FW,27-302,4.4,126,7,12,71,46,13,126,8,3,37.5,5,62.5,61,315,129,5,4,1,8,5,93,11,Matches
Costinha,pt POR,"MF,FW",30-206,4.3,199,4,22,110,67,4,199,9,2,22.2,6,66.7,94,448,215,5,7,1,10,5,128,17,Matches
Ygor Nogueira,br BRA,DF,27-357,2.8,136,25,76,58,7,3,136,3,1,33.3,1,33.3,62,277,145,0,1,0,1,0,69,1,Matches
Pedro Bicalho,br BRA,"MF,FW",21-330,2.1,96,2,16,67,14,4,96,1,0,0.0,1,100.0,45,167,37,0,0,0,5,1,58,6,Matches
Joao Marcos,br BRA,"FW,MF",22-312,1.8,28,0,1,15,12,3,28,0,0,,0,,18,77,22,0,1,0,5,4,23,6,Matches
Bruno Jordão,pt POR,MF,24-158,1.6,51,0,13,32,8,0,51,9,5,55.6,3,33.3,31,239,99,3,2,0,1,0,32,0,Matches
Andrezinho,pt POR,"DF,MF",26-108,1.6,89,4,16,44,31,5,89,4,2,50.0,1,25.0,45,382,165,4,2,1,5,1,42,7,Matches
Filip Stevanovic,rs SRB,"FW,MF",20-175,1.5,61,1,5,30,26,6,61,4,2,50.0,1,25.0,23,108,53,3,2,1,3,2,36,6,Matches
Rodrigo Valente,pt POR,"MF,FW",22-032,1.1,50,4,12,21,19,5,50,3,1,33.3,1,33.3,23,133,71,2,2,1,1,1,32,1,Matches
Rui Costa,pt POR,MF,27-027,0.5,16,0,0,3,13,0,16,4,2,50.0,2,50.0,10,38,3,0,0,0,1,0,13,2,Matches
Rúben Alexandre Gomes Oliveira,pt POR,MF,28-095,0.2,14,1,3,9,2,0,14,0,0,,0,,3,18,10,0,1,0,1,0,8,1,Matches
Squad Total,,,25.6,25.0,12349,1551,4578,5382,2546,368,12345,423,179,42.3,186,44.0,5952,31513,15116,273,208,57,406,200,6755,672,
Opponent Total,,,26.8,25.0,15605,1461,4768,7445,3528,487,15597,481,214,44.5,206,42.8,8501,42341,21062,346,262,69,379,205,10004,979,
