Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Kennedy Boateng,tg TOG,DF,26-110,19.7,812,786,22,20,0,8,0,2,0,0,0,0,634,4,6,Matches
Gabriel Vieira,br BRA,"FW,MF",20-362,19.5,462,319,142,24,3,7,70,88,25,8,11,0,237,1,21,Matches
Adriano,br BRA,"MF,DF",23-135,16.3,665,633,29,25,6,5,3,4,0,0,0,0,535,3,8,Matches
Victor Bobsin,br BRA,MF,23-066,17.4,731,711,17,14,4,17,6,1,0,0,0,0,567,3,10,Matches
Gabriel Batista,br BRA,GK,24-289,17.0,598,354,240,79,0,3,0,1,0,0,0,0,363,4,0,Matches
Ricardinho,pt POR,"FW,MF",24-225,13.9,383,361,18,3,1,0,7,4,0,0,0,0,288,4,7,Matches
Pierre Sagna,sn SEN,DF,32-210,12.8,540,423,114,24,1,0,59,78,12,5,6,0,381,3,8,Matches
Paulo Henrique Rodrigues Cabral,pt POR,DF,26-147,12.1,578,437,140,27,0,12,20,113,0,0,0,0,400,1,16,Matches
Kyosuke Tagawa,jp JPN,FW,24-036,11.5,136,129,7,0,0,0,2,0,0,0,0,0,74,0,8,Matches
Bruno Messi,pt POR,"MF,FW",26-191,10.4,319,247,68,21,3,9,54,8,23,10,9,0,195,4,6,Matches
Cristian González,uy URU,DF,26-239,11.7,413,385,27,9,0,2,0,14,0,0,0,0,347,1,3,Matches
Allano,br BRA,"FW,MF",27-329,9.5,370,328,38,12,1,4,44,13,12,5,5,0,247,4,14,Matches
Ítalo,br BRA,DF,21-029,10.0,371,360,11,8,0,1,1,3,0,0,0,0,292,0,0,Matches
Kento Misao,jp JPN,MF,26-337,8.3,283,270,9,8,3,0,3,1,0,0,0,0,217,4,1,Matches
Xavi Quintillà,es ESP,DF,26-208,8.0,423,308,114,20,0,2,56,71,23,11,11,0,285,1,15,Matches
Marco André Rocha Pereira,pt POR,GK,36-066,8.0,277,188,86,22,0,2,0,0,0,0,0,0,200,3,0,Matches
MT,br BRA,"DF,MF",22-018,7.0,273,220,48,10,0,1,17,36,1,0,1,0,187,5,12,Matches
Rildo,br BRA,"FW,MF",23-057,8.5,140,136,3,2,1,1,9,1,0,0,0,0,91,1,8,Matches
Matheus Babi,br BRA,FW,25-244,7.7,139,128,8,0,0,0,1,0,0,0,0,0,83,3,4,Matches
Diogo Calila,pt POR,"DF,MF",24-160,6.8,314,245,67,5,0,1,22,62,0,0,0,0,236,2,12,Matches
Anderson Carvalho,br BRA,MF,32-303,5.5,190,183,7,6,0,2,2,1,0,0,0,0,139,0,4,Matches
Paulo Godinho,br BRA,DF,21-033,5.3,267,246,21,19,0,0,0,2,0,0,0,0,216,0,1,Matches
Eulânio Ângelo Chipela Gomes,gw GNB,DF,28-306,4.5,180,145,34,2,3,1,9,32,0,0,0,0,143,1,3,Matches
Walter González,py PAR,FW,27-302,4.4,86,78,7,0,0,1,0,1,0,0,0,0,62,1,0,Matches
Costinha,pt POR,"MF,FW",30-206,4.3,159,130,28,14,3,4,20,0,11,7,4,0,117,1,2,Matches
Ygor Nogueira,br BRA,DF,27-357,2.8,102,94,6,6,0,1,0,0,0,0,0,0,77,2,0,Matches
Pedro Bicalho,br BRA,"MF,FW",21-330,2.1,74,73,1,1,0,0,2,0,0,0,0,0,45,0,1,Matches
Joao Marcos,br BRA,"FW,MF",22-312,1.8,17,16,1,0,0,0,0,0,0,0,0,0,12,0,1,Matches
Bruno Jordão,pt POR,MF,24-158,1.6,37,34,1,1,0,0,1,0,0,0,0,0,28,2,1,Matches
Andrezinho,pt POR,"DF,MF",26-108,1.6,71,52,19,3,0,0,5,11,5,3,1,0,52,0,1,Matches
Filip Stevanovic,rs SRB,"FW,MF",20-175,1.5,47,43,3,0,0,1,1,0,1,1,0,0,31,1,3,Matches
Rodrigo Valente,pt POR,"MF,FW",22-032,1.1,38,37,1,1,0,0,1,0,0,0,0,0,29,0,1,Matches
Rui Costa,pt POR,MF,27-027,0.5,12,12,0,0,0,0,3,0,0,0,0,0,4,0,1,Matches
Rúben Alexandre Gomes Oliveira,pt POR,MF,28-095,0.2,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Squad Total,,,25.6,25.0,9517,8121,1337,386,29,85,418,547,113,50,48,0,6822,59,178,
Opponent Total,,,26.8,25.0,12807,11390,1380,417,41,73,490,580,147,70,47,2,10086,37,198,
