Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Gabriel Batista,br BRA,GK,24-304,18.0,32,2,1,5,3,28.6,0.29,-0.4,-0.02,159,394,40.4,457,55,56.0,42.2,167,82.6,56.9,297,11,3.7,24,1.33,15.4,Matches
Marco André Rocha Pereira,pt POR,GK,36-081,8.0,9,1,0,2,0,11.2,0.3,2.2,0.28,45,113,39.8,210,27,44.3,39.0,64,31.3,34.0,116,2,1.7,5,0.63,14.2,Matches
Squad Total,,,25.6,26.0,41,3,1,7,3,39.8,0.29,1.8,0.07,204,507,40.2,667,82,52.3,41.2,231,68.4,50.5,413,13,3.1,29,1.12,15.1,
Opponent Total,,,26.8,26.0,17,3,0,1,0,20.5,0.22,3.5,0.14,124,335,37.0,652,121,34.0,32.7,197,57.4,44.2,341,29,8.5,24,0.92,13.2,
