Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gabriel Vieira,br BRA,"FW,MF",21-012,20.4,241,468,51.5,4460,1872,105,146,71.9,78,168,46.4,44,112,39.3,0,2.0,2.2,-2.0,25,22,14,6,26,Matches
Kennedy Boateng,tg TOG,DF,26-125,19.7,634,812,78.1,13524,4897,180,221,81.4,354,417,84.9,98,153,64.1,0,0.2,0.3,-0.2,3,26,0,0,32,Matches
Adriano,br BRA,"MF,DF",23-150,17.3,552,688,80.2,10788,3859,219,249,88.0,245,279,87.8,77,129,59.7,1,0.6,0.5,0.4,8,63,5,1,58,Matches
Gabriel Batista,br BRA,GK,24-304,18.0,380,628,60.5,14066,11697,42,42,100.0,124,128,96.9,212,451,47.0,0,0.1,0.1,-0.1,1,22,1,0,0,Matches
Victor Bobsin,br BRA,MF,23-081,17.9,578,745,77.6,11488,3966,236,284,83.1,228,264,86.4,98,153,64.1,1,0.8,0.8,0.2,11,80,9,1,98,Matches
Pierre Sagna,sn SEN,DF,32-225,13.8,399,568,70.2,7523,3085,160,190,84.2,177,231,76.6,53,115,46.1,0,1.2,1.4,-1.2,13,34,9,5,43,Matches
Ricardinho,pt POR,"FW,MF",24-240,13.9,288,383,75.2,4311,1289,155,183,84.7,101,137,73.7,19,30,63.3,1,1.3,1.1,-0.3,17,28,13,0,46,Matches
Paulo Henrique Rodrigues Cabral,pt POR,DF,26-162,13.1,434,621,69.9,8144,3937,189,239,79.1,187,244,76.6,55,109,50.5,1,0.6,0.6,0.4,5,39,7,3,50,Matches
Kyosuke Tagawa,jp JPN,FW,24-051,12.2,87,153,56.9,1117,205,52,80,65.0,24,39,61.5,3,5,60.0,1,1.3,0.2,-0.3,7,5,2,0,7,Matches
Bruno Messi,pt POR,"MF,FW",26-206,11.2,206,336,61.3,4324,1452,80,99,80.8,69,115,60.0,49,95,51.6,3,2.1,1.7,0.9,15,34,8,3,37,Matches
Allano,br BRA,"FW,MF",27-344,10.2,262,398,65.8,4265,1154,133,169,78.7,99,138,71.7,20,55,36.4,0,0.6,1.1,-0.6,7,24,11,5,32,Matches
Cristian González,uy URU,DF,26-254,11.7,347,413,84.0,7563,2626,89,98,90.8,197,214,92.1,57,91,62.6,0,0.1,0.0,-0.1,1,11,0,0,11,Matches
Ítalo,br BRA,DF,21-044,10.0,292,371,78.7,5860,1974,78,94,83.0,181,212,85.4,30,58,51.7,0,0.2,0.2,-0.2,2,9,0,0,18,Matches
Kento Misao,jp JPN,MF,26-352,9.3,243,315,77.1,4315,1398,113,142,79.6,102,119,85.7,24,40,60.0,0,0.4,0.5,-0.4,5,25,4,0,36,Matches
Xavi Quintillà,es ESP,DF,26-223,8.0,285,423,67.4,4625,2178,157,181,86.7,87,132,65.9,29,76,38.2,1,0.6,0.8,0.4,12,30,7,3,36,Matches
Marco André Rocha Pereira,pt POR,GK,36-081,8.0,200,277,72.2,5837,4488,38,38,100.0,90,91,98.9,71,144,49.3,0,0.0,0.0,0.0,0,8,1,0,1,Matches
MT,br BRA,"DF,MF",22-033,7.2,196,282,69.5,3451,1351,98,114,86.0,75,108,69.4,21,40,52.5,0,0.2,0.3,-0.2,2,23,5,3,31,Matches
Rildo,br BRA,"FW,MF",23-072,8.5,91,140,65.0,1347,390,56,75,74.7,26,38,68.4,5,13,38.5,1,0.2,0.4,0.8,5,9,4,0,18,Matches
Matheus Babi,br BRA,FW,25-259,8.0,85,142,59.9,1060,242,47,69,68.1,25,37,67.6,2,7,28.6,0,0.1,0.2,-0.1,3,7,1,0,11,Matches
Diogo Calila,pt POR,"DF,MF",24-175,6.8,236,314,75.2,3829,1452,122,141,86.5,94,121,77.7,16,34,47.1,0,0.1,0.1,-0.1,2,13,2,1,13,Matches
Anderson Carvalho,br BRA,MF,32-318,5.5,139,190,73.2,2756,878,57,65,87.7,60,74,81.1,20,38,52.6,0,0.1,0.3,-0.1,5,12,2,0,17,Matches
Paulo Godinho,br BRA,DF,21-048,5.3,216,267,80.9,4575,1350,53,63,84.1,128,147,87.1,34,50,68.0,0,0.1,0.0,-0.1,1,9,0,0,13,Matches
Costinha,pt POR,"MF,FW",30-221,4.5,122,166,73.5,2224,762,54,63,85.7,45,56,80.4,16,31,51.6,0,0.2,0.4,-0.2,5,14,3,0,15,Matches
Eulânio Ângelo Chipela Gomes,gw GNB,DF,28-321,4.5,143,180,79.4,2283,743,75,78,96.2,57,77,74.0,10,18,55.6,1,0.6,0.5,0.4,5,4,2,2,8,Matches
