Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Jefferson Lerma,co COL,"MF,DF",28-145,25.3,4,0,0,25,29,2,6,31,20,0,2,1,185,49,27,64.5,Matches
Adam Smith,eng ENG,DF,31-324,24.4,8,0,0,24,19,0,29,17,22,0,1,0,97,19,31,38.0,Matches
Philip Billing,dk DEN,"MF,FW",26-281,21.7,5,0,0,24,27,3,25,25,27,0,0,0,108,37,22,62.7,Matches
Marcos Senesi,ar ARG,DF,25-313,20.9,4,0,0,18,11,0,6,27,28,0,2,0,122,21,12,63.6,Matches
Dominic Solanke,eng ENG,"FW,MF",25-186,20.9,1,0,0,25,35,6,6,2,5,0,0,0,63,38,60,38.8,Matches
Chris Mepham,wls WAL,DF,25-134,19.4,7,0,0,15,6,0,0,20,16,0,0,2,64,36,23,61.0,Matches
Lewis Cook,eng ENG,MF,26-044,16.8,2,0,0,12,8,0,36,18,22,0,0,0,115,7,8,46.7,Matches
Neto,br BRA,GK,33-243,16.5,4,0,0,0,3,0,0,0,0,0,0,0,10,3,2,60.0,Matches
Jordan Zemura,zw ZIM,DF,23-125,16.2,1,0,0,17,14,0,18,16,24,0,1,0,78,7,11,38.9,Matches
Marcus Tavernier,eng ENG,"MF,FW",23-362,15.2,1,0,0,13,26,4,78,5,17,0,0,0,97,14,22,38.9,Matches
Kieffer Moore,wls WAL,FW,30-223,12.4,0,0,0,22,28,1,6,1,11,0,0,0,24,55,51,51.9,Matches
Lloyd Kelly,eng ENG,DF,24-164,12.0,2,0,0,8,2,0,6,17,8,0,1,0,55,20,8,71.4,Matches
Ryan Christie,sct SCO,"MF,FW",28-025,11.8,1,0,0,21,26,0,14,19,15,0,0,0,76,7,14,33.3,Matches
Mark Travers,ie IRL,GK,23-305,10.5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,100.0,Matches
Jaidon Anthony,eng ENG,"MF,FW",23-108,11.2,2,0,0,9,9,5,33,7,13,0,0,0,60,9,11,45.0,Matches
Jack Stephens,eng ENG,DF,29-051,8.0,2,0,0,4,1,0,2,7,10,0,0,0,28,8,12,40.0,Matches
Dango Ouattara,bf BFA,MF,21-036,7.4,1,0,0,4,9,4,19,7,7,0,0,0,32,20,24,45.5,Matches
Ryan Fredericks,eng ENG,DF,30-160,5.9,1,0,0,3,1,0,15,1,2,0,0,0,13,5,10,33.3,Matches
Joe Rothwell,eng ENG,MF,28-067,5.0,0,0,0,8,1,0,10,5,3,0,0,0,23,1,2,33.3,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-031,3.7,0,0,0,3,4,0,31,2,10,0,0,0,31,3,2,60.0,Matches
Jack Stacey,eng ENG,DF,26-347,3.3,2,0,0,4,0,1,10,5,4,0,0,0,15,5,3,62.5,Matches
Ben Pearson,eng ENG,MF,28-074,3.2,1,0,0,9,2,0,0,2,3,0,0,0,19,2,3,40.0,Matches
Antoine Semenyo,gh GHA,"FW,MF",23-071,2.6,0,0,0,5,5,0,1,2,0,0,0,0,13,8,6,57.1,Matches
Siriki Dembélé,ci CIV,"FW,MF",26-193,1.2,0,0,0,1,2,0,3,1,1,0,0,0,9,0,4,0.0,Matches
Junior Stanislas,eng ENG,MF,33-113,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches
Matías Viña,uy URU,"MF,DF",25-130,0.2,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,,Matches
David Brooks,wls WAL,DF,25-254,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Jamal Lowe,jm JAM,"MF,FW",28-241,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Owen Bevan,wls WAL,DF,19-144,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Emiliano Marcondes,dk DEN,MF,28-010,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,27.0,27.0,49,0,0,274,270,26,356,237,269,0,7,3,1348,377,370,50.5,
Opponent Total,,,27.2,27.0,39,0,0,274,261,48,697,184,300,3,0,0,1531,370,377,49.5,
