Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Jefferson Lerma,co COL,"MF,DF",28-160,26.3,30,1.14,26,2,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Adam Smith,eng ENG,DF,31-339,25.4,20,0.79,17,1,0,2,0,0,2,0.08,2,0,0,0,0,0,Matches
Philip Billing,dk DEN,"MF,FW",26-296,22.7,35,1.54,25,1,5,3,1,0,4,0.18,3,0,0,1,0,0,Matches
Marcos Senesi,ar ARG,DF,25-328,21.9,11,0.5,9,1,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches
Dominic Solanke,eng ENG,"FW,MF",25-201,21.9,39,1.78,22,1,7,8,1,0,9,0.41,6,1,0,2,0,0,Matches
Chris Mepham,wls WAL,DF,25-149,19.4,5,0.26,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Neto,br BRA,GK,33-258,17.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lewis Cook,eng ENG,MF,26-059,16.8,33,1.96,22,7,0,0,1,3,4,0.24,2,1,0,0,0,1,Matches
Jordan Zemura,zw ZIM,DF,23-140,16.2,35,2.17,25,0,6,2,2,0,2,0.12,2,0,0,0,0,0,Matches
Marcus Tavernier,eng ENG,"MF,FW",24-012,15.7,36,2.29,23,7,2,2,2,0,7,0.45,3,2,0,2,0,0,Matches
Lloyd Kelly,eng ENG,DF,24-179,13.0,8,0.62,6,1,0,0,1,0,2,0.15,2,0,0,0,0,0,Matches
Kieffer Moore,wls WAL,FW,30-238,12.4,16,1.28,12,0,1,0,3,0,2,0.16,2,0,0,0,0,0,Matches
Ryan Christie,sct SCO,"MF,FW",28-040,12.3,38,3.08,27,2,2,4,3,0,2,0.16,1,0,0,1,0,0,Matches
Jaidon Anthony,eng ENG,"MF,FW",23-123,11.7,33,2.83,25,3,2,1,1,1,2,0.17,1,0,0,0,1,0,Matches
Mark Travers,ie IRL,GK,23-320,10.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jack Stephens,eng ENG,DF,29-066,9.0,6,0.66,6,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Dango Ouattara,bf BFA,MF,21-051,7.9,16,2.03,8,0,2,2,3,1,4,0.51,1,0,1,1,1,0,Matches
Ryan Fredericks,eng ENG,DF,30-175,5.9,5,0.84,4,0,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Joe Rothwell,eng ENG,MF,28-082,5.8,10,1.72,7,3,0,0,0,0,2,0.34,1,1,0,0,0,0,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-046,4.0,17,4.3,10,6,1,0,0,0,1,0.25,1,0,0,0,0,0,Matches
Jack Stacey,eng ENG,DF,26-362,3.3,1,0.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ben Pearson,eng ENG,MF,28-089,3.2,2,0.63,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Antoine Semenyo,gh GHA,"FW,MF",23-086,2.6,6,2.31,2,0,2,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Siriki Dembélé,ci CIV,"FW,MF",26-208,1.2,5,4.09,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Junior Stanislas,eng ENG,MF,33-128,0.7,4,5.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matías Viña,uy URU,"MF,DF",25-145,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
David Brooks,wls WAL,DF,25-269,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jamal Lowe,jm JAM,"MF,FW",28-256,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Owen Bevan,wls WAL,DF,19-159,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emiliano Marcondes,dk DEN,MF,28-025,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,28.0,411,14.68,291,35,31,30,19,5,47,1.68,31,5,1,7,2,1,
Opponent Total,,,27.3,28.0,817,29.18,607,81,26,55,36,12,87,3.11,52,12,2,17,4,0,
