Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Neto,br BRA,GK,33-261,18.5,26,4,0,6,1,27.8,0.26,2.8,0.15,120,300,40.0,391,92,48.6,38.1,158,69.6,45.3,373,27,7.2,20,1.08,12.3,Matches
Mark Travers,ie IRL,GK,23-323,10.5,31,2,0,8,2,22.1,0.34,-6.9,-0.66,70,146,47.9,215,47,38.1,32.6,109,58.7,45.7,206,5,2.4,4,0.38,9.6,Matches
Squad Total,,,27.0,29.0,57,6,0,14,3,49.9,0.3,-4.1,-0.14,190,446,42.6,606,139,44.9,36.1,267,65.2,45.5,579,32,5.5,24,0.83,11.7,
Opponent Total,,,27.3,29.0,27,0,0,6,0,24.5,0.28,-2.5,-0.09,81,215,37.7,729,137,22.6,29.2,146,34.2,34.4,301,21,7.0,41,1.41,18.1,
