Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Jefferson Lerma,co COL,"MF,DF",28-163,27.3,1413,148,470,717,246,35,1413,20,11,55.0,8,40.0,680,2629,1238,16,26,1,19,13,832,22,Matches
Adam Smith,eng ENG,DF,31-342,26.4,1221,93,491,512,235,14,1221,26,5,19.2,15,57.7,508,2170,1078,18,17,1,20,4,609,26,Matches
Philip Billing,dk DEN,"MF,FW",26-299,23.6,1035,65,272,471,307,50,1035,37,19,51.4,13,35.1,536,2740,1268,29,22,6,32,27,636,71,Matches
Marcos Senesi,ar ARG,DF,25-331,22.8,1291,274,820,436,46,14,1291,9,5,55.6,4,44.4,702,3193,1701,8,10,0,12,4,736,2,Matches
Dominic Solanke,eng ENG,"FW,MF",25-204,22.9,699,39,116,302,299,108,699,80,33,41.3,41,51.3,448,3194,1248,44,29,25,98,55,508,118,Matches
Chris Mepham,wls WAL,DF,25-152,19.4,994,234,667,312,20,9,994,3,2,66.7,0,0.0,465,2168,1115,1,3,1,4,3,574,0,Matches
Neto,br BRA,GK,33-261,18.5,593,511,589,4,0,0,593,0,0,,0,,291,1892,1367,0,0,0,1,0,162,0,Matches
Lewis Cook,eng ENG,MF,26-062,16.9,814,59,249,418,158,8,814,17,7,41.2,8,47.1,363,1902,741,9,15,1,13,14,439,8,Matches
Jordan Zemura,zw ZIM,DF,23-143,16.2,808,46,302,297,222,31,808,40,18,45.0,18,45.0,375,2345,1235,39,29,10,35,16,409,48,Matches
Marcus Tavernier,eng ENG,"MF,FW",24-015,16.1,782,28,164,307,340,47,782,76,36,47.4,34,44.7,460,3207,1593,51,35,16,42,31,483,109,Matches
Lloyd Kelly,eng ENG,DF,24-182,14.0,830,108,474,296,65,5,830,4,1,25.0,2,50.0,400,2063,1252,6,3,0,12,2,468,1,Matches
Ryan Christie,sct SCO,"MF,FW",28-043,13.0,586,26,124,264,206,34,586,51,20,39.2,27,52.9,343,2087,911,24,18,7,29,26,360,40,Matches
Kieffer Moore,wls WAL,FW,30-241,12.4,449,29,48,257,145,41,449,12,2,16.7,6,50.0,225,865,268,10,8,2,38,30,346,44,Matches
Jaidon Anthony,eng ENG,"MF,FW",23-126,11.7,594,15,116,220,264,30,594,40,12,30.0,27,67.5,348,2004,796,23,20,11,21,15,381,64,Matches
Mark Travers,ie IRL,GK,23-323,10.5,354,328,353,1,0,0,354,0,0,,0,,159,786,413,0,0,0,0,0,120,0,Matches
Jack Stephens,eng ENG,DF,29-069,10.0,439,100,267,158,16,5,439,3,3,100.0,0,0.0,217,914,373,1,0,0,3,1,242,3,Matches
Dango Ouattara,bf BFA,MF,21-054,8.8,342,26,83,131,136,35,342,48,17,35.4,26,54.2,185,1238,589,24,13,11,23,8,208,54,Matches
Ryan Fredericks,eng ENG,DF,30-178,5.9,279,33,88,109,84,7,279,10,3,30.0,5,50.0,120,725,395,13,9,2,4,3,152,28,Matches
Joe Rothwell,eng ENG,MF,28-085,5.8,229,15,63,120,49,2,229,15,9,60.0,6,40.0,113,691,307,2,4,0,5,2,125,3,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",23-049,4.7,246,2,29,109,116,11,246,25,16,64.0,8,32.0,143,881,437,19,13,1,15,13,142,21,Matches
Jack Stacey,eng ENG,DF,27-000,3.3,167,17,66,56,47,2,167,7,3,42.9,4,57.1,73,458,221,9,4,1,3,4,76,15,Matches
Ben Pearson,eng ENG,MF,28-092,3.2,162,8,56,90,17,0,162,1,0,0.0,0,0.0,72,242,103,2,0,0,6,0,100,4,Matches
Antoine Semenyo,gh GHA,"FW,MF",23-089,2.7,90,8,23,39,32,4,90,5,2,40.0,2,40.0,54,476,231,5,9,4,11,6,56,11,Matches
Siriki Dembélé,ci CIV,"FW,MF",26-211,1.2,71,1,10,30,33,3,71,10,6,60.0,3,30.0,47,311,160,5,2,1,9,5,50,11,Matches
Junior Stanislas,eng ENG,MF,33-131,0.7,34,0,3,15,16,3,34,0,0,,0,,18,92,13,0,1,0,1,1,27,5,Matches
David Brooks,wls WAL,"DF,FW",25-272,0.3,7,2,3,2,2,1,7,0,0,,0,,4,9,1,0,0,0,0,1,5,1,Matches
Matías Viña,uy URU,"MF,DF",25-148,0.2,16,4,9,5,4,0,16,5,3,60.0,1,20.0,8,89,74,1,1,0,0,0,6,1,Matches
Jamal Lowe,jm JAM,"MF,FW",28-259,0.1,4,0,0,3,1,0,4,0,0,,0,,2,7,1,0,0,0,0,0,3,0,Matches
Owen Bevan,wls WAL,DF,19-162,0.1,3,0,3,0,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0,Matches
Emiliano Marcondes,dk DEN,MF,28-028,0.1,3,1,1,2,0,0,3,1,0,0.0,0,0.0,2,11,7,0,0,0,0,0,2,0,Matches
Illia Zabarnyi,ua UKR,DF,20-217,0.1,1,0,1,0,0,0,1,0,0,,0,,1,7,7,0,0,0,0,0,1,0,Matches
Squad Total,,,27.0,29.0,14556,2220,5960,5683,3106,499,14556,545,233,42.8,258,47.3,7363,39396,19143,359,291,101,456,284,8259,710,
Opponent Total,,,27.3,29.0,20948,1560,5683,9319,6110,852,20941,505,247,48.9,193,38.2,12934,65288,33738,614,454,143,437,284,14717,1586,
