Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Borja Iglesias,es ESP,FW,30-061,18.6,11,42,16,38.1,2.26,0.86,0.14,0.38,15.9,0,5,6,11.9,7.2,0.17,-0.9,-1.2,Matches
Guido Rodríguez,ar ARG,MF,28-341,18.9,0,10,4,40.0,0.53,0.21,0.0,0.0,26.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
William Carvalho,pt POR,MF,30-346,17.8,2,15,6,40.0,0.84,0.34,0.13,0.33,14.0,0,0,0,2.1,2.1,0.14,-0.1,-0.1,Matches
Rui Silva,pt POR,GK,29-040,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Germán Pezzella,ar ARG,DF,31-265,18.9,0,8,0,0.0,0.42,0.0,0.0,,10.6,0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches
Sergio Canales,es ESP,"FW,MF",32-031,17.3,4,25,8,32.0,1.45,0.46,0.12,0.38,21.3,6,1,1,3.8,3.0,0.12,0.2,0.0,Matches
Álex Moreno,es ESP,DF,29-284,15.0,0,13,4,30.8,0.87,0.27,0.0,0.0,17.9,0,0,0,1.3,1.3,0.1,-1.3,-1.3,Matches
Luiz Henrique,br BRA,FW,22-076,14.5,1,35,15,42.9,2.42,1.04,0.03,0.07,20.1,0,0,0,2.4,2.4,0.07,-1.4,-1.4,Matches
Rodrigo,es ESP,"FW,MF",22-307,12.0,2,10,5,50.0,0.83,0.42,0.2,0.4,16.9,0,0,0,1.2,1.2,0.12,0.8,0.8,Matches
Youssouf Sabaly,sn SEN,DF,30-014,13.2,0,6,1,16.7,0.46,0.08,0.0,0.0,21.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Luiz Felipe,it ITA,DF,25-362,11.5,0,2,1,50.0,0.17,0.09,0.0,0.0,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Édgar González,es ESP,DF,25-352,12.7,0,5,1,20.0,0.39,0.08,0.0,0.0,8.6,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
Nabil Fekir,fr FRA,MF,29-244,10.7,2,24,6,25.0,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07,-0.4,-0.6,Matches
Aitor Ruibal,es ESP,"DF,FW",26-362,12.0,0,11,4,36.4,0.91,0.33,0.0,0.0,20.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Andrés Guardado,mx MEX,"MF,FW",36-172,9.8,1,6,3,50.0,0.61,0.31,0.17,0.33,22.7,1,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Juanmi,es ESP,FW,29-303,7.7,4,14,6,42.9,1.82,0.78,0.29,0.67,12.9,0,0,0,3.0,3.0,0.21,1.0,1.0,Matches
Claudio Bravo,cl CHI,GK,39-340,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Víctor Ruiz,es ESP,DF,34-053,6.1,0,1,0,0.0,0.16,0.0,0.0,,8.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Juan Miranda,es ESP,DF,23-059,6.0,1,5,2,40.0,0.84,0.33,0.2,0.5,24.9,1,0,0,0.6,0.6,0.11,0.4,0.4,Matches
Abner,br BRA,DF,22-296,4.1,0,3,1,33.3,0.74,0.25,0.0,0.0,9.5,0,0,0,1.1,1.1,0.37,-1.1,-1.1,Matches
Ayoze Pérez,es ESP,"FW,MF",29-233,3.8,0,10,4,40.0,2.61,1.04,0.0,0.0,16.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Martín Montoya,es ESP,DF,31-339,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Willian José,br BRA,FW,31-116,4.4,1,13,4,30.8,2.98,0.92,0.0,0.0,18.6,1,1,1,2.4,1.6,0.13,-1.4,-1.6,Matches
Paul Akouokou,ci CIV,MF,25-089,3.1,0,2,1,50.0,0.64,0.32,0.0,0.0,25.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Joaquín,es ESP,"MF,FW",41-241,3.0,0,5,1,20.0,1.66,0.33,0.0,0.0,11.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Juan Cruz,es ESP,FW,22-328,1.9,1,5,2,40.0,2.59,1.03,0.2,0.5,16.4,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
Felix Garreta,es ESP,DF,18-332,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roberto González,es ESP,"FW,MF",22-072,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Loren Morón,es ESP,FW,29-079,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fran Delgado,es ESP,DF,21-251,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,29.2,25.0,30,270,95,35.2,10.8,3.8,0.08,0.23,18.1,18,8,9,36.9,29.8,0.11,-6.9,-7.8,
Opponent Total,,,28.0,25.0,26,308,92,29.9,12.32,3.68,0.08,0.26,18.4,18,2,2,32.3,30.7,0.1,-6.3,-6.7,
