Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Borja Iglesias,es ESP,FW,30-076,19.6,1,1,0,33,39,17,0,1,4,0,0,0,36,17,31,35.4,Matches
Guido Rodríguez,ar ARG,MF,28-356,19.9,6,0,0,26,38,1,6,24,37,0,0,0,122,27,20,57.4,Matches
Rui Silva,pt POR,GK,29-055,20.0,2,0,0,0,1,0,0,0,1,0,0,0,35,3,1,75.0,Matches
Germán Pezzella,ar ARG,DF,31-280,19.8,2,2,0,17,12,1,2,36,21,0,0,0,83,50,18,73.5,Matches
William Carvalho,pt POR,MF,30-361,18.1,5,1,0,21,24,1,3,10,18,0,0,0,103,24,19,55.8,Matches
Sergio Canales,es ESP,"FW,MF",32-046,18.2,4,1,1,8,24,3,89,9,10,0,0,0,85,9,12,42.9,Matches
Álex Moreno,es ESP,DF,29-299,15.0,1,0,0,17,19,1,28,17,22,0,1,0,78,9,18,33.3,Matches
Luiz Henrique,br BRA,FW,22-091,14.5,5,0,0,15,29,2,19,10,27,0,0,0,92,18,31,36.7,Matches
Rodrigo,es ESP,"FW,MF",22-322,12.8,0,0,0,4,28,2,30,10,8,1,0,0,68,0,8,0.0,Matches
Youssouf Sabaly,sn SEN,DF,30-029,14.2,1,0,0,15,26,0,14,16,15,0,0,0,86,5,10,33.3,Matches
Édgar González,es ESP,DF,26-002,13.7,6,1,1,16,9,0,0,19,13,0,0,0,66,40,21,65.6,Matches
Luiz Felipe,it ITA,DF,26-012,11.5,1,3,0,7,5,0,0,15,13,0,0,0,44,13,14,48.1,Matches
Nabil Fekir,fr FRA,MF,29-259,10.7,4,1,0,21,39,7,48,1,5,1,0,0,31,8,11,42.1,Matches
Aitor Ruibal,es ESP,"DF,FW",27-012,12.0,3,0,0,18,13,2,21,18,22,0,0,0,71,8,13,38.1,Matches
Andrés Guardado,mx MEX,MF,36-187,10.8,5,0,0,11,8,0,9,16,19,0,0,0,84,10,21,32.3,Matches
Juanmi,es ESP,FW,29-318,7.9,3,0,0,10,16,14,0,3,7,0,0,0,38,7,11,38.9,Matches
Juan Miranda,es ESP,DF,23-074,7.0,0,0,0,5,7,0,35,9,9,0,0,0,35,10,10,50.0,Matches
Claudio Bravo,cl CHI,GK,39-355,6.0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,,Matches
Víctor Ruiz,es ESP,DF,34-068,6.2,0,0,0,4,2,1,0,6,3,0,0,0,29,17,7,70.8,Matches
Ayoze Pérez,es ESP,"FW,MF",29-248,4.6,0,0,0,9,5,2,1,3,6,2,0,0,13,4,9,30.8,Matches
Abner,br BRA,DF,22-311,4.1,2,0,0,7,2,0,6,6,8,0,1,0,25,5,9,35.7,Matches
Martín Montoya,es ESP,DF,31-354,2.0,0,0,0,1,2,0,6,2,5,0,0,0,8,2,0,100.0,Matches
Willian José,br BRA,FW,31-131,4.4,0,0,0,2,2,0,3,0,3,0,0,0,20,10,10,50.0,Matches
Paul Akouokou,ci CIV,MF,25-104,3.1,2,0,0,6,3,0,0,6,6,0,0,0,18,2,6,25.0,Matches
Joaquín,es ESP,"FW,MF",41-256,3.1,2,0,0,0,6,0,21,3,1,0,0,0,13,0,2,0.0,Matches
Juan Cruz,es ESP,FW,22-343,1.9,0,0,0,3,2,1,6,0,0,0,0,0,8,1,2,33.3,Matches
Felix Garreta,es ESP,DF,18-347,1.0,0,0,0,2,1,0,0,1,0,0,0,0,3,1,1,50.0,Matches
Roberto González,es ESP,"FW,MF",22-087,0.6,1,0,0,1,4,0,5,1,0,0,0,0,0,0,0,,Matches
Loren Morón,es ESP,FW,29-094,0.2,1,0,0,2,0,0,0,0,2,0,0,0,1,0,2,0.0,Matches
Fran Delgado,es ESP,DF,21-266,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,29.3,26.0,58,10,2,281,366,55,353,243,285,4,2,0,1304,300,317,48.6,
Opponent Total,,,28.1,26.0,78,5,1,393,267,77,485,240,286,2,9,3,1363,317,300,51.4,
