Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Borja Iglesias,es ESP,FW,30-079,25,23,1846.0,20.5,12.0,3.0,15.0,7.0,5.0,6.0,1.0,1.0,12.1,7.4,2.4,9.8,20.0,22.0,117.0,0.59,0.15,0.73,0.34,0.49,0.59,0.12,0.71,0.36,0.48,Matches
Guido Rodríguez,ar ARG,MF,28-359,23,22,1882.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.2,0.6,8.0,77.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Rui Silva,pt POR,GK,29-058,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Germán Pezzella,ar ARG,DF,31-283,23,21,1873.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,0.8,0.1,1.0,6.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
William Carvalho,pt POR,MF,30-364,23,21,1717.0,19.1,2.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,2.1,2.1,0.9,3.0,35.0,149.0,39.0,0.1,0.05,0.16,0.1,0.16,0.11,0.05,0.16,0.11,0.16,Matches
Sergio Canales,es ESP,"FW,MF",32-049,21,19,1639.0,18.2,4.0,2.0,6.0,3.0,1.0,1.0,4.0,1.0,3.8,3.0,4.0,7.1,55.0,101.0,98.0,0.22,0.11,0.33,0.16,0.27,0.21,0.22,0.43,0.17,0.39,Matches
Luiz Henrique,br BRA,"FW,MF",22-094,24,16,1393.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.4,2.4,1.3,3.7,46.0,18.0,96.0,0.06,0.06,0.13,0.06,0.13,0.16,0.09,0.24,0.16,0.24,Matches
Rodrigo,es ESP,"FW,MF",22-325,20,16,1211.0,13.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.8,2.1,35.0,72.0,80.0,0.15,0.07,0.22,0.15,0.22,0.1,0.06,0.16,0.1,0.16,Matches
Álex Moreno,es ESP,DF,29-302,15,15,1350.0,15.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,1.5,2.7,49.0,44.0,76.0,0.0,0.2,0.2,0.0,0.2,0.08,0.1,0.18,0.08,0.18,Matches
Youssouf Sabaly,sn SEN,DF,30-032,18,14,1275.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,1.0,34.0,60.0,47.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07,Matches
