Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Borja Iglesias,es ESP,FW,30-061,18.6,552,12,31,258,267,83,546,28,11,39.3,11,39.3,325,1513,537,19,10,19,58,28,451,106,Matches
Guido Rodríguez,ar ARG,MF,28-341,18.9,1188,64,332,730,136,9,1188,21,14,66.7,4,19.0,552,1929,913,8,6,2,13,16,759,13,Matches
William Carvalho,pt POR,MF,30-346,17.8,1338,25,201,905,245,27,1338,36,23,63.9,10,27.8,839,3812,1865,31,22,4,18,19,1071,36,Matches
Rui Silva,pt POR,GK,29-040,19.0,698,581,695,4,0,0,698,0,0,,0,,338,1757,993,0,0,0,0,0,269,0,Matches
Germán Pezzella,ar ARG,DF,31-265,18.9,1099,136,611,464,33,16,1099,2,1,50.0,0,0.0,581,2301,1093,2,3,0,8,1,704,2,Matches
Sergio Canales,es ESP,"FW,MF",32-031,17.3,1090,10,130,506,475,36,1089,31,12,38.7,13,41.9,684,4018,2014,51,43,5,39,37,838,95,Matches
Álex Moreno,es ESP,DF,29-284,15.0,883,59,291,365,237,36,883,40,14,35.0,21,52.5,401,2628,1496,49,36,12,28,6,465,76,Matches
Luiz Henrique,br BRA,FW,22-076,14.5,608,12,103,261,262,40,608,86,36,41.9,33,38.4,380,2642,1159,41,29,13,42,42,408,86,Matches
Rodrigo,es ESP,"FW,MF",22-307,12.0,650,3,75,310,271,30,650,34,13,38.2,15,44.1,453,2417,1051,28,20,10,24,13,531,72,Matches
Youssouf Sabaly,sn SEN,DF,30-014,13.2,847,63,279,390,189,7,847,25,13,52.0,8,32.0,430,2166,1270,31,24,1,19,17,470,40,Matches
Luiz Felipe,it ITA,DF,25-362,11.5,634,110,350,272,13,5,634,6,3,50.0,3,50.0,329,1437,708,1,0,0,3,0,378,0,Matches
Édgar González,es ESP,DF,25-352,12.7,741,118,430,297,16,10,741,3,1,33.3,0,0.0,369,1403,683,2,3,1,5,1,468,1,Matches
Nabil Fekir,fr FRA,MF,29-244,10.7,607,2,37,254,321,43,606,44,17,38.6,19,43.2,406,2332,1072,42,27,13,34,22,489,76,Matches
Aitor Ruibal,es ESP,"DF,FW",26-362,12.0,753,30,233,323,212,16,753,53,29,54.7,24,45.3,390,2123,1328,29,25,5,20,10,427,50,Matches
Andrés Guardado,mx MEX,"MF,FW",36-172,9.8,632,23,178,369,95,6,632,7,3,42.9,3,42.9,353,1654,773,9,9,0,14,5,399,9,Matches
Juanmi,es ESP,FW,29-303,7.7,286,4,42,148,100,29,286,27,11,40.7,12,44.4,162,923,418,10,16,4,13,11,202,31,Matches
Claudio Bravo,cl CHI,GK,39-340,6.0,193,159,191,2,0,0,193,0,0,,0,,88,504,322,0,0,0,0,0,61,0,Matches
Víctor Ruiz,es ESP,DF,34-053,6.1,310,50,178,125,8,4,310,0,0,,0,,165,865,447,4,3,1,1,0,181,0,Matches
Juan Miranda,es ESP,DF,23-059,6.0,341,23,90,133,119,13,341,4,2,50.0,2,50.0,168,742,419,12,8,0,6,3,194,39,Matches
Abner,br BRA,DF,22-296,4.1,263,18,85,115,67,8,263,6,1,16.7,5,83.3,123,466,257,4,2,3,5,3,138,16,Matches
Ayoze Pérez,es ESP,"FW,MF",29-233,3.8,151,1,13,55,85,23,151,15,4,26.7,9,60.0,86,555,215,10,6,5,13,6,95,23,Matches
Martín Montoya,es ESP,DF,31-339,2.0,131,9,46,66,20,1,131,1,1,100.0,0,0.0,66,206,102,1,0,0,3,1,81,5,Matches
Willian José,br BRA,FW,31-116,4.4,212,9,33,93,86,10,211,2,1,50.0,1,50.0,111,451,179,5,6,2,7,6,149,18,Matches
Paul Akouokou,ci CIV,MF,25-089,3.1,135,9,34,88,14,0,135,1,0,0.0,1,100.0,59,162,39,0,1,0,0,0,85,1,Matches
Joaquín,es ESP,"MF,FW",41-241,3.0,216,2,13,79,125,11,216,8,4,50.0,3,37.5,140,833,471,15,9,5,6,5,165,24,Matches
Juan Cruz,es ESP,FW,22-328,1.9,56,0,6,18,33,8,56,7,3,42.9,3,42.9,36,284,176,7,4,3,3,2,37,14,Matches
Felix Garreta,es ESP,DF,18-332,1.0,47,7,25,22,0,0,47,0,0,,0,,30,98,47,0,0,0,0,0,30,0,Matches
Roberto González,es ESP,"FW,MF",22-072,0.6,35,0,0,21,14,1,35,2,0,0.0,1,50.0,17,95,31,1,1,1,1,0,25,1,Matches
Loren Morón,es ESP,FW,29-079,0.2,11,1,2,5,4,0,11,0,0,,0,,4,8,0,0,0,0,2,0,6,0,Matches
Fran Delgado,es ESP,DF,21-251,0.1,8,0,1,3,4,1,8,0,0,,0,,3,9,5,0,1,0,0,0,7,3,Matches
Squad Total,,,29.2,25.0,14715,1540,4735,6681,3451,473,14706,489,217,44.4,201,41.1,8088,40333,20083,412,314,109,385,254,9583,837,
Opponent Total,,,28.0,25.0,14584,1412,4538,6366,3824,513,14581,488,225,46.1,221,45.3,8715,46543,25038,517,403,105,333,221,9473,1041,
