Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Illan Meslier,fr FRA,GK,22-344,21.0,689,561,684,5,1,0,689,0,0,,0,,343,2108,1185,0,0,0,1,0,248,0,Matches
Robin Koch,de GER,DF,26-207,19.5,1116,153,599,481,45,11,1116,0,0,,0,,566,2500,1354,7,5,0,7,1,627,4,Matches
Pascal Struijk,nl NED,DF,23-182,18.6,1300,61,382,579,345,25,1300,18,9,50.0,7,38.9,543,2060,1087,22,21,1,23,9,645,45,Matches
Tyler Adams,us USA,MF,23-360,19.0,1318,29,293,821,215,3,1318,17,3,17.6,11,64.7,668,2605,1188,13,19,0,22,13,752,18,Matches
Brenden Aaronson,us USA,"MF,FW",22-110,17.7,778,7,77,337,380,44,778,66,21,31.8,31,47.0,473,2409,1002,27,19,7,46,55,534,100,Matches
Marc Roca,es ESP,MF,26-075,16.2,1037,31,223,610,209,18,1037,16,11,68.8,5,31.3,571,2549,1352,16,14,4,15,12,655,15,Matches
Jack Harrison,eng ENG,"FW,MF",26-081,14.8,798,12,77,283,447,44,798,59,25,42.4,31,52.5,496,2671,1345,61,32,14,56,32,547,138,Matches
Rodrigo,es ESP,"FW,MF",31-340,14.4,549,15,49,260,242,78,548,16,6,37.5,10,62.5,310,1551,635,31,13,17,34,11,387,107,Matches
Rasmus Nissen,dk DEN,DF,25-213,12.6,810,46,276,335,203,15,810,9,4,44.4,4,44.4,325,943,426,12,4,4,3,1,404,58,Matches
Liam Cooper,sct SCO,DF,31-163,12.3,743,80,387,333,29,18,743,3,1,33.3,0,0.0,356,1615,688,1,2,0,8,1,393,1,Matches
Degnand Gnonto,it ITA,"FW,MF",19-096,8.0,375,4,45,123,218,23,375,40,11,27.5,24,60.0,261,1806,995,37,22,11,18,10,284,73,Matches
Luis Sinisterra,co COL,FW,23-237,6.0,297,2,26,142,133,19,297,28,13,46.4,12,42.9,179,1024,561,18,8,6,10,12,221,52,Matches
Luke Ayling,eng ENG,DF,31-168,7.8,490,22,161,210,127,17,490,16,7,43.8,8,50.0,202,970,460,12,3,2,11,4,230,37,Matches
Diego Llorente,es ESP,DF,29-177,7.2,506,59,283,210,15,6,506,3,2,66.7,1,33.3,303,1566,721,2,1,0,6,1,312,1,Matches
Patrick Bamford,eng ENG,FW,29-157,6.6,207,8,16,84,108,41,206,8,2,25.0,5,62.5,93,380,157,5,5,6,23,7,135,42,Matches
Crysencio Summerville,nl NED,FW,21-102,7.5,329,4,50,127,159,25,329,22,7,31.8,10,45.5,217,1250,682,25,13,8,21,16,241,43,Matches
Maximilian Wöber,at AUT,DF,25-005,3.3,244,18,93,131,21,5,244,0,0,,0,,134,848,620,5,3,0,0,0,141,1,Matches
Sam Greenwood,eng ENG,"MF,FW",21-014,3.5,195,4,37,85,77,5,195,5,1,20.0,3,60.0,94,403,206,5,5,1,4,5,97,5,Matches
Daniel James,wls WAL,FW,25-091,2.2,66,1,9,26,32,6,66,6,1,16.7,2,33.3,35,233,112,6,2,3,3,1,39,9,Matches
Adam Forshaw,eng ENG,MF,31-124,1.8,79,2,14,56,11,0,79,5,4,80.0,1,20.0,44,221,90,0,2,0,4,1,51,0,Matches
Joe Gelhardt,eng ENG,FW,20-281,2.4,115,4,10,52,54,14,115,9,1,11.1,7,77.8,68,189,66,2,2,2,9,7,84,21,Matches
Junior Firpo,es ESP,DF,26-171,2.3,132,8,34,76,23,2,132,3,2,66.7,1,33.3,52,151,59,1,2,0,3,3,67,8,Matches
Weston McKennie,us USA,MF,24-165,1.4,83,6,23,44,17,0,83,0,0,,0,,32,104,52,0,1,0,1,4,45,2,Matches
Cody Drameh,eng ENG,DF,21-063,0.8,44,1,7,26,11,0,44,1,1,100.0,0,0.0,17,48,10,0,1,0,1,1,23,3,Matches
Mateusz Klich,pl POL,"MF,FW",32-241,3.1,189,3,25,82,85,9,189,6,2,33.3,4,66.7,110,385,149,5,5,2,11,1,124,21,Matches
Georginio Rutter,fr FRA,FW,20-295,0.6,22,2,4,7,11,2,22,6,2,33.3,4,66.7,11,30,13,1,0,0,2,2,13,0,Matches
Darko Gyabi,eng ENG,FW,18-356,0.1,8,0,1,4,3,1,8,1,0,0.0,0,0.0,4,5,3,0,0,0,1,0,2,0,Matches
Mateo Fernández,es ESP,"FW,MF",19-113,0.0,4,1,1,2,1,0,4,1,0,0.0,1,100.0,3,10,0,0,0,0,0,1,3,2,Matches
Squad Total,,,25.7,21.0,12523,1144,3886,5531,3222,431,12521,364,136,37.4,182,50.0,6510,30634,15218,314,204,88,343,211,7304,806,
Opponent Total,,,27.2,21.0,12632,1340,4495,5431,2808,444,12630,492,213,43.3,222,45.1,6427,33050,16138,318,204,94,362,264,7430,724,
