Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes
14,Leicester City,21,6,3,12,32,37,-5,21,1.0,25.3,33.8,-8.5,-0.41,L L L D W,31646,James Maddison - 8,Danny Ward,
15,Wolves,21,5,5,11,15,30,-15,20,0.95,20.9,30.7,-9.8,-0.47,L D W L W,31616,"Rúben Neves, Daniel Podence - 5",José Sá,
16,Leeds United,21,4,7,10,28,36,-8,19,0.9,27.2,32.2,-5.0,-0.24,D L D L D,36441,Rodrigo - 10,Illan Meslier,
17,West Ham,21,5,4,12,18,26,-8,19,0.9,26.6,23.3,3.3,0.16,L D L W D,62449,Jarrod Bowen - 4,Łukasz Fabiański,
18,Everton,21,4,6,11,16,28,-12,18,0.86,22.1,34.4,-12.3,-0.59,D L L L W,39222,"Demarai Gray, Anthony Gordon - 3",Jordan Pickford,
