Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Bamba Dieng,sn SEN,FW,22-361,7,360.0,51.0,14.8,4.0,5,63.0,0,2,23.0,0,1.14,4.0,1.0,3.0,0.75,0.71,6.0,4.2,1.8,0.45,0.86,Matches
Romain Faivre,fr FRA,"FW,MF",24-248,6,392.0,65.0,16.1,4.4,4,78.0,0,2,40.0,0,1.17,4.0,4.0,0.0,0.0,-0.18,6.3,4.7,1.7,0.38,0.79,Matches
Armand Lauriente,fr FRA,FW,24-105,3,266.0,89.0,10.9,3.0,3,89.0,0,0,,0,2.33,5.0,3.0,2.0,0.68,0.59,6.3,4.0,2.3,0.79,1.21,Matches
Chrislain Matsima,fr FRA,"DF,MF",20-308,6,227.0,38.0,9.3,2.5,2,90.0,2,4,12.0,8,1.67,3.0,5.0,-2.0,-0.79,-1.04,1.6,5.9,-4.3,-1.71,-1.57,Matches
Igor Carioca,br BRA,"DF,MF",26-210,4,212.0,53.0,8.7,2.4,2,89.0,1,2,17.0,9,1.75,2.0,1.0,1.0,0.42,0.3,3.2,2.5,0.7,0.3,0.64,Matches
Quentin Boisgard,fr FRA,MF,26-002,5,184.0,37.0,7.6,2.0,1,67.0,0,4,29.0,7,1.2,2.0,0.0,2.0,0.98,0.9,2.6,1.6,0.9,0.44,0.79,Matches
Darlin Yongwa,cm CMR,"DF,FW",22-178,5,158.0,32.0,6.5,1.8,1,90.0,1,4,17.0,22,1.2,0.0,3.0,-3.0,-1.71,-1.99,1.8,2.8,-1.0,-0.56,-0.29,Matches
Adil Aouchiche,fr FRA,"MF,FW",20-247,7,102.0,15.0,4.2,1.1,0,,0,7,15.0,11,1.0,1.0,2.0,-1.0,-0.88,-1.08,1.9,1.1,0.8,0.73,1.06,Matches
Ckene Doucouré,km COM,"FW,MF",20-345,8,89.0,11.0,3.7,1.0,0,,0,8,11.0,10,1.75,3.0,0.0,3.0,3.03,3.0,3.0,1.6,1.3,1.35,1.7,Matches
Adrian Grbić,at AUT,"MF,FW",26-227,2,25.0,13.0,1.0,0.3,0,,0,2,13.0,10,1.0,0.0,0.0,0.0,0.0,-0.15,0.3,0.3,-0.1,-0.28,0.0,Matches
Teddy Bartouche,fr FRA,GK,25-287,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Paul Bellon,fr FRA,MF,23-063,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Ayman Kari,fr FRA,MF,18-120,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Samuel Loric,fr FRA,FW,22-257,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Loris Mouyokolo,cg CGO,DF,21-301,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Paul Nardi,fr FRA,GK,28-305,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Pablo Pagis,fr FRA,FW,20-080,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Léo Pétrot,fr FRA,DF,25-338,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Julian Pollersbeck,de GER,GK,28-215,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Maxime Wackers,fr FRA,DF,25-077,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Squad Total,,,25.9,27,2430.0,90.0,100.0,27.0,297,83.0,195,101,21.0,141,1.59,40.0,36.0,4.0,0.15,,34.1,41.9,-7.8,-0.29,,
Opponent Total,,,27.0,27,2430.0,90.0,100.0,27.0,297,83.0,195,101,21.0,124,1.15,36.0,40.0,-4.0,-0.15,,41.9,34.1,7.8,0.29,,
