Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Montassar Talbi,tn TUN,DF,24-312,28.0,1,7,4,57.1,0.25,0.14,0.14,0.25,9.3,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
Enzo Le Fée,fr FRA,MF,23-059,26.9,4,40,17,42.5,1.49,0.63,0.1,0.24,23.5,7,0,0,3.1,3.1,0.08,0.9,0.9,Matches
Vincent Le Goff,fr FRA,DF,33-170,27.0,0,16,5,31.3,0.59,0.19,0.0,0.0,17.6,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
Gedeon Kalulu,cd COD,DF,25-217,22.0,0,8,2,25.0,0.36,0.09,0.0,0.0,21.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Laurent Abergel,fr FRA,MF,30-061,17.2,0,8,1,12.5,0.46,0.06,0.0,0.0,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Dango Ouattara,bf BFA,"FW,MF",21-051,17.2,6,52,17,32.7,3.02,0.99,0.12,0.35,16.6,4,0,0,5.2,5.2,0.1,0.8,0.8,Matches
Julien Laporte,fr FRA,DF,29-150,17.1,0,6,2,33.3,0.35,0.12,0.0,0.0,14.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Terem Moffi,ng NGA,FW,23-313,15.4,12,33,18,54.5,2.14,1.17,0.33,0.61,13.6,0,1,2,7.3,5.7,0.17,4.7,5.3,Matches
Julien Ponceau,fr FRA,MF,22-126,15.0,1,13,4,30.8,0.87,0.27,0.08,0.25,18.3,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches
Vito Mannone,it ITA,GK,35-032,14.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yvon Mvogo,ch SUI,GK,28-301,13.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Théo Le Bris,fr FRA,"MF,DF",20-184,13.1,2,10,4,40.0,0.77,0.31,0.2,0.5,14.0,0,0,0,1.1,1.1,0.11,0.9,0.9,Matches
Stéphane Diarra,fr FRA,"FW,MF",24-115,11.0,2,20,8,40.0,1.82,0.73,0.1,0.25,16.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2,Matches
Bonke Innocent,ng NGA,MF,27-073,10.2,0,2,0,0.0,0.2,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Ibrahima Koné,ml MLI,FW,23-291,10.8,3,13,5,38.5,1.21,0.46,0.15,0.4,16.2,0,1,1,2.4,1.6,0.13,0.6,0.4,Matches
Bamo Meïté,ci CIV,DF,21-287,8.8,1,3,1,33.3,0.34,0.11,0.33,1.0,8.5,0,0,0,0.7,0.7,0.25,0.3,0.3,Matches
Yoann Cathline,fr FRA,"FW,MF",20-255,8.3,1,23,8,34.8,2.77,0.96,0.04,0.13,20.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
Jean-Victor Makengo,fr FRA,MF,24-295,6.8,0,3,2,66.7,0.44,0.3,0.0,0.0,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Bamba Dieng,sn SEN,FW,23-011,4.8,2,12,2,16.7,2.52,0.42,0.08,0.5,17.9,0,1,1,2.5,1.7,0.14,-0.5,-0.7,Matches
Romain Faivre,fr FRA,"FW,MF",24-263,5.2,1,9,5,55.6,1.73,0.96,0.11,0.2,18.0,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
Igor Carioca,br BRA,DF,26-225,3.3,0,2,1,50.0,0.6,0.3,0.0,0.0,23.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Armand Lauriente,fr FRA,FW,24-120,3.0,1,14,5,35.7,4.74,1.69,0.07,0.2,18.2,2,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches
Chrislain Matsima,fr FRA,"DF,MF",20-323,2.5,0,1,0,0.0,0.4,0.0,0.0,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Quentin Boisgard,fr FRA,MF,26-017,2.0,1,6,3,50.0,2.93,1.47,0.17,0.33,18.5,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
Darlin Yongwa,cm CMR,"DF,FW",22-193,1.8,0,2,1,50.0,1.14,0.57,0.0,0.0,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Adil Aouchiche,fr FRA,"MF,FW",20-262,1.2,0,5,2,40.0,4.17,1.67,0.0,0.0,15.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Ckene Doucouré,km COM,"FW,MF",20-360,1.0,0,6,1,16.7,6.07,1.01,0.0,0.0,12.2,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
Adrian Grbić,at AUT,"MF,FW",26-242,0.3,0,3,0,0.0,10.8,0.0,0.0,,28.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Squad Total,,,25.9,28.0,38,317,118,37.2,11.32,4.21,0.11,0.3,17.8,15,3,4,34.9,31.7,0.1,3.1,3.3,
Opponent Total,,,27.1,28.0,36,416,132,31.7,14.86,4.71,0.08,0.27,16.9,9,1,1,43.1,42.3,0.1,-7.1,-7.3,
