Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Montassar Talbi,tn TUN,DF,24-312,28.0,0,0,0,15,16,0,1,24,16,0,0,0,109,60,29,67.4,Matches
Enzo Le Fée,fr FRA,MF,23-059,26.9,3,0,0,28,52,2,111,28,55,0,0,0,201,11,24,31.4,Matches
Vincent Le Goff,fr FRA,DF,33-170,27.0,1,0,0,11,15,3,35,31,24,0,0,0,152,21,21,50.0,Matches
Gedeon Kalulu,cd COD,DF,25-217,22.0,4,0,0,22,16,0,25,27,30,0,0,0,145,23,17,57.5,Matches
Laurent Abergel,fr FRA,MF,30-061,17.2,3,0,0,13,19,0,5,18,41,0,0,0,129,4,10,28.6,Matches
Dango Ouattara,bf BFA,"FW,MF",21-051,17.2,3,1,1,15,43,2,33,19,26,2,0,0,90,37,38,49.3,Matches
Julien Laporte,fr FRA,DF,29-150,17.1,1,0,0,9,15,1,0,18,15,0,0,1,58,29,19,60.4,Matches
Terem Moffi,ng NGA,FW,23-313,15.4,1,0,0,17,17,4,3,3,5,0,0,0,35,13,47,21.7,Matches
Julien Ponceau,fr FRA,MF,22-126,15.0,1,0,0,18,22,4,12,11,13,0,0,0,79,4,26,13.3,Matches
Vito Mannone,it ITA,GK,35-032,14.9,1,0,0,0,1,0,0,0,0,0,0,0,13,2,0,100.0,Matches
Yvon Mvogo,ch SUI,GK,28-301,13.1,0,0,0,0,2,0,0,2,0,0,0,0,11,3,0,100.0,Matches
Théo Le Bris,fr FRA,"MF,DF",20-184,13.1,0,0,0,4,2,0,11,14,15,0,0,0,61,9,11,45.0,Matches
Stéphane Diarra,fr FRA,"FW,MF",24-115,11.0,1,0,0,7,18,4,15,20,15,0,0,0,88,5,8,38.5,Matches
Bonke Innocent,ng NGA,MF,27-073,10.2,4,0,0,27,5,0,0,18,14,0,1,0,63,7,13,35.0,Matches
Ibrahima Koné,ml MLI,FW,23-291,10.8,2,0,0,22,15,9,1,3,4,0,0,0,28,42,43,49.4,Matches
Bamo Meïté,ci CIV,DF,21-287,8.8,2,0,0,8,7,0,0,3,4,0,0,0,37,19,19,50.0,Matches
Yoann Cathline,fr FRA,"FW,MF",20-255,8.3,0,0,0,9,22,1,31,7,7,0,0,0,42,2,6,25.0,Matches
Jean-Victor Makengo,fr FRA,MF,24-295,6.8,0,0,0,8,15,0,1,8,4,0,0,0,40,3,4,42.9,Matches
Bamba Dieng,sn SEN,FW,23-011,4.8,0,0,0,12,17,3,5,2,7,0,0,0,10,3,8,27.3,Matches
Romain Faivre,fr FRA,"FW,MF",24-263,5.2,0,0,0,8,9,0,14,0,4,0,0,0,25,0,5,0.0,Matches
Igor Carioca,br BRA,DF,26-225,3.3,1,1,0,5,3,0,4,4,10,0,0,0,22,3,2,60.0,Matches
Armand Lauriente,fr FRA,FW,24-120,3.0,0,0,0,2,5,1,6,4,7,1,0,0,20,1,1,50.0,Matches
Chrislain Matsima,fr FRA,"DF,MF",20-323,2.5,0,0,0,0,1,0,0,2,0,0,0,0,9,3,6,33.3,Matches
Quentin Boisgard,fr FRA,MF,26-017,2.0,1,0,0,3,1,0,8,4,2,0,0,0,9,2,0,100.0,Matches
Darlin Yongwa,cm CMR,"DF,FW",22-193,1.8,0,0,0,2,3,0,3,1,4,0,0,0,14,2,3,40.0,Matches
Adil Aouchiche,fr FRA,"MF,FW",20-262,1.2,0,0,0,2,5,0,7,1,0,0,0,0,5,0,2,0.0,Matches
Ckene Doucouré,km COM,"FW,MF",20-360,1.0,0,0,0,5,2,0,0,1,2,0,0,0,2,5,3,62.5,Matches
Adrian Grbić,at AUT,"MF,FW",26-242,0.3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Squad Total,,,25.9,28.0,29,2,1,275,348,34,331,273,324,3,1,1,1497,313,367,46.0,
Opponent Total,,,27.1,28.0,62,3,2,366,264,34,707,291,325,1,4,3,1617,367,313,54.0,
