Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Vito Mannone,it ITA,GK,35-035,15.9,21,1,2,2,0,22.2,0.28,1.2,0.08,45,151,29.8,410,96,24.6,29.2,106,47.2,37.1,302,11,3.6,8,0.5,10.5,Matches
Yvon Mvogo,ch SUI,GK,28-304,13.1,19,0,0,2,1,16.0,0.26,-2.0,-0.15,67,174,38.5,321,51,35.5,32.3,105,57.1,41.8,278,13,4.7,7,0.53,10.2,Matches
Squad Total,,,25.9,29.0,40,1,2,4,1,38.2,0.27,-0.8,-0.03,112,325,34.5,731,147,29.4,30.5,211,52.1,39.4,580,24,4.1,15,0.52,10.4,
Opponent Total,,,27.1,29.0,42,3,3,7,3,33.6,0.24,-5.4,-0.19,110,248,44.4,562,123,30.1,32.1,161,49.1,39.8,272,14,5.1,32,1.1,15.8,
