Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Montassar Talbi,tn TUN,DF,24-297,27.0,1249,1393,89.7,22523,7318,413,442,93.4,722,761,94.9,77,146,52.7,1,0.2,0.3,0.8,4,30,1,0,45,Matches
Enzo Le Fée,fr FRA,MF,23-044,25.9,1303,1623,80.3,22608,7473,564,636,88.7,514,613,83.8,152,252,60.3,6,5.8,3.7,0.2,55,151,25,4,174,Matches
Vincent Le Goff,fr FRA,DF,33-155,26.0,1141,1386,82.3,17891,7514,574,647,88.7,457,537,85.1,66,131,50.4,0,0.6,1.5,-0.6,10,93,23,8,128,Matches
Gedeon Kalulu,cd COD,DF,25-202,22.0,905,1152,78.6,14694,5845,457,510,89.6,344,431,79.8,68,140,48.6,3,1.3,0.9,1.7,19,71,15,5,97,Matches
Dango Ouattara,bf BFA,"FW,MF",21-036,17.2,267,444,60.1,3726,1232,151,220,68.6,85,152,55.9,13,34,38.2,5,3.1,3.0,1.9,23,20,23,2,39,Matches
Julien Laporte,fr FRA,DF,29-135,17.1,621,731,85.0,12967,4531,176,192,91.7,344,371,92.7,90,146,61.6,0,0.0,0.1,0.0,1,48,1,0,35,Matches
Laurent Abergel,fr FRA,MF,30-046,16.2,697,802,86.9,11587,4336,319,345,92.5,305,342,89.2,49,76,64.5,1,1.1,0.8,-0.1,10,71,7,0,85,Matches
Terem Moffi,ng NGA,FW,23-298,15.4,154,208,74.0,2056,532,89,117,76.1,54,66,81.8,3,5,60.0,0,0.5,0.7,-0.5,9,14,5,0,20,Matches
Julien Ponceau,fr FRA,MF,22-111,14.9,519,638,81.3,7962,2390,269,311,86.5,195,227,85.9,30,47,63.8,4,3.0,2.0,1.0,25,56,12,1,80,Matches
Yvon Mvogo,ch SUI,GK,28-286,13.1,312,428,72.9,8421,6151,80,80,100.0,129,129,100.0,100,213,46.9,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Vito Mannone,it ITA,GK,35-017,13.9,332,440,75.5,7916,5155,72,72,100.0,191,193,99.0,68,174,39.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Stéphane Diarra,fr FRA,"FW,MF",24-100,10.8,218,303,71.9,2983,1019,126,166,75.9,73,98,74.5,8,14,57.1,0,1.7,0.8,-1.7,11,7,12,1,32,Matches
Théo Le Bris,fr FRA,"MF,DF",20-169,12.3,358,449,79.7,4911,1430,221,264,83.7,117,136,86.0,9,21,42.9,1,1.0,1.5,0.0,11,25,11,2,39,Matches
Bonke Innocent,ng NGA,MF,27-058,10.2,379,428,88.6,6153,1362,178,197,90.4,159,174,91.4,25,34,73.5,1,0.3,0.1,0.7,5,27,1,0,23,Matches
