Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Moi Gómez,es ESP,"MF,FW",28-284,27,25,2135.0,23.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,3.6,4.7,32.0,158.0,65.0,0.04,0.08,0.13,0.04,0.13,0.05,0.15,0.2,0.05,0.2,Matches
Lucas Torró,es ESP,MF,28-258,26,25,1968.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9,0.9,0.2,1.1,11.0,85.0,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
David García,es ESP,DF,29-048,23,23,2029.0,22.5,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.5,0.5,0.4,0.9,11.0,79.0,3.0,0.09,0.0,0.09,0.09,0.09,0.02,0.02,0.04,0.02,0.04,Matches
Ezequiel Ávila,ar ARG,"FW,MF",29-056,23,20,1465.0,16.3,7.0,2.0,9.0,5.0,2.0,3.0,7.0,1.0,6.0,3.7,1.6,5.3,19.0,33.0,84.0,0.43,0.12,0.55,0.31,0.43,0.37,0.1,0.47,0.22,0.33,Matches
Jon Moncayola,es ESP,"MF,DF",24-325,27,18,1753.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,1.3,0.8,2.1,22.0,114.0,35.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.06,0.11,Matches
Juan Cruz Armada,es ESP,DF,30-249,20,18,1623.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,1.0,1.2,15.0,56.0,53.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches
Unai García,es ESP,DF,31-059,18,17,1451.0,16.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,0.1,0.3,11.0,41.0,3.0,0.0,0.06,0.06,0.0,0.06,0.01,0.0,0.02,0.01,0.02,Matches
Ante Budimir,hr CRO,FW,31-255,22,15,1220.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,3.7,3.7,0.6,4.3,14.0,13.0,72.0,0.15,0.0,0.15,0.15,0.15,0.28,0.04,0.32,0.28,0.32,Matches
Aitor Fernández,es ESP,GK,31-335,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aimar Oroz,es ESP,"MF,FW",21-127,21,14,1227.0,13.6,3.0,1.0,4.0,2.0,1.0,1.0,5.0,0.0,2.9,2.1,0.7,2.9,16.0,48.0,92.0,0.22,0.07,0.29,0.15,0.22,0.21,0.05,0.27,0.16,0.21,Matches
Sergio Herrera,es ESP,GK,29-302,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
