Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Moi Gómez,es ESP,"MF,FW",28-284,23.7,1136,1359,83.6,21434,5526,501,538,93.1,446,503,88.7,162,248,65.3,2,3.6,4.5,-1.6,46,146,32,11,158,Matches
Lucas Torró,es ESP,MF,28-258,21.9,754,930,81.1,12047,3316,394,457,86.2,286,338,84.6,52,84,61.9,0,0.2,0.4,-0.2,6,71,0,0,85,Matches
David García,es ESP,DF,29-048,22.5,834,1032,80.8,16997,6637,285,324,88.0,415,470,88.3,127,222,57.2,0,0.4,0.3,-0.4,5,89,3,0,79,Matches
Ezequiel Ávila,ar ARG,"FW,MF",29-056,16.3,244,460,53.0,5074,1338,114,161,70.8,68,129,52.7,56,124,45.2,2,1.6,2.1,0.4,17,23,23,14,33,Matches
Jon Moncayola,es ESP,"MF,DF",24-325,19.5,790,990,79.8,15633,5317,308,347,88.8,356,412,86.4,116,197,58.9,0,0.8,0.9,-0.8,14,114,13,5,114,Matches
Juan Cruz Armada,es ESP,DF,30-249,18.0,607,810,74.9,10170,4586,296,330,89.7,254,332,76.5,48,110,43.6,0,1.0,0.9,-1.0,14,56,15,10,56,Matches
Unai García,es ESP,DF,31-059,16.1,546,688,79.4,11786,4242,144,160,90.0,315,364,86.5,79,149,53.0,1,0.1,0.2,0.9,3,39,3,2,41,Matches
Ante Budimir,hr CRO,FW,31-255,13.6,122,209,58.4,1395,190,80,116,69.0,31,59,52.5,0,5,0.0,0,0.6,0.5,-0.6,8,5,2,0,13,Matches
Aitor Fernández,es ESP,GK,31-335,14.0,328,511,64.2,11572,9675,28,29,96.6,129,136,94.9,171,344,49.7,0,0.0,0.0,0.0,0,18,0,0,1,Matches
Aimar Oroz,es ESP,"MF,FW",21-127,13.6,374,478,78.2,5301,1209,231,267,86.5,108,137,78.8,19,30,63.3,1,0.7,0.9,0.3,13,26,14,0,48,Matches
Sergio Herrera,es ESP,GK,29-302,13.0,280,448,62.5,10362,8764,17,17,100.0,116,119,97.5,147,310,47.4,0,0.0,0.0,0.0,1,24,0,0,0,Matches
Manuel Sánchez,es ESP,DF,22-222,13.5,533,659,80.9,7712,2553,319,360,88.6,168,208,80.8,31,60,51.7,1,1.3,2.2,-0.3,16,44,19,15,60,Matches
Nacho Vidal,es ESP,DF,28-069,11.6,401,532,75.4,6549,2718,197,221,89.1,161,204,78.9,31,74,41.9,0,0.6,0.6,-0.6,3,26,6,3,36,Matches
Aridane Hernández,gq EQG,DF,34-011,11.6,444,532,83.5,9188,2956,146,162,90.1,229,263,87.1,69,104,66.3,0,0.0,0.1,0.0,0,23,1,0,26,Matches
Abdessamad Ezzalzouli,ma MAR,"FW,MF",21-107,10.4,241,347,69.5,3549,804,143,171,83.6,75,106,70.8,17,30,56.7,2,1.3,2.4,0.7,7,7,18,7,28,Matches
Darko Brašanac,rs SRB,MF,31-050,11.2,296,365,81.1,4482,1181,158,175,90.3,113,137,82.5,11,19,57.9,1,0.7,0.6,0.3,7,38,7,2,48,Matches
Kike Barja,es ESP,"FW,MF",26-002,8.1,183,290,63.1,2958,738,100,123,81.3,52,93,55.9,20,44,45.5,2,1.6,2.1,0.4,17,7,19,15,22,Matches
Rubén García,es ESP,"MF,FW",29-263,9.0,315,426,73.9,5207,1321,181,203,89.2,78,109,71.6,42,82,51.2,2,1.3,1.5,0.7,17,17,8,1,33,Matches
Rubén Peña,es ESP,"DF,MF",31-259,7.3,204,291,70.1,3249,1530,110,122,90.2,74,106,69.8,16,41,39.0,1,0.7,1.1,0.3,8,20,8,6,31,Matches
Diego Moreno,es ESP,DF,21-286,6.0,189,285,66.3,3255,1059,77,93,82.8,89,123,72.4,19,53,35.8,0,0.1,0.2,-0.1,2,14,2,1,11,Matches
Pablo Ibáñez,es ESP,MF,24-195,5.8,139,192,72.4,2397,706,68,78,87.2,54,71,76.1,14,26,53.8,1,0.7,0.2,0.3,7,21,2,0,34,Matches
Kike,es ESP,FW,33-129,8.6,123,172,71.5,1591,246,80,96,83.3,28,42,66.7,4,8,50.0,0,0.9,0.7,-0.9,10,11,6,0,14,Matches
Iker Muñoz,es ESP,MF,20-149,0.2,7,7,100.0,121,31,4,4,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Roberto Torres,es ESP,"FW,MF",34-027,0.1,12,13,92.3,223,50,5,5,100.0,2,3,66.7,3,3,100.0,0,0.3,0.2,-0.3,2,0,0,0,0,Matches
Squad Total,,,28.4,27.0,9102,12026,75.7,172252,66693,3986,4559,87.4,3649,4466,81.7,1255,2368,53.0,16,18.4,22.5,-2.4,223,840,201,92,972,
Opponent Total,,,28.0,27.0,9796,12681,77.2,179702,65927,4292,4941,86.9,4155,4921,84.4,1143,2138,53.5,19,21.5,20.2,-2.5,201,701,164,43,904,
