Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Moi Gómez,es ESP,"MF,FW",28-287,23.7,84,3.54,59,20,1,3,1,0,6,0.25,5,1,0,0,0,0,Matches
Lucas Torró,es ESP,MF,28-261,21.9,19,0.87,15,0,0,3,1,0,0,0.0,0,0,0,0,0,0,Matches
David García,es ESP,DF,29-051,22.5,15,0.67,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ezequiel Ávila,ar ARG,"FW,MF",29-059,16.3,37,2.27,26,2,2,4,2,1,2,0.12,1,0,0,1,0,0,Matches
Jon Moncayola,es ESP,"MF,DF",24-328,19.5,44,2.26,34,0,0,8,2,0,4,0.21,0,0,0,3,1,0,Matches
Juan Cruz Armada,es ESP,DF,30-252,18.0,31,1.72,25,5,0,0,0,1,2,0.11,1,1,0,0,0,0,Matches
Unai García,es ESP,DF,31-062,16.1,5,0.31,4,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
Ante Budimir,hr CRO,FW,31-258,13.6,22,1.62,17,0,1,2,2,0,1,0.07,0,0,0,0,1,0,Matches
Aitor Fernández,es ESP,GK,31-338,14.0,3,0.21,2,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Aimar Oroz,es ESP,"MF,FW",21-130,13.6,42,3.08,32,0,1,3,4,2,4,0.29,4,0,0,0,0,0,Matches
Sergio Herrera,es ESP,GK,29-305,13.0,5,0.38,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Manuel Sánchez,es ESP,DF,22-225,13.5,38,2.82,34,0,1,0,1,2,3,0.22,2,0,0,0,1,0,Matches
Nacho Vidal,es ESP,DF,28-072,11.6,18,1.55,11,3,0,3,1,0,0,0.0,0,0,0,0,0,0,Matches
Aridane Hernández,gq EQG,DF,34-014,11.6,7,0.6,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Abdessamad Ezzalzouli,ma MAR,"FW,MF",21-110,10.4,32,3.07,16,3,8,4,1,0,3,0.29,3,0,0,0,0,0,Matches
Darko Brašanac,rs SRB,MF,31-053,11.2,21,1.88,20,0,0,0,1,0,1,0.09,1,0,0,0,0,0,Matches
Kike Barja,es ESP,"FW,MF",26-005,8.1,29,3.58,23,3,2,0,0,1,5,0.62,4,1,0,0,0,0,Matches
Rubén García,es ESP,"MF,FW",29-266,9.0,41,4.54,20,16,1,2,2,0,3,0.33,2,1,0,0,0,0,Matches
Rubén Peña,es ESP,"DF,MF",31-262,7.3,12,1.65,9,1,2,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Diego Moreno,es ESP,DF,21-289,6.0,5,0.84,3,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Ibáñez,es ESP,MF,24-198,5.8,12,2.08,10,1,0,0,0,1,1,0.17,1,0,0,0,0,0,Matches
Kike,es ESP,FW,33-132,8.6,26,3.04,18,0,1,2,5,0,2,0.23,0,0,0,1,1,0,Matches
Iker Muñoz,es ESP,MF,20-152,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Roberto Torres,es ESP,"FW,MF",34-030,0.1,2,16.36,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.5,27.0,551,20.41,406,56,22,35,23,9,40,1.48,27,4,0,5,4,0,
Opponent Total,,,28.0,27.0,524,19.41,387,48,31,24,31,3,47,1.74,38,1,3,3,2,0,
