Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Moi Gómez,es ESP,"MF,FW",28-269,22.5,1262,1137,119,59,1,30,97,3,56,24,23,0,1059,6,24,Matches
Lucas Torró,es ESP,MF,28-243,20.3,864,849,15,15,1,9,1,0,0,0,0,0,709,0,15,Matches
David García,es ESP,DF,29-033,21.5,988,959,28,27,1,13,2,1,0,0,0,0,796,1,5,Matches
Ezequiel Ávila,ar ARG,"FW,MF",29-041,15.6,444,408,33,10,0,20,72,6,12,5,6,0,235,3,18,Matches
Jon Moncayola,es ESP,"MF,DF",24-310,18.2,898,818,76,30,2,19,38,41,4,2,2,0,717,4,13,Matches
Juan Cruz Armada,es ESP,DF,30-234,17.0,756,594,157,12,0,1,33,143,0,0,0,0,564,5,17,Matches
Unai García,es ESP,DF,31-044,15.1,644,604,40,30,0,21,2,9,0,0,0,0,509,0,3,Matches
Ante Budimir,hr CRO,FW,31-240,12.3,192,183,9,0,0,0,2,0,0,0,0,0,111,0,5,Matches
Aitor Fernández,es ESP,GK,31-320,13.0,481,329,151,54,0,1,0,0,0,0,0,0,307,1,0,Matches
Aimar Oroz,es ESP,"MF,FW",21-112,12.9,445,422,20,7,3,3,4,0,0,0,0,0,349,3,13,Matches
Sergio Herrera,es ESP,GK,29-287,12.0,417,279,137,45,0,2,0,0,0,0,0,0,261,1,0,Matches
Manuel Sánchez,es ESP,DF,22-207,12.5,593,493,96,4,0,2,44,92,0,0,0,0,479,4,11,Matches
Abdessamad Ezzalzouli,ma MAR,"FW,MF",21-092,9.4,312,296,14,3,2,3,36,8,3,0,1,0,217,2,24,Matches
Nacho Vidal,es ESP,DF,28-054,10.2,470,360,108,3,2,1,21,105,0,0,0,0,361,2,10,Matches
Aridane Hernández,gq EQG,DF,33-361,9.6,426,402,24,23,0,7,0,1,0,0,0,0,355,0,2,Matches
Darko Brašanac,rs SRB,MF,31-035,10.7,344,320,22,8,0,0,5,2,0,0,0,0,277,2,10,Matches
Rubén Peña,es ESP,"DF,MF",31-244,7.3,291,246,44,1,0,1,28,43,0,0,0,0,204,1,9,Matches
Rubén García,es ESP,"MF,FW",29-248,7.9,376,330,44,17,4,4,49,3,23,10,9,2,282,2,9,Matches
Kike Barja,es ESP,"FW,MF",25-352,6.2,235,226,9,0,0,1,60,4,5,2,1,0,147,0,9,Matches
Diego Moreno,es ESP,DF,21-271,5.9,276,208,68,3,0,0,18,65,0,0,0,0,181,0,12,Matches
Kike,es ESP,FW,33-114,8.4,167,159,7,0,0,0,3,1,0,0,0,0,120,1,6,Matches
Pablo Ibáñez,es ESP,MF,24-180,4.8,161,156,3,3,1,3,2,0,0,0,0,0,112,2,7,Matches
Iker Muñoz,es ESP,MF,20-134,0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Roberto Torres,es ESP,"FW,MF",34-012,0.1,13,12,1,1,0,1,2,0,0,0,0,0,12,0,0,Matches
Squad Total,,,28.4,25.0,11062,9797,1225,355,17,142,519,527,103,43,42,2,8371,40,222,
Opponent Total,,,27.9,25.0,11923,10475,1374,387,29,128,435,599,130,40,44,3,9240,74,219,
