Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Moi Gómez,es ESP,"MF,FW",28-284,27,2135.0,79.0,87.9,23.7,25,84.0,15,2,22.0,0,1.3,18.0,23.0,-5.0,-0.21,-0.21,23.0,24.9,-1.9,-0.08,0.05,Matches
Lucas Torró,es ESP,MF,28-258,26,1968.0,76.0,81.0,21.9,25,79.0,13,1,3.0,0,1.31,16.0,18.0,-2.0,-0.09,0.49,22.9,22.4,0.6,0.03,0.59,Matches
David García,es ESP,DF,29-048,23,2029.0,88.0,83.5,22.5,23,88.0,20,0,,1,1.39,20.0,24.0,-4.0,-0.18,0.05,23.8,23.5,0.3,0.01,0.6,Matches
Ezequiel Ávila,ar ARG,"FW,MF",29-056,23,1465.0,64.0,60.3,16.3,20,70.0,1,3,24.0,1,1.39,16.0,12.0,4.0,0.25,1.09,17.9,15.2,2.7,0.17,0.64,Matches
Jon Moncayola,es ESP,"MF,DF",24-325,27,1753.0,65.0,72.1,19.5,18,86.0,12,9,23.0,0,1.3,11.0,24.0,-13.0,-0.67,-1.73,18.3,22.9,-4.6,-0.24,-0.54,Matches
Juan Cruz Armada,es ESP,DF,30-249,20,1623.0,81.0,66.8,18.0,18,89.0,17,2,8.0,6,1.35,15.0,19.0,-4.0,-0.22,-0.11,18.6,19.8,-1.2,-0.06,0.07,Matches
Unai García,es ESP,DF,31-059,18,1451.0,81.0,59.7,16.1,17,85.0,13,1,1.0,7,1.56,16.0,17.0,-1.0,-0.06,0.31,19.1,14.3,4.7,0.29,0.94,Matches
Ante Budimir,hr CRO,FW,31-255,22,1220.0,55.0,50.2,13.6,15,72.0,2,7,19.0,5,1.27,11.0,13.0,-2.0,-0.15,0.08,13.8,14.2,-0.3,-0.02,0.13,Matches
Aitor Fernández,es ESP,GK,31-335,14,1260.0,90.0,51.9,14.0,14,90.0,14,0,,13,1.43,12.0,13.0,-1.0,-0.07,0.24,12.9,16.2,-3.3,-0.24,-0.31,Matches
Aimar Oroz,es ESP,"MF,FW",21-127,21,1227.0,58.0,50.5,13.6,14,76.0,2,7,23.0,1,1.43,15.0,12.0,3.0,0.22,0.82,16.8,13.7,3.1,0.23,0.63,Matches
Sergio Herrera,es ESP,GK,29-302,13,1170.0,90.0,48.1,13.0,13,90.0,13,0,,12,1.15,10.0,14.0,-4.0,-0.31,-0.24,14.5,13.6,1.0,0.07,0.31,Matches
Manuel Sánchez,es ESP,DF,22-222,20,1214.0,61.0,50.0,13.5,12,90.0,11,8,17.0,7,1.2,10.0,13.0,-3.0,-0.22,-0.07,13.0,16.4,-3.4,-0.25,-0.33,Matches
