Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Łukasz Fabiański,pl POL,GK,37-353,26,26,2211,24.6,32,1.3,104,72,70.2,7,5,14,5,19.2,2,1,1,0,50.0,Matches
Alphonse Areola,fr FRA,GK,30-038,5,2,309,3.4,7,2.04,16,9,68.8,0,1,1,1,50.0,2,2,0,0,0.0,Matches
Squad Total,,,28.8,28,28,2520,28.0,39,1.39,120,81,70.0,7,6,15,6,21.4,4,3,1,0,25.0,
Opponent Total,,,27.3,28,28,2520,28.0,26,0.93,95,67,77.9,15,6,7,11,39.3,7,5,2,0,28.6,
