Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Declan Rice,eng ENG,MF,24-064,26.0,1573,1514,58,38,2,47,38,2,18,14,1,0,1376,1,20,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-089,25.9,648,562,82,9,5,3,117,3,65,60,0,0,411,4,40,Matches
Łukasz Fabiański,pl POL,GK,37-335,22.6,603,392,208,55,0,2,0,0,0,0,0,0,391,3,0,Matches
Tomáš Souček,cz CZE,MF,28-020,22.2,736,726,10,9,0,6,11,0,0,0,0,0,537,0,21,Matches
Thilo Kehrer,de GER,DF,26-179,18.5,879,788,88,21,0,5,17,66,0,0,0,0,732,3,13,Matches
Aaron Cresswell,eng ENG,DF,33-094,17.5,1109,895,212,30,1,4,105,143,39,3,29,1,882,2,26,Matches
Lucas Paquetá,br BRA,MF,25-204,14.6,700,654,40,12,9,5,17,1,0,0,0,0,552,6,12,Matches
Vladimír Coufal,cz CZE,DF,30-209,15.8,819,637,177,9,0,0,84,168,0,0,0,0,508,5,41,Matches
Kurt Zouma,fr FRA,DF,28-143,15.4,673,648,23,10,0,12,0,2,0,0,0,0,583,2,1,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-221,15.9,549,532,15,0,1,1,52,8,1,1,0,0,421,2,19,Matches
Michail Antonio,jm JAM,FW,32-356,12.5,222,214,8,1,1,1,21,5,0,0,0,0,115,0,8,Matches
Pablo Fornals,es ESP,"FW,MF",27-025,11.5,535,500,33,4,4,8,42,6,15,12,2,0,388,2,15,Matches
Gianluca Scamacca,it ITA,FW,24-077,10.3,177,173,3,0,0,8,1,0,0,0,0,0,118,1,7,Matches
Emerson Palmieri,it ITA,DF,28-228,9.0,416,360,54,3,0,0,26,46,5,1,3,0,328,2,19,Matches
Nayef Aguerd,ma MAR,DF,26-354,9.7,422,407,11,11,0,9,0,0,0,0,0,0,336,4,2,Matches
Ben Johnson,eng ENG,DF,23-054,8.3,461,399,61,7,0,6,14,52,0,0,0,0,339,1,11,Matches
Craig Dawson,eng ENG,DF,32-317,8.0,310,299,9,8,0,2,2,1,0,0,0,0,245,2,3,Matches
Angelo Ogbonna,it ITA,DF,34-300,7.9,228,223,5,5,0,0,0,0,0,0,0,0,185,0,1,Matches
Flynn Downes,eng ENG,MF,24-058,4.4,153,149,4,0,0,1,3,0,0,0,0,0,126,0,4,Matches
Danny Ings,eng ENG,FW,30-239,3.7,44,43,1,0,1,1,0,0,0,0,0,0,27,0,2,Matches
Alphonse Areola,fr FRA,GK,30-020,3.4,92,59,32,2,0,0,0,0,0,0,0,0,67,1,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",30-032,1.7,100,98,2,0,0,0,1,0,0,0,0,0,83,0,2,Matches
Maxwel Cornet,ci CIV,FW,26-173,1.1,31,28,2,0,0,0,2,1,0,0,0,0,21,1,3,Matches
Divin Mubama,eng ENG,FW,18-145,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Matches
Conor Coventry,ie IRL,"MF,FW",22-359,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,26.0,11481,10300,1139,235,24,121,553,504,143,91,35,1,8772,42,270,
Opponent Total,,,27.3,26.0,15131,13992,1106,281,55,81,475,459,123,59,52,0,12508,33,217,
