Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Declan Rice,eng ENG,MF,24-082,28.0,63,29,34,27,2,23,34,67.6,11,32,12,20,44,107,45,0,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-107,27.9,34,12,11,10,13,14,44,31.8,30,40,7,33,27,61,16,0,Matches
Łukasz Fabiański,pl POL,GK,37-353,24.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,1,Matches
Tomáš Souček,cz CZE,MF,28-038,23.6,64,32,34,24,6,22,47,46.8,25,37,14,23,39,103,45,1,Matches
Thilo Kehrer,de GER,DF,26-197,20.2,35,20,19,12,4,19,39,48.7,20,15,6,9,27,62,60,1,Matches
Lucas Paquetá,br BRA,MF,25-222,16.6,47,34,15,25,7,18,47,38.3,29,32,3,29,12,59,28,0,Matches
Kurt Zouma,fr FRA,DF,28-161,17.4,7,4,4,3,0,4,7,57.1,3,11,9,2,15,22,86,0,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-239,17.6,17,9,8,4,5,8,24,33.3,16,14,1,13,9,26,10,0,Matches
Aaron Cresswell,eng ENG,DF,33-112,17.6,15,7,8,7,0,7,18,38.9,11,17,8,9,21,36,41,0,Matches
Vladimír Coufal,cz CZE,DF,30-227,16.2,38,22,25,8,5,23,32,71.9,9,20,5,15,25,63,35,0,Matches
Michail Antonio,jm JAM,FW,33-009,13.5,12,6,1,7,4,3,7,42.9,4,11,4,7,4,16,4,0,Matches
Emerson Palmieri,it ITA,DF,28-246,10.9,18,9,6,10,2,9,18,50.0,9,13,3,10,10,28,26,0,Matches
Nayef Aguerd,ma MAR,DF,27-007,11.7,16,12,11,5,0,9,12,75.0,3,12,11,1,13,29,48,2,Matches
Pablo Fornals,es ESP,"FW,MF",27-043,11.6,18,9,5,7,6,6,25,24.0,19,11,1,10,11,29,8,0,Matches
Gianluca Scamacca,it ITA,FW,24-095,10.3,10,5,1,3,6,2,2,100.0,0,3,0,3,4,14,5,0,Matches
Ben Johnson,eng ENG,DF,23-072,8.3,20,14,12,4,4,12,18,66.7,6,11,4,7,8,28,25,1,Matches
Craig Dawson,eng ENG,DF,32-335,8.0,10,6,8,2,0,4,6,66.7,2,9,6,3,6,16,26,0,Matches
Angelo Ogbonna,it ITA,DF,34-318,7.9,10,3,6,4,0,4,5,80.0,1,4,1,3,9,19,34,1,Matches
Flynn Downes,eng ENG,MF,24-076,5.0,9,7,2,6,1,3,6,50.0,3,10,0,10,4,13,2,0,Matches
Danny Ings,eng ENG,FW,30-257,4.7,4,3,0,3,1,1,5,20.0,4,4,2,2,2,6,1,0,Matches
Alphonse Areola,fr FRA,GK,30-038,3.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",30-050,1.7,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,Matches
Maxwel Cornet,ci CIV,FW,26-191,1.4,4,1,3,0,1,2,3,66.7,1,1,0,1,0,4,0,0,Matches
Divin Mubama,eng ENG,FW,18-163,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Conor Coventry,ie IRL,"MF,FW",23-012,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,28.0,451,244,213,171,67,193,402,48.0,209,308,97,211,291,742,551,7,
Opponent Total,,,27.3,28.0,455,276,225,172,58,183,356,51.4,173,340,112,228,219,674,616,9,
