Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Declan Rice,eng ENG,MF,24-082,28.0,1473,1688,87.3,26960,7381,685,760,90.1,573,606,94.6,188,265,70.9,1,3.1,1.4,-2.1,33,182,9,3,185,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-107,27.9,432,690,62.6,7054,2064,242,296,81.8,132,179,73.7,46,136,33.8,3,5.1,4.3,-2.1,39,30,21,8,54,Matches
Łukasz Fabiański,pl POL,GK,37-353,24.6,428,666,64.3,13297,10437,89,89,100.0,161,163,98.8,176,409,43.0,0,0.0,0.0,0.0,0,9,0,0,0,Matches
Tomáš Souček,cz CZE,MF,28-038,23.6,556,766,72.6,9167,2808,282,370,76.2,202,263,76.8,52,77,67.5,1,0.9,0.8,0.1,11,54,9,4,73,Matches
Thilo Kehrer,de GER,DF,26-197,20.2,783,946,82.8,13692,4915,335,384,87.2,384,430,89.3,54,98,55.1,1,0.4,0.3,0.6,5,52,2,0,50,Matches
Lucas Paquetá,br BRA,MF,25-222,16.6,623,793,78.6,9816,2986,322,382,84.3,222,272,81.6,49,74,66.2,2,1.3,1.5,0.7,19,62,21,3,101,Matches
Kurt Zouma,fr FRA,DF,28-161,17.4,622,727,85.6,12053,3823,213,230,92.6,332,365,91.0,69,112,61.6,0,0.1,0.1,-0.1,1,13,2,0,23,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-239,17.6,473,623,75.9,6545,1654,292,327,89.3,141,189,74.6,21,53,39.6,3,3.3,2.4,-0.3,37,22,15,8,62,Matches
Aaron Cresswell,eng ENG,DF,33-112,17.6,882,1109,79.5,14177,6575,498,531,93.8,301,375,80.3,73,147,49.7,0,2.6,2.3,-2.6,31,75,26,13,123,Matches
Vladimír Coufal,cz CZE,DF,30-227,16.2,520,840,61.9,8989,4488,257,305,84.3,199,314,63.4,52,151,34.4,0,1.6,1.3,-1.6,16,53,15,10,72,Matches
Michail Antonio,jm JAM,FW,33-009,13.5,121,239,50.6,1839,344,65,101,64.4,43,84,51.2,9,26,34.6,2,1.1,0.6,0.9,12,10,5,1,20,Matches
Emerson Palmieri,it ITA,DF,28-246,10.9,412,525,78.5,5861,2022,260,283,91.9,116,147,78.9,23,49,46.9,0,0.6,0.6,-0.6,9,25,8,3,35,Matches
Nayef Aguerd,ma MAR,DF,27-007,11.7,402,511,78.7,8075,3449,142,154,92.2,208,239,87.0,48,106,45.3,0,0.4,0.2,-0.4,4,22,3,0,17,Matches
Pablo Fornals,es ESP,"FW,MF",27-043,11.6,390,537,72.6,6617,1928,187,212,88.2,142,187,75.9,46,93,49.5,1,1.5,1.7,-0.5,13,43,7,3,53,Matches
Gianluca Scamacca,it ITA,FW,24-095,10.3,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,81.0,0,0.7,0.5,-0.7,13,14,5,1,17,Matches
Ben Johnson,eng ENG,DF,23-072,8.3,339,461,73.5,6020,2163,149,171,87.1,154,187,82.4,30,76,39.5,0,0.2,0.4,-0.2,3,24,8,4,36,Matches
Craig Dawson,eng ENG,DF,32-335,8.0,245,310,79.0,5404,2170,74,86,86.0,121,137,88.3,48,79,60.8,0,0.1,0.1,-0.1,1,25,0,0,18,Matches
Angelo Ogbonna,it ITA,DF,34-318,7.9,185,228,81.1,3642,1190,48,60,80.0,112,127,88.2,21,35,60.0,0,0.2,0.1,-0.2,2,2,1,0,4,Matches
Flynn Downes,eng ENG,MF,24-076,5.0,140,172,81.4,1885,342,94,102,92.2,36,46,78.3,5,8,62.5,0,0.0,0.0,0.0,1,9,1,0,11,Matches
Danny Ings,eng ENG,FW,30-257,4.7,39,65,60.0,500,149,24,36,66.7,6,11,54.5,3,7,42.9,0,0.2,0.2,-0.2,2,5,0,0,5,Matches
Alphonse Areola,fr FRA,GK,30-038,3.4,67,92,72.8,1737,1323,25,25,100.0,22,22,100.0,19,43,44.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",30-050,1.7,83,100,83.0,1280,295,42,50,84.0,32,35,91.4,5,9,55.6,0,0.0,0.1,0.0,0,7,2,0,14,Matches
Maxwel Cornet,ci CIV,FW,26-191,1.4,31,43,72.1,447,102,21,26,80.8,9,11,81.8,1,1,100.0,0,0.0,0.0,0.0,0,2,1,1,4,Matches
Divin Mubama,eng ENG,FW,18-163,0.0,1,1,100.0,14,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Conor Coventry,ie IRL,"MF,FW",23-012,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,28.8,28.0,9365,12309,76.1,167085,62986,4410,5066,87.1,3679,4441,82.8,1055,2075,50.8,14,23.0,19.2,-9.0,252,740,161,62,977,
Opponent Total,,,27.3,28.0,13409,16241,82.6,225790,76367,6466,7142,90.5,5459,6240,87.5,1102,2019,54.6,30,26.2,22.3,3.8,248,981,228,42,1195,
