Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Declan Rice,eng ENG,MF,24-082,28,2520.0,90.0,100.0,28.0,28,90.0,28,0,,0,0.96,26.0,39.0,-13.0,-0.46,,35.7,34.8,0.9,0.03,,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-107,28,2510.0,90.0,99.6,27.9,28,90.0,25,0,,0,0.96,25.0,39.0,-14.0,-0.5,-9.5,34.7,34.8,-0.1,0.0,-8.91,Matches
Łukasz Fabiański,pl POL,GK,37-353,26,2211.0,85.0,87.7,24.6,26,85.0,23,0,,0,1.0,21.0,32.0,-11.0,-0.45,0.13,30.4,27.3,3.0,0.12,0.76,Matches
Tomáš Souček,cz CZE,MF,28-038,28,2128.0,76.0,84.4,23.6,24,84.0,17,4,31.0,0,0.96,23.0,31.0,-8.0,-0.34,0.81,29.9,29.5,0.4,0.02,-0.1,Matches
Thilo Kehrer,de GER,DF,26-197,21,1817.0,87.0,72.1,20.2,21,87.0,19,0,,4,1.0,20.0,27.0,-7.0,-0.35,0.42,25.4,23.3,2.0,0.1,0.25,Matches
Lucas Paquetá,br BRA,MF,25-222,20,1492.0,75.0,59.2,16.6,19,77.0,4,1,24.0,0,1.05,19.0,25.0,-6.0,-0.36,0.25,21.4,20.6,0.9,0.05,0.05,Matches
Kurt Zouma,fr FRA,DF,28-161,19,1566.0,82.0,62.1,17.4,18,86.0,17,1,22.0,1,1.05,16.0,23.0,-7.0,-0.4,0.16,22.1,20.4,1.7,0.1,0.18,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-239,26,1581.0,61.0,62.7,17.6,17,78.0,8,9,28.0,2,0.81,17.0,24.0,-7.0,-0.4,0.18,24.7,23.2,1.5,0.09,0.15,Matches
Aaron Cresswell,eng ENG,DF,33-112,20,1581.0,79.0,62.7,17.6,17,89.0,15,3,24.0,6,1.05,16.0,22.0,-6.0,-0.34,0.33,22.8,20.2,2.6,0.15,0.31,Matches
Vladimír Coufal,cz CZE,DF,30-227,19,1454.0,77.0,57.7,16.2,16,85.0,12,3,33.0,7,0.89,12.0,23.0,-11.0,-0.68,-0.51,19.6,18.0,1.5,0.09,0.15,Matches
Michail Antonio,jm JAM,FW,33-009,25,1217.0,49.0,48.3,13.5,13,73.0,2,12,22.0,0,1.04,12.0,18.0,-6.0,-0.44,0.04,17.7,17.9,-0.2,-0.02,-0.09,Matches
Emerson Palmieri,it ITA,DF,28-246,16,984.0,62.0,39.0,10.9,12,79.0,6,4,8.0,9,1.25,9.0,19.0,-10.0,-0.91,-0.74,12.8,15.2,-2.4,-0.22,-0.41,Matches
Nayef Aguerd,ma MAR,DF,27-007,12,1055.0,88.0,41.9,11.7,11,89.0,10,1,76.0,2,1.08,13.0,18.0,-5.0,-0.43,0.06,16.1,16.9,-0.8,-0.07,-0.17,Matches
Pablo Fornals,es ESP,"FW,MF",27-043,23,1041.0,45.0,41.3,11.6,11,76.0,1,12,17.0,5,0.96,11.0,17.0,-6.0,-0.52,-0.09,14.2,14.9,-0.8,-0.07,-0.17,Matches
Gianluca Scamacca,it ITA,FW,24-095,16,926.0,58.0,36.7,10.3,11,73.0,3,5,24.0,4,0.88,9.0,12.0,-3.0,-0.29,0.27,13.4,11.4,2.0,0.19,0.26,Matches
Ben Johnson,eng ENG,DF,23-072,13,744.0,57.0,29.5,8.3,8,82.0,7,5,18.0,8,1.15,7.0,9.0,-2.0,-0.24,0.32,11.8,10.8,1.1,0.13,0.14,Matches
Craig Dawson,eng ENG,DF,32-335,8,720.0,90.0,28.6,8.0,8,90.0,8,0,,1,0.88,9.0,13.0,-4.0,-0.5,-0.05,9.8,10.8,-1.0,-0.12,-0.22,Matches
Angelo Ogbonna,it ITA,DF,34-318,10,715.0,72.0,28.4,7.9,8,86.0,6,2,14.0,16,0.9,8.0,10.0,-2.0,-0.25,0.3,10.9,9.7,1.2,0.15,0.16,Matches
Flynn Downes,eng ENG,MF,24-076,14,448.0,32.0,17.8,5.0,4,77.0,0,10,14.0,14,1.07,1.0,7.0,-6.0,-1.21,-0.9,4.4,5.5,-1.2,-0.24,-0.33,Matches
Danny Ings,eng ENG,FW,30-257,9,422.0,47.0,16.7,4.7,4,81.0,1,5,20.0,0,1.33,5.0,8.0,-3.0,-0.64,-0.21,6.0,6.7,-0.7,-0.15,-0.22,Matches
Alphonse Areola,fr FRA,GK,30-038,5,309.0,62.0,12.3,3.4,2,90.0,2,3,43.0,20,0.8,5.0,7.0,-2.0,-0.58,-0.13,5.3,7.5,-2.2,-0.64,-0.76,Matches
Manuel Lanzini,ar ARG,"MF,FW",30-050,7,150.0,21.0,6.0,1.7,1,56.0,0,6,16.0,21,0.57,1.0,3.0,-2.0,-1.2,-0.78,2.0,2.0,0.1,0.04,0.01,Matches
Maxwel Cornet,ci CIV,FW,26-191,7,124.0,18.0,4.9,1.4,1,33.0,0,6,15.0,3,0.57,1.0,3.0,-2.0,-1.45,-1.04,1.6,1.6,0.0,0.0,-0.03,Matches
Divin Mubama,eng ENG,FW,18-163,1,4.0,4.0,0.2,0.0,0,,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.47,0.1,0.0,0.1,1.17,1.14,Matches
Conor Coventry,ie IRL,"MF,FW",23-012,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,10,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,-0.03,Matches
Joseph Anang,eng ENG,GK,22-302,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Harrison Ashby,sct SCO,DF,21-143,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Kaelan Casey,eng ENG,DF,18-160,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Krisztián Hegyi,hu HUN,GK,20-194,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Armstrong Okoflex,ie IRL,MF,21-035,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Darren Randolph,ie IRL,GK,35-329,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Nikola Vlašić,hr CRO,"FW,MF",25-184,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,28.8,28,2520.0,90.0,100.0,28.0,308,84.0,214,94,21.0,154,0.96,26.0,39.0,-13.0,-0.46,,35.7,34.8,0.9,0.03,,
Opponent Total,,,27.3,28,2520.0,90.0,100.0,28.0,308,84.0,214,94,21.0,145,1.82,39.0,26.0,13.0,0.46,,34.8,35.7,-0.9,-0.03,,
