Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Declan Rice,eng ENG,MF,24-082,28.0,1943,95,519,1139,327,15,1942,44,25,56.8,15,34.1,1123,7027,3815,71,62,3,18,23,1286,29,Matches
Jarrod Bowen,eng ENG,"FW,MF",26-107,27.9,1027,15,132,350,551,123,1025,86,30,34.9,36,41.9,575,4419,1684,80,36,43,55,48,627,180,Matches
Łukasz Fabiański,pl POL,GK,37-353,24.6,717,623,715,2,0,0,717,0,0,,0,,377,2429,1611,0,0,0,2,0,266,0,Matches
Tomáš Souček,cz CZE,MF,28-038,23.6,1038,86,324,503,214,52,1038,14,2,14.3,9,64.3,417,1597,544,10,13,0,17,17,574,39,Matches
Thilo Kehrer,de GER,DF,26-197,20.2,1132,108,495,509,134,14,1132,10,7,70.0,3,30.0,570,2343,1232,15,11,1,17,5,643,27,Matches
Lucas Paquetá,br BRA,MF,25-222,16.6,1014,38,176,570,281,38,1013,35,18,51.4,11,31.4,516,2180,791,11,23,5,31,29,643,46,Matches
Kurt Zouma,fr FRA,DF,28-161,17.4,882,186,550,308,26,21,882,3,1,33.3,2,66.7,468,1981,926,1,1,0,6,1,561,1,Matches
Saïd Benrahma,dz ALG,"FW,MF",27-239,17.6,848,12,104,302,456,63,845,98,37,37.8,45,45.9,549,4046,1984,81,44,28,43,32,628,190,Matches
Aaron Cresswell,eng ENG,DF,33-112,17.6,1233,65,377,529,330,8,1233,7,2,28.6,4,57.1,585,2627,1299,27,21,1,5,6,751,69,Matches
Vladimír Coufal,cz CZE,DF,30-227,16.2,1009,58,278,406,327,13,1009,11,2,18.2,3,27.3,409,2450,1328,43,29,1,17,11,505,78,Matches
Michail Antonio,jm JAM,FW,33-009,13.5,402,10,28,179,201,57,402,38,14,36.8,20,52.6,260,1619,727,28,19,13,47,33,328,80,Matches
Emerson Palmieri,it ITA,DF,28-246,10.9,636,43,174,278,190,21,636,16,4,25.0,8,50.0,285,1717,1003,32,19,6,5,7,380,42,Matches
Nayef Aguerd,ma MAR,DF,27-007,11.7,625,94,355,250,26,15,625,6,4,66.7,0,0.0,376,1465,760,2,1,0,7,4,402,4,Matches
Pablo Fornals,es ESP,"FW,MF",27-043,11.6,635,10,98,293,254,24,635,18,9,50.0,8,44.4,345,1840,917,22,20,7,15,11,432,70,Matches
Gianluca Scamacca,it ITA,FW,24-095,10.3,273,5,13,135,128,38,273,14,6,42.9,6,42.9,143,660,282,13,7,3,23,18,203,48,Matches
Ben Johnson,eng ENG,DF,23-072,8.3,544,43,228,242,78,1,544,14,7,50.0,4,28.6,246,1271,546,12,5,0,7,6,294,17,Matches
Craig Dawson,eng ENG,DF,32-335,8.0,380,53,211,142,28,14,380,1,0,0.0,1,100.0,193,1042,600,0,5,0,2,4,216,1,Matches
Angelo Ogbonna,it ITA,DF,34-318,7.9,297,44,174,113,10,5,297,0,0,,0,,135,618,139,0,0,0,1,3,147,1,Matches
Flynn Downes,eng ENG,MF,24-076,5.0,216,6,36,137,43,4,216,1,0,0.0,0,0.0,114,562,168,2,4,1,8,4,142,8,Matches
Danny Ings,eng ENG,FW,30-257,4.7,109,3,11,49,51,17,109,11,3,27.3,7,63.6,66,270,115,5,7,1,6,6,76,21,Matches
Alphonse Areola,fr FRA,GK,30-038,3.4,98,91,98,0,0,0,98,0,0,,0,,53,253,153,0,0,0,0,0,42,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",30-050,1.7,108,0,21,60,28,0,108,1,1,100.0,0,0.0,71,371,134,2,3,0,1,2,85,4,Matches
Maxwel Cornet,ci CIV,FW,26-191,1.4,58,0,7,21,30,4,58,2,1,50.0,1,50.0,35,120,47,3,1,1,3,2,44,17,Matches
Divin Mubama,eng ENG,FW,18-163,0.0,1,0,0,1,0,0,1,0,0,,0,,1,9,2,0,0,0,0,0,1,0,Matches
Conor Coventry,ie IRL,"MF,FW",23-012,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,28.0,15225,1688,5124,6518,3713,547,15218,430,173,40.2,183,42.6,7912,42916,20807,460,331,114,336,272,9276,972,
Opponent Total,,,27.3,28.0,19405,1984,6230,8775,4576,656,19401,468,209,44.7,193,41.2,11525,61094,31667,570,425,160,436,259,13311,1187,
