Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Tobias Lauritsen,no NOR,FW,25-216,24.8,582,569,9,0,3,0,8,0,0,0,0,0,309,4,14,Matches
Michael Pinto,lu LUX,DF,29-303,24.7,1574,1367,206,14,0,19,87,187,5,1,0,1,1303,1,26,Matches
Vito van Crooy,nl NED,FW,27-064,23.8,968,764,199,48,3,16,177,63,82,53,26,0,629,5,35,Matches
Nick Olij,nl NED,GK,27-245,24.0,933,723,208,53,1,1,0,0,0,0,0,0,668,2,1,Matches
Bart Vriends,nl NED,DF,31-329,22.5,1127,1108,18,14,0,10,1,1,0,0,0,0,968,1,4,Matches
Joshua Kitolano,no NOR,MF,21-243,22.9,683,671,11,5,3,4,11,3,0,0,0,0,546,1,14,Matches
Arno Verschueren,be BEL,MF,25-360,19.9,615,597,18,1,3,2,20,2,0,0,0,0,436,0,27,Matches
Adil Auassar,nl NED,DF,36-179,19.7,1087,1026,58,23,1,12,2,1,0,0,0,0,932,3,8,Matches
Shurandy Sambo,nl NED,DF,21-227,19.7,1005,821,182,14,0,4,42,168,0,0,0,0,813,2,18,Matches
Sven Mijnans,nl NED,"MF,FW",23-025,16.4,645,616,25,5,8,3,24,6,3,1,2,0,497,4,12,Matches
Jonathan de Guzmán,nl NED,MF,35-202,13.5,633,618,11,6,2,6,8,2,1,0,1,0,504,4,15,Matches
Koki Saito,jp JPN,FW,21-236,10.6,309,295,14,1,0,1,20,7,2,0,2,0,238,0,11,Matches
Younes Namli,dk DEN,"FW,MF",28-287,10.2,471,443,26,9,4,7,34,4,12,8,3,0,357,2,12,Matches
Dirk Abels,nl NED,DF,25-294,9.7,476,392,84,13,0,0,19,70,1,1,0,0,369,0,11,Matches
Jeremy van Mullem,nl NED,"MF,FW",24-016,8.6,334,321,11,6,0,3,6,4,0,0,0,0,238,2,9,Matches
Mike Eerdhuijzen,nl NED,DF,22-264,6.3,432,408,24,4,0,4,5,0,0,0,0,0,377,0,3,Matches
Jason Lokilo,be BEL,FW,24-198,3.0,91,87,4,1,0,0,10,1,2,0,1,1,69,0,4,Matches
Youri Schoonderwaldt,nl NED,GK,23-021,2.0,46,39,7,0,0,0,0,0,0,0,0,0,38,0,0,Matches
Aaron Meijers,nl NED,DF,35-157,1.4,83,69,14,2,0,0,5,12,0,0,0,0,55,0,3,Matches
Mario Engels,de GER,"FW,DF",29-163,0.6,14,13,1,0,0,0,3,1,0,0,0,0,10,0,0,Matches
Omar Rekik,tn TUN,"DF,MF",21-104,0.4,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Mohammed Tahiri,nl NED,FW,23-071,0.2,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Charles-Andréas Brym,ca CAN,"FW,DF",24-238,0.1,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
Elias Hoff Melkersen,no NOR,FW,20-093,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Pedro Alemañ,es ESP,"MF,FW",21-013,0.1,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Patrick Brouwer,nl NED,"FW,MF",22-015,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rick Meijssen,nl NED,DF,21-038,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rayvien Rosario,do DOM,FW,18-357,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,26.0,12143,10981,1131,219,28,92,483,532,108,64,35,2,9380,31,227,
Opponent Total,,,25.8,26.0,13704,12565,1123,274,23,83,549,455,133,56,55,0,11023,16,208,
