Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
4,AZ Alkmaar,13,7,5,1,27,16,11,26,2.0,23.2,15.7,7.6,0.58,14,9,1,4,26,15,11,28,2.0,20.5,15.7,4.8,0.34
5,Twente,13,10,3,0,32,7,25,33,2.54,24.7,11.5,13.2,1.02,14,3,6,5,12,15,-3,15,1.07,20.1,17.6,2.6,0.18
6,Sparta R'dam,13,8,2,3,23,13,10,26,2.0,16.8,14.6,2.3,0.17,13,5,5,3,18,14,4,20,1.54,12.8,17.9,-5.1,-0.39
7,Utrecht,13,5,4,4,14,13,1,19,1.46,16.8,13.7,3.1,0.24,13,5,4,4,28,28,0,19,1.46,20.1,21.5,-1.3,-0.1
8,RKC Waalwijk,14,7,3,4,28,19,9,24,1.71,25.1,19.1,6.0,0.43,12,2,5,5,13,21,-8,11,0.92,12.8,25.6,-12.8,-1.07
