Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Nick Olij,nl NED,GK,27-245,24,24,2160,24.0,24,1.0,117,93,81.2,12,6,6,11,45.8,2,2,0,0,0.0,Matches
Youri Schoonderwaldt,nl NED,GK,23-021,2,2,180,2.0,3,1.5,7,4,57.1,1,1,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,27.2,26,26,2340,26.0,27,1.04,124,97,79.8,13,7,6,11,42.3,2,2,0,0,0.0,
Opponent Total,,,25.8,26,26,2340,26.0,41,1.58,116,76,67.2,6,7,13,8,30.8,3,3,0,0,0.0,
