Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Tobias Lauritsen,no NOR,FW,25-201,24.8,66,2.66,42,0,6,6,12,0,9,0.36,7,0,1,0,1,0,Matches
Michael Pinto,lu LUX,DF,29-288,24.7,54,2.19,49,2,2,0,1,0,6,0.24,6,0,0,0,0,0,Matches
Vito van Crooy,nl NED,FW,27-049,23.8,99,4.17,49,38,6,3,3,0,17,0.72,8,7,2,0,0,0,Matches
Nick Olij,nl NED,GK,27-230,24.0,11,0.46,9,2,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Bart Vriends,nl NED,DF,31-314,22.5,13,0.58,12,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
Joshua Kitolano,no NOR,MF,21-228,22.9,56,2.44,40,1,3,6,4,2,4,0.17,1,0,1,2,0,0,Matches
Arno Verschueren,be BEL,MF,25-345,19.9,53,2.66,40,0,1,8,3,1,5,0.25,3,0,0,2,0,0,Matches
Adil Auassar,nl NED,DF,36-164,19.7,6,0.31,5,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Shurandy Sambo,nl NED,DF,21-212,19.7,24,1.22,17,2,0,1,3,1,2,0.1,2,0,0,0,0,0,Matches
Sven Mijnans,nl NED,"MF,FW",23-010,16.4,43,2.62,32,2,1,0,4,4,9,0.55,5,1,1,0,1,1,Matches
Jonathan de Guzmán,nl NED,MF,35-187,13.5,27,2.0,24,1,0,1,1,0,1,0.07,1,0,0,0,0,0,Matches
Koki Saito,jp JPN,FW,21-221,10.6,36,3.4,21,1,7,3,3,1,9,0.85,4,0,3,1,1,0,Matches
Younes Namli,dk DEN,"FW,MF",28-272,10.2,33,3.22,24,3,2,2,2,0,4,0.39,4,0,0,0,0,0,Matches
Dirk Abels,nl NED,DF,25-279,9.7,23,2.38,15,6,0,1,0,1,1,0.1,1,0,0,0,0,0,Matches
Jeremy van Mullem,nl NED,"MF,FW",24-001,8.6,6,0.7,5,0,0,0,1,0,1,0.12,0,0,0,0,1,0,Matches
Mike Eerdhuijzen,nl NED,DF,22-249,6.3,8,1.25,8,0,0,0,0,0,3,0.47,3,0,0,0,0,0,Matches
Jason Lokilo,be BEL,FW,24-183,3.0,8,2.66,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Youri Schoonderwaldt,nl NED,GK,23-006,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aaron Meijers,nl NED,"DF,FW",35-142,1.4,3,2.08,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mario Engels,de GER,"FW,DF",29-148,0.6,3,5.19,2,0,0,0,1,0,2,3.46,1,0,0,0,1,0,Matches
Omar Rekik,tn TUN,"DF,MF",21-089,0.4,1,2.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mohammed Tahiri,nl NED,FW,23-056,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Charles-Andréas Brym,ca CAN,"FW,DF",24-223,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Elias Hoff Melkersen,no NOR,FW,20-078,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedro Alemañ,es ESP,"MF,FW",20-363,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Patrick Brouwer,nl NED,"FW,MF",22-000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rick Meijssen,nl NED,DF,21-023,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rayvien Rosario,do DOM,FW,18-342,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.1,26.0,575,22.12,406,60,28,32,39,10,76,2.92,49,8,8,5,5,1,
Opponent Total,,,25.8,26.0,687,26.42,524,50,39,42,27,5,48,1.85,35,2,5,2,3,1,
