Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Yassine Bounou,ma MAR,GK,31-348,23,1971.0,86.0,87.6,21.9,23,86.0,21,0,,1,1.13,26.0,38.0,-12.0,-0.55,-0.87,25.9,35.3,-9.4,-0.43,-0.54,Matches
Nemanja Gudelj,rs SRB,"DF,MF",31-123,22,1874.0,85.0,83.3,20.8,21,88.0,20,1,29.0,1,1.18,23.0,35.0,-12.0,-0.58,-0.82,25.5,33.4,-7.9,-0.38,-0.1,Matches
Óliver Torres,es ESP,"MF,FW",28-129,23,1633.0,71.0,72.6,18.1,21,75.0,5,2,26.0,2,1.22,23.0,23.0,0.0,0.0,1.6,22.4,24.2,-1.7,-0.1,0.97,Matches
Joan Jordán,es ESP,MF,28-256,19,1352.0,71.0,60.1,15.0,16,79.0,10,3,28.0,4,1.21,15.0,26.0,-11.0,-0.73,-0.73,19.8,25.8,-5.9,-0.4,-0.09,Matches
Tanguy Nianzou,fr FRA,DF,20-285,17,1231.0,72.0,54.7,13.7,15,77.0,10,2,35.0,3,1.18,14.0,25.0,-11.0,-0.8,-0.8,15.6,21.1,-5.5,-0.4,-0.08,Matches
Jesús Navas,es ESP,"DF,FW",37-118,21,1294.0,62.0,57.5,14.4,14,76.0,7,7,33.0,3,1.24,19.0,18.0,1.0,0.07,1.2,17.6,20.0,-2.3,-0.16,0.47,Matches
Marcos Acuña,ar ARG,DF,31-142,20,1238.0,62.0,55.0,13.8,14,76.0,8,6,29.0,0,1.25,17.0,25.0,-8.0,-0.58,-0.31,18.0,23.1,-5.1,-0.37,-0.01,Matches
Ivan Rakitić,hr CRO,MF,35-009,20,1157.0,58.0,51.4,12.9,14,74.0,7,6,21.0,3,1.2,14.0,20.0,-6.0,-0.47,-0.06,15.3,22.0,-6.7,-0.52,-0.32,Matches
Fernando,br BRA,"MF,DF",35-237,15,1144.0,76.0,50.8,12.7,14,81.0,8,1,8.0,1,1.27,19.0,16.0,3.0,0.24,1.38,16.0,18.1,-2.2,-0.17,0.39,Matches
Érik Lamela,ar ARG,"FW,MF",31-015,21,1300.0,62.0,57.8,14.4,13,80.0,6,8,32.0,2,1.0,13.0,24.0,-11.0,-0.76,-0.76,15.9,26.1,-10.1,-0.7,-0.8,Matches
Youssef En-Nesyri,ma MAR,FW,25-291,21,1013.0,48.0,45.0,11.3,11,71.0,3,10,23.0,3,1.24,16.0,18.0,-2.0,-0.18,0.48,17.1,17.7,-0.6,-0.05,0.57,Matches
Gonzalo Montiel,ar ARG,DF,26-077,16,955.0,60.0,42.4,10.6,11,75.0,5,5,27.0,5,1.06,9.0,20.0,-11.0,-1.04,-1.04,12.5,18.8,-6.2,-0.59,-0.39,Matches
Rafa Mir,es ESP,FW,25-274,16,814.0,51.0,36.2,9.0,10,70.0,4,6,19.0,9,0.94,10.0,15.0,-5.0,-0.55,-0.18,12.0,13.8,-1.8,-0.2,0.26,Matches
Isco,es ESP,"MF,FW",30-332,12,799.0,67.0,35.5,8.9,10,74.0,4,2,28.0,0,0.83,9.0,14.0,-5.0,-0.56,-0.19,8.3,15.4,-7.1,-0.81,-0.69,Matches
Alex Telles,br BRA,DF,30-094,17,925.0,54.0,41.1,10.3,9,78.0,5,8,27.0,1,0.88,10.0,16.0,-6.0,-0.58,-0.24,9.9,16.6,-6.8,-0.66,-0.5,Matches
Karim Rekik,nl NED,DF,28-107,10,664.0,66.0,29.5,7.4,9,71.0,5,1,24.0,3,1.1,9.0,11.0,-2.0,-0.27,0.24,9.1,9.4,-0.3,-0.04,0.46,Matches
Papu Gómez,ar ARG,"MF,FW",35-032,13,670.0,52.0,29.8,7.4,6,84.0,4,7,23.0,0,0.85,5.0,10.0,-5.0,-0.67,-0.33,10.3,13.5,-3.2,-0.43,-0.1,Matches
Loïc Bade,fr FRA,DF,22-342,7,538.0,77.0,23.9,6.0,6,86.0,5,1,23.0,0,2.14,10.0,6.0,4.0,0.67,1.46,11.2,6.4,4.8,0.8,1.53,Matches
Suso,es ESP,"MF,FW",29-120,14,569.0,41.0,25.3,6.3,5,74.0,1,9,22.0,9,1.5,12.0,10.0,2.0,0.32,1.01,11.9,6.9,5.0,0.79,1.54,Matches
Lucas Ocampos,ar ARG,"FW,MF",28-251,11,539.0,49.0,24.0,6.0,5,78.0,1,6,25.0,0,1.27,11.0,14.0,-3.0,-0.5,-0.08,10.3,9.0,1.3,0.21,0.76,Matches
Carmona,es ESP,DF,21-049,10,527.0,53.0,23.4,5.9,5,69.0,1,5,36.0,5,1.0,6.0,11.0,-5.0,-0.85,-0.54,4.7,13.7,-9.0,-1.53,-1.52,Matches
Pape Gueye,sn SEN,MF,24-054,5,431.0,86.0,19.2,4.8,5,86.0,3,0,,0,0.8,6.0,12.0,-6.0,-1.25,-1.01,5.8,8.1,-2.3,-0.49,-0.15,Matches
Enrique Valiente,es ESP,DF,20-330,6,368.0,61.0,16.4,4.1,4,73.0,2,2,39.0,10,1.0,6.0,5.0,1.0,0.24,0.82,4.3,7.2,-2.9,-0.71,-0.42,Matches
Marcão,br BRA,DF,26-287,4,360.0,90.0,16.0,4.0,4,90.0,4,0,,1,1.0,3.0,5.0,-2.0,-0.5,-0.07,2.9,6.1,-3.2,-0.8,-0.52,Matches
Thomas Delaney,dk DEN,MF,31-197,8,309.0,39.0,13.7,3.4,2,62.0,0,6,31.0,6,0.25,2.0,7.0,-5.0,-1.46,-1.18,2.9,8.1,-5.2,-1.51,-1.33,Matches
Marko Dmitrović,rs SRB,GK,31-054,4,279.0,70.0,12.4,3.1,2,90.0,2,2,50.0,19,1.25,3.0,3.0,0.0,0.0,0.5,4.9,4.6,0.3,0.11,0.54,Matches
Bryan,es ESP,"DF,MF",22-036,6,271.0,45.0,12.0,3.0,2,73.0,1,4,31.0,0,1.17,3.0,6.0,-3.0,-1.0,-0.63,4.7,4.6,0.1,0.04,0.46,Matches
Kasper Dolberg,dk DEN,FW,25-164,4,197.0,49.0,8.8,2.2,2,75.0,1,2,24.0,7,0.5,2.0,2.0,0.0,0.0,0.48,1.7,4.1,-2.4,-1.08,-0.79,Matches
Jesús Corona,mx MEX,FW,30-072,1,62.0,62.0,2.8,0.7,1,62.0,0,0,,1,0.0,1.0,1.0,0.0,0.0,0.45,0.7,0.6,0.2,0.23,0.61,Matches
Adnan Januzaj,be BEL,FW,28-042,2,47.0,24.0,2.1,0.5,1,45.0,0,1,2.0,12,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.4,-0.4,-0.72,-0.37,Matches
