Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Yassine Bounou,ma MAR,GK,31-348,21.9,2.0,1,2.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,1,3.0,10.0,1.0,Matches
Nemanja Gudelj,rs SRB,"DF,MF",31-123,20.8,29.0,24,15.0,12.0,2.0,12.0,19.0,63.2,7.0,31.0,22.0,9.0,17,46.0,73.0,1.0,Matches
Óliver Torres,es ESP,"MF,FW",28-129,18.1,30.0,19,12.0,9.0,9.0,14.0,39.0,35.9,25.0,22.0,5.0,17.0,8,38.0,8.0,0.0,Matches
Joan Jordán,es ESP,MF,28-256,15.0,26.0,14,10.0,14.0,2.0,12.0,27.0,44.4,15.0,13.0,6.0,7.0,13,39.0,11.0,1.0,Matches
Tanguy Nianzou,fr FRA,DF,20-285,13.7,18.0,13,10.0,7.0,1.0,7.0,9.0,77.8,2.0,8.0,5.0,3.0,14,32.0,35.0,3.0,Matches
Jesús Navas,es ESP,"DF,FW",37-118,14.4,12.0,7,3.0,2.0,7.0,8.0,16.0,50.0,8.0,9.0,5.0,4.0,8,20.0,24.0,1.0,Matches
Marcos Acuña,ar ARG,DF,31-142,13.8,43.0,23,26.0,12.0,5.0,23.0,33.0,69.7,10.0,11.0,5.0,6.0,17,60.0,15.0,0.0,Matches
Ivan Rakitić,hr CRO,MF,35-009,12.9,25.0,16,5.0,11.0,9.0,11.0,24.0,45.8,13.0,14.0,0.0,14.0,17,42.0,14.0,0.0,Matches
Fernando,br BRA,"MF,DF",35-237,12.7,23.0,16,10.0,11.0,2.0,11.0,17.0,64.7,6.0,15.0,7.0,8.0,19,42.0,23.0,0.0,Matches
Érik Lamela,ar ARG,"FW,MF",31-015,14.4,27.0,15,7.0,7.0,13.0,5.0,18.0,27.8,13.0,16.0,1.0,15.0,4,31.0,0.0,0.0,Matches
Youssef En-Nesyri,ma MAR,FW,25-291,11.3,12.0,7,2.0,6.0,4.0,4.0,9.0,44.4,5.0,3.0,1.0,2.0,3,15.0,8.0,0.0,Matches
Gonzalo Montiel,ar ARG,DF,26-077,10.6,12.0,6,5.0,7.0,0.0,8.0,14.0,57.1,6.0,13.0,5.0,8.0,12,24.0,16.0,0.0,Matches
Rafa Mir,es ESP,FW,25-274,9.0,6.0,1,2.0,3.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,2,8.0,8.0,0.0,Matches
Isco,es ESP,"MF,FW",30-332,8.9,15.0,9,6.0,5.0,4.0,8.0,14.0,57.1,6.0,3.0,0.0,3.0,10,25.0,3.0,0.0,Matches
Alex Telles,br BRA,DF,30-094,10.3,11.0,7,7.0,4.0,0.0,8.0,13.0,61.5,5.0,11.0,4.0,7.0,12,23.0,16.0,0.0,Matches
