Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Yassine Bounou,ma MAR,GK,32-001,22.9,921.0,718.0,202.0,47.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,697.0,1.0,0.0,Matches
Nemanja Gudelj,rs SRB,"DF,MF",31-141,22.8,1273.0,1214.0,56.0,45.0,1.0,6.0,0,4.0,0.0,0.0,0.0,0.0,1167.0,3.0,3.0,Matches
Óliver Torres,es ESP,"MF,FW",28-147,18.8,900.0,861.0,30.0,11.0,5.0,17.0,46,8.0,8.0,0.0,3.0,0.0,705.0,9.0,20.0,Matches
Joan Jordán,es ESP,MF,28-274,16.6,1056.0,1009.0,40.0,30.0,2.0,20.0,7,3.0,7.0,3.0,2.0,0.0,923.0,7.0,10.0,Matches
Jesús Navas,es ESP,"DF,FW",37-136,16.4,1048.0,886.0,157.0,15.0,0.0,14.0,111,142.0,0.0,0.0,0.0,0.0,796.0,5.0,35.0,Matches
Marcos Acuña,ar ARG,DF,31-160,15.7,987.0,788.0,198.0,42.0,3.0,11.0,103,129.0,27.0,5.0,17.0,0.0,741.0,1.0,16.0,Matches
Ivan Rakitić,hr CRO,MF,35-027,14.0,903.0,830.0,70.0,37.0,1.0,27.0,43,11.0,21.0,4.0,12.0,0.0,739.0,3.0,15.0,Matches
Tanguy Nianzou,fr FRA,DF,20-303,13.7,735.0,713.0,20.0,18.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,645.0,2.0,5.0,Matches
Fernando,br BRA,"MF,DF",35-255,12.7,714.0,683.0,27.0,21.0,0.0,16.0,2,3.0,0.0,0.0,0.0,0.0,639.0,4.0,3.0,Matches
Érik Lamela,ar ARG,"FW,MF",31-033,14.7,570.0,540.0,22.0,2.0,1.0,0.0,22,4.0,13.0,4.0,3.0,0.0,439.0,8.0,19.0,Matches
Youssef En-Nesyri,ma MAR,FW,25-309,12.7,176.0,146.0,29.0,0.0,1.0,2.0,4,2.0,0.0,0.0,0.0,0.0,119.0,1.0,4.0,Matches
