Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
11,Mallorca,13,6,3,4,13,10,3,21,1.62,12.9,11.6,1.3,0.1,12,3,2,7,9,16,-7,11,0.92,9.3,16.3,-7.0,-0.58
12,Girona,13,6,3,4,23,18,5,21,1.62,19.7,14.6,5.2,0.4,13,2,4,7,17,23,-6,10,0.77,15.7,20.7,-5.0,-0.39
13,Sevilla,13,5,3,5,16,16,0,18,1.38,20.4,16.1,4.2,0.33,12,2,4,6,13,24,-11,10,0.83,10.4,23.7,-13.3,-1.11
14,Cádiz,13,4,6,3,14,17,-3,18,1.38,13.0,19.3,-6.3,-0.48,13,2,4,7,7,21,-14,10,0.77,10.2,23.3,-13.0,-1.0
15,Valladolid,13,6,2,5,12,13,-1,20,1.54,15.2,15.8,-0.6,-0.05,13,2,2,9,8,25,-17,8,0.62,8.6,27.0,-18.4,-1.42
