Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Yassine Bounou,ma MAR,GK,31-348,21.9,37,2,0,3,2,34.5,0.33,-0.5,-0.02,94,263,35.7,718,85,27.2,30.8,143,47.6,40.3,287,19,6.6,36,1.64,17.2,Matches
Marko Dmitrović,rs SRB,GK,31-054,3.1,3,0,0,0,0,4.1,0.26,1.1,0.36,16,51,31.4,101,17,36.6,36.6,24,58.3,54.0,45,8,17.8,6,1.94,12.9,Matches
Squad Total,,,29.5,25.0,40,2,0,3,2,38.6,0.32,0.6,0.02,110,314,35.0,819,102,28.3,31.5,167,49.1,42.3,332,27,8.1,42,1.68,16.4,
Opponent Total,,,28.0,25.0,29,2,0,3,0,26.5,0.27,-2.5,-0.1,127,380,33.4,631,107,40.6,36.2,200,62.0,47.3,426,18,4.2,30,1.2,14.6,
