Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Jan Oblak,si SVN,GK,30-089,24.7,2,0.08,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nahuel Molina,ar ARG,DF,25-000,20.9,66,3.16,60,4,2,0,0,0,4,0.19,4,0,0,0,0,0,Matches
Reinildo Mandava,mz MOZ,DF,29-075,20.6,23,1.12,21,0,0,0,1,1,1,0.05,1,0,0,0,0,0,Matches
Antoine Griezmann,fr FRA,"FW,MF",32-016,20.8,106,5.1,67,17,9,6,6,1,14,0.67,9,3,1,1,0,0,Matches
Koke,es ESP,MF,31-088,18.8,42,2.24,39,0,0,2,1,0,3,0.16,3,0,0,0,0,0,Matches
Stefan Savić,me MNE,DF,32-088,18.6,10,0.54,10,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Marcos Llorente,es ESP,"MF,DF",28-066,16.9,53,3.13,48,1,0,2,1,1,3,0.18,3,0,0,0,0,0,Matches
Álvaro Morata,es ESP,FW,30-165,15.7,35,2.23,23,0,3,4,5,0,9,0.57,4,0,3,1,1,0,Matches
José María Giménez,uy URU,DF,28-076,16.9,13,0.77,11,0,0,2,0,0,2,0.12,2,0,0,0,0,0,Matches
Yannick Carrasco,be BEL,"DF,MF",29-214,16.5,55,3.33,33,7,8,6,1,0,2,0.12,1,0,0,1,0,0,Matches
Axel Witsel,be BEL,"DF,MF",34-084,15.7,14,0.89,13,0,0,1,0,0,2,0.13,2,0,0,0,0,0,Matches
Rodrigo De Paul,ar ARG,MF,28-317,12.7,57,4.48,49,5,1,0,2,0,4,0.31,4,0,0,0,0,0,Matches
Mario Hermoso,es ESP,DF,27-292,12.9,16,1.24,13,0,0,2,1,0,1,0.08,0,0,0,1,0,0,Matches
Thomas Lemar,fr FRA,MF,27-145,10.1,30,2.98,23,4,1,1,0,1,4,0.4,2,0,0,1,0,1,Matches
Geoffrey Kondogbia,cf CTA,MF,30-050,10.7,12,1.12,10,0,0,1,1,0,2,0.19,2,0,0,0,0,0,Matches
Ángel Correa,ar ARG,"FW,MF",28-028,11.2,49,4.39,35,3,4,5,1,1,5,0.45,1,0,1,2,0,1,Matches
Saúl Ñíguez,es ESP,"MF,DF",28-136,7.2,10,1.38,8,0,0,2,0,0,2,0.28,2,0,0,0,0,0,Matches
João Félix,pt POR,"FW,MF",23-147,7.2,29,4.02,22,0,3,3,0,1,5,0.69,4,0,0,1,0,0,Matches
Pablo Barrios,es ESP,MF,19-295,5.1,14,2.72,13,0,0,1,0,0,2,0.39,1,0,0,1,0,0,Matches
Memphis,nl NED,FW,29-052,2.9,12,4.19,8,0,1,1,2,0,1,0.35,1,0,0,0,0,0,Matches
Matheus Cunha,br BRA,"FW,MF",23-314,4.2,10,2.38,8,0,0,2,0,0,2,0.48,2,0,0,0,0,0,Matches
Ivo Grbić,hr CRO,GK,27-078,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Felipe,br BRA,DF,33-325,2.2,1,0.46,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sergio Reguilón,es ESP,DF,26-111,1.0,4,4.09,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matt Doherty,ie IRL,DF,31-080,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Carlos Martín,es ESP,DF,20-349,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,29.2,27.0,663,24.56,520,42,32,41,22,6,69,2.56,49,3,5,9,1,2,
Opponent Total,,,27.7,27.0,518,19.19,390,37,30,27,29,5,33,1.22,25,1,1,5,1,0,
