Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Jan Oblak,si SVN,GK,30-089,24.7,726,460,263,59,0,1,0,0,0,0,0,0,486,3,0,Matches
Nahuel Molina,ar ARG,DF,25-000,20.9,1320,1086,233,12,7,3,91,214,7,4,3,0,976,1,39,Matches
Reinildo Mandava,mz MOZ,DF,29-075,20.6,1067,945,121,24,0,4,16,97,0,0,0,0,918,1,18,Matches
Antoine Griezmann,fr FRA,"FW,MF",32-016,20.8,1054,953,98,24,12,14,111,6,56,38,8,0,799,3,25,Matches
Koke,es ESP,MF,31-088,18.8,1292,1243,41,34,5,13,18,4,0,0,0,0,1117,8,18,Matches
Stefan Savić,me MNE,DF,32-088,18.6,1047,1017,25,19,0,1,0,6,0,0,0,0,922,5,3,Matches
Marcos Llorente,es ESP,"MF,DF",28-066,16.9,730,675,52,0,1,4,41,52,0,0,0,0,590,3,23,Matches
Álvaro Morata,es ESP,FW,30-165,15.7,331,320,9,0,3,5,4,1,0,0,0,0,207,2,4,Matches
José María Giménez,uy URU,DF,28-076,16.9,850,809,40,34,0,13,0,4,0,0,0,0,743,1,5,Matches
Yannick Carrasco,be BEL,"DF,MF",29-214,16.5,674,572,99,17,2,5,59,47,35,19,4,0,530,3,21,Matches
Axel Witsel,be BEL,"DF,MF",34-084,15.7,866,830,36,34,0,1,2,2,0,0,0,0,805,0,7,Matches
Rodrigo De Paul,ar ARG,MF,28-317,12.7,851,789,52,29,10,23,35,12,8,2,4,0,695,10,13,Matches
Mario Hermoso,es ESP,DF,27-292,12.9,769,714,54,24,1,23,2,30,0,0,0,0,660,1,4,Matches
Thomas Lemar,fr FRA,MF,27-145,10.1,597,567,29,7,4,5,36,8,13,4,7,0,508,1,11,Matches
Geoffrey Kondogbia,cf CTA,MF,30-050,10.7,593,579,14,13,0,11,0,1,0,0,0,0,529,0,2,Matches
Ángel Correa,ar ARG,"FW,MF",28-028,11.2,391,372,17,2,1,3,19,2,9,1,5,0,310,2,11,Matches
Saúl Ñíguez,es ESP,"MF,DF",28-136,7.2,323,300,22,2,0,1,10,19,0,0,0,0,246,1,6,Matches
João Félix,pt POR,"FW,MF",23-147,7.2,228,209,18,6,7,2,8,3,4,3,0,0,171,1,5,Matches
Pablo Barrios,es ESP,MF,19-295,5.1,304,300,3,1,1,3,6,2,0,0,0,0,248,1,8,Matches
Memphis,nl NED,FW,29-052,2.9,88,78,10,1,2,0,5,1,5,3,1,0,67,0,1,Matches
Matheus Cunha,br BRA,"FW,MF",23-314,4.2,85,77,6,0,1,1,3,1,0,0,0,0,64,2,3,Matches
Ivo Grbić,hr CRO,GK,27-078,2.3,87,51,36,13,0,0,0,0,0,0,0,0,41,0,0,Matches
Felipe,br BRA,DF,33-325,2.2,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1,Matches
Sergio Reguilón,es ESP,DF,26-111,1.0,61,51,9,1,1,0,5,8,0,0,0,0,48,1,5,Matches
Matt Doherty,ie IRL,DF,31-080,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
Carlos Martín,es ESP,DF,20-349,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,29.2,27.0,14474,13132,1291,358,58,136,471,522,137,74,32,0,11807,51,233,
Opponent Total,,,27.7,27.0,14398,13126,1235,377,21,148,472,475,108,40,40,1,11800,37,243,
