Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jan Oblak,si SVN,GK,30-086,23.7,468,701,66.8,13635,10062,86,86,100.0,213,216,98.6,166,393,42.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
Reinildo Mandava,mz MOZ,DF,29-072,20.6,918,1067,86.0,13151,5155,546,584,93.5,299,341,87.7,38,84,45.2,0,0.5,0.8,-0.5,9,51,7,3,70,Matches
Nahuel Molina,ar ARG,DF,24-362,20.3,932,1265,73.7,14368,5613,525,585,89.7,311,445,69.9,68,148,45.9,1,1.9,2.4,-0.9,22,50,31,11,78,Matches
Antoine Griezmann,fr FRA,"FW,MF",32-013,19.8,752,998,75.4,11877,3639,411,472,87.1,229,298,76.8,72,146,49.3,8,7.4,6.2,0.6,51,73,37,12,105,Matches
Koke,es ESP,MF,31-085,17.8,1056,1222,86.4,16161,5205,574,617,93.0,343,389,88.2,80,122,65.6,3,1.2,1.1,1.8,20,107,13,2,118,Matches
Stefan Savić,me MNE,DF,32-085,17.6,878,990,88.7,16349,6378,338,358,94.4,435,480,90.6,94,125,75.2,0,0.0,0.1,0.0,1,53,1,0,67,Matches
Marcos Llorente,es ESP,"MF,DF",28-063,15.9,539,666,80.9,7769,2089,299,326,91.7,172,218,78.9,31,51,60.8,2,2.8,2.5,-0.8,23,28,24,3,72,Matches
Álvaro Morata,es ESP,FW,30-162,15.0,199,317,62.8,2691,432,125,172,72.7,51,90,56.7,13,22,59.1,2,1.2,0.8,0.8,13,5,4,1,15,Matches
José María Giménez,uy URU,DF,28-073,15.9,688,795,86.5,13602,5018,226,249,90.8,373,405,92.1,80,122,65.6,0,0.1,0.1,-0.1,5,41,0,0,39,Matches
Yannick Carrasco,be BEL,"DF,MF",29-211,15.6,510,645,79.1,7073,1948,325,353,92.1,132,170,77.6,24,55,43.6,0,2.1,2.1,-2.1,25,24,18,4,51,Matches
Axel Witsel,be BEL,"DF,MF",34-081,15.6,800,860,93.0,13087,4274,366,381,96.1,382,402,95.0,33,46,71.7,0,0.6,0.4,-0.6,4,51,1,0,49,Matches
Rodrigo De Paul,ar ARG,MF,28-314,12.4,670,820,81.7,12007,3759,335,373,89.8,223,265,84.2,91,134,67.9,3,3.6,2.4,-0.6,28,95,29,4,111,Matches
Mario Hermoso,es ESP,DF,27-289,11.9,605,708,85.5,12354,4640,215,233,92.3,287,312,92.0,94,143,65.7,0,0.7,0.5,-0.7,6,28,3,0,40,Matches
Thomas Lemar,fr FRA,MF,27-142,9.4,480,562,85.4,7307,2024,277,295,93.9,139,162,85.8,44,65,67.7,2,1.6,1.3,0.4,21,50,14,5,51,Matches
Geoffrey Kondogbia,cf CTA,MF,30-047,10.7,529,593,89.2,8348,2533,285,307,92.8,178,195,91.3,42,56,75.0,2,0.9,0.3,1.1,5,41,3,0,40,Matches
Ángel Correa,ar ARG,"FW,MF",28-025,10.8,296,375,78.9,3785,903,200,226,88.5,63,84,75.0,13,28,46.4,0,2.7,2.6,-2.7,19,21,15,2,38,Matches
João Félix,pt POR,"FW,MF",23-144,7.2,171,228,75.0,2307,680,98,113,86.7,42,60,70.0,11,29,37.9,3,1.5,1.0,1.5,10,14,10,1,27,Matches
Saúl Ñíguez,es ESP,"MF,DF",28-133,7.2,242,318,76.1,3484,777,148,172,86.0,80,104,76.9,10,21,47.6,1,0.1,0.3,0.9,1,14,3,0,22,Matches
Pablo Barrios,es ESP,MF,19-292,4.9,240,291,82.5,3797,1037,126,139,90.6,89,108,82.4,16,25,64.0,1,0.6,0.2,0.4,3,32,1,0,30,Matches
Memphis,nl NED,FW,29-049,2.9,67,88,76.1,831,221,49,61,80.3,16,19,84.2,1,4,25.0,0,0.5,0.7,-0.5,5,4,3,0,8,Matches
Matheus Cunha,br BRA,"FW,MF",23-311,4.2,64,85,75.3,790,203,48,55,87.3,9,13,69.2,3,4,75.0,2,0.8,0.4,1.2,6,6,2,0,7,Matches
Ivo Grbić,hr CRO,GK,27-075,2.3,41,87,47.1,1330,1018,6,7,85.7,17,17,100.0,18,63,28.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Felipe,br BRA,DF,33-322,2.2,121,132,91.7,2265,847,44,45,97.8,66,72,91.7,10,12,83.3,0,0.0,0.0,0.0,1,15,0,0,20,Matches
Sergio Reguilón,es ESP,DF,26-108,1.0,48,61,78.7,715,243,28,29,96.6,17,21,81.0,2,4,50.0,0,0.0,0.1,0.0,1,5,0,0,6,Matches
Matt Doherty,ie IRL,DF,31-077,0.1,4,6,66.7,63,3,2,3,66.7,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Carlos Martín,es ESP,DF,20-346,0.1,2,2,100.0,27,1,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,29.2,26.0,11320,13882,81.5,189173,68702,5683,6242,91.0,4168,4888,85.3,1055,1904,55.4,30,30.4,26.3,-0.4,279,813,219,48,1064,
Opponent Total,,,27.7,26.0,11386,13892,82.0,208152,69315,4880,5492,88.9,5043,5697,88.5,1231,2055,59.9,14,21.5,21.0,-7.5,219,877,171,54,1085,
