Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jan Oblak,si SVN,GK,30-089,25,25,2222,24.7,17,0.69,71,54,77.5,15,5,5,11,44.0,2,1,0,1,0.0,Matches
Ivo Grbić,hr CRO,GK,27-078,4,2,208,2.3,2,0.87,9,7,88.9,1,1,0,1,50.0,1,1,0,0,0.0,Matches
Squad Total,,,29.2,27,27,2430,27.0,19,0.7,80,61,78.8,16,6,5,12,44.4,3,2,0,1,0.0,
Opponent Total,,,27.7,27,27,2430,27.0,43,1.59,136,94,68.4,5,6,16,3,11.1,0,0,0,0,,
