Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Jan Oblak,si SVN,GK,30-071,23.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Reinildo Mandava,mz MOZ,DF,29-057,20.6,0,6,0,0.0,0.29,0.0,0.0,,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Nahuel Molina,ar ARG,DF,24-347,20.3,0,10,1,10.0,0.49,0.05,0.0,0.0,19.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Antoine Griezmann,fr FRA,"FW,MF",31-363,19.8,9,67,25,37.3,3.39,1.26,0.13,0.36,18.6,4,0,0,6.7,6.7,0.1,2.3,2.3,Matches
Koke,es ESP,MF,31-070,17.8,0,10,0,0.0,0.56,0.0,0.0,,19.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Stefan Savić,me MNE,DF,32-070,17.6,0,2,1,50.0,0.11,0.06,0.0,0.0,13.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Marcos Llorente,es ESP,"MF,DF",28-048,15.9,1,18,5,27.8,1.13,0.31,0.06,0.2,17.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Álvaro Morata,es ESP,FW,30-147,15.0,10,47,23,48.9,3.14,1.53,0.21,0.43,12.7,0,0,0,8.0,8.0,0.17,2.0,2.0,Matches
José María Giménez,uy URU,DF,28-058,15.9,1,16,5,31.3,1.0,0.31,0.06,0.2,14.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Yannick Carrasco,be BEL,"DF,MF",29-196,15.6,3,44,15,34.1,2.82,0.96,0.07,0.2,17.5,2,0,0,4.0,4.0,0.09,-1.0,-1.0,Matches
Axel Witsel,be BEL,"DF,MF",34-066,15.6,0,6,0,0.0,0.38,0.0,0.0,,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Rodrigo De Paul,ar ARG,MF,28-299,12.4,1,10,3,30.0,0.81,0.24,0.1,0.33,26.4,1,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Mario Hermoso,es ESP,DF,27-274,11.9,2,8,4,50.0,0.67,0.34,0.25,0.5,15.6,0,0,0,1.6,1.6,0.21,0.4,0.4,Matches
Thomas Lemar,fr FRA,MF,27-127,9.4,1,9,4,44.4,0.96,0.43,0.11,0.25,22.0,0,0,0,0.8,0.8,0.09,0.2,0.2,Matches
Geoffrey Kondogbia,cf CTA,MF,30-032,10.7,0,11,0,0.0,1.03,0.0,0.0,,19.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Ángel Correa,ar ARG,"FW,MF",28-010,10.8,5,32,12,37.5,2.96,1.11,0.16,0.42,14.6,0,0,0,4.9,4.9,0.15,0.1,0.1,Matches
João Félix,pt POR,"FW,MF",23-129,7.2,4,26,12,46.2,3.6,1.66,0.15,0.33,18.9,1,0,0,2.8,2.8,0.11,1.2,1.2,Matches
Saúl Ñíguez,es ESP,"MF,DF",28-118,7.2,1,12,5,41.7,1.67,0.7,0.08,0.2,19.4,0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches
Pablo Barrios,es ESP,MF,19-277,4.9,0,8,2,25.0,1.64,0.41,0.0,0.0,21.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Memphis,nl NED,FW,29-034,2.9,3,10,4,40.0,3.49,1.4,0.3,0.75,11.7,0,0,0,2.9,2.9,0.29,0.1,0.1,Matches
Matheus Cunha,br BRA,"FW,MF",23-296,4.2,0,12,8,66.7,2.86,1.91,0.0,0.0,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches
Ivo Grbić,hr CRO,GK,27-060,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Felipe,br BRA,DF,33-307,2.2,0,1,0,0.0,0.46,0.0,0.0,,10.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Sergio Reguilón,es ESP,DF,26-093,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matt Doherty,ie IRL,DF,31-062,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Martín,es ESP,DF,20-331,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,29.2,26.0,41,365,129,35.3,14.04,4.96,0.11,0.32,17.3,8,0,0,39.7,39.7,0.11,1.3,1.3,
Opponent Total,,,27.7,26.0,19,286,76,26.6,11.0,2.92,0.06,0.22,19.1,14,2,3,27.4,25.1,0.09,-8.4,-8.1,
