Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Mason Mount,eng ENG,"MF,FW",24-030,16.8,906,17,103,393,421,52,906,28,15,53.6,10,35.7,490,2601,1363,46,32,11,36,23,631,106,Matches
Thiago Silva,br BRA,DF,38-140,18.9,1717,259,891,793,37,18,1717,3,2,66.7,0,0.0,1084,5007,2894,3,8,0,3,1,1238,1,Matches
Kai Havertz,de GER,"FW,MF",23-243,16.7,728,29,78,295,363,99,728,32,8,25.0,22,68.8,400,2134,800,33,20,20,57,28,543,127,Matches
Marc Cucurella,es ESP,DF,24-202,14.2,1165,53,359,514,300,10,1165,13,5,38.5,6,46.2,591,2377,1290,20,12,1,14,5,706,54,Matches
Jorginho,it ITA,MF,31-051,14.2,1026,36,273,577,178,8,1024,10,3,30.0,4,40.0,545,2309,1090,13,27,1,14,9,706,10,Matches
Raheem Sterling,eng ENG,"FW,MF",28-063,12.7,534,2,39,164,340,67,534,49,15,30.6,31,63.3,382,2218,1102,43,28,27,32,36,450,106,Matches
Kepa Arrizabalaga,es ESP,GK,28-129,12.5,512,400,507,5,0,0,512,0,0,,0,,296,1425,856,0,0,0,1,0,270,0,Matches
Kalidou Koulibaly,sn SEN,DF,31-234,12.4,1080,94,493,539,54,15,1080,6,4,66.7,2,33.3,684,3128,1623,9,8,0,8,1,790,3,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",27-017,10.6,657,23,121,353,191,30,657,33,15,45.5,13,39.4,374,2101,1169,31,16,5,19,14,472,46,Matches
Trevoh Chalobah,eng ENG,DF,23-219,10.8,743,76,379,318,48,9,743,4,2,50.0,1,25.0,447,1626,847,8,4,0,5,4,510,8,Matches
César Azpilicueta,es ESP,DF,33-165,11.4,896,64,317,366,218,14,896,9,5,55.6,4,44.4,425,1824,1071,15,12,0,7,3,541,55,Matches
Conor Gallagher,eng ENG,"MF,FW",23-003,9.2,619,20,123,296,208,25,619,25,9,36.0,12,48.0,376,1994,739,20,25,6,18,21,422,43,Matches
Edouard Mendy,sn SEN,GK,30-345,8.5,286,247,283,3,0,0,286,1,0,0.0,1,100.0,160,744,399,0,0,0,0,0,148,0,Matches
Reece James,eng ENG,"DF,MF",23-063,7.4,620,11,123,273,227,14,620,14,6,42.9,5,35.7,332,1912,1075,29,17,4,7,6,419,67,Matches
Mateo Kovačić,hr CRO,MF,28-279,9.3,732,17,130,466,142,3,732,9,2,22.2,5,55.6,470,2868,1311,20,18,1,13,12,565,10,Matches
Christian Pulisic,us USA,"FW,DF",24-144,6.8,328,3,43,132,161,32,328,34,10,29.4,15,44.1,224,1674,842,28,20,11,23,6,251,56,Matches
Hakim Ziyech,ma MAR,"FW,MF",29-327,5.4,366,7,54,142,173,10,366,24,10,41.7,12,50.0,225,1036,438,12,11,3,5,12,259,51,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-236,4.8,124,6,15,54,58,16,124,5,3,60.0,2,40.0,76,475,229,7,6,3,9,4,91,22,Matches
Ben Chilwell,eng ENG,"DF,MF",26-050,4.7,368,5,88,153,128,7,368,6,2,33.3,4,66.7,187,1091,559,13,10,2,8,8,234,37,Matches
