Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Mason Mount,eng ENG,"MF,FW",24-030,16.8,3,0,0,24,26,1,63,7,16,0,0,0,80,8,12,40.0,Matches
Thiago Silva,br BRA,DF,38-140,18.9,1,0,0,8,10,0,1,28,18,0,0,0,111,40,18,69.0,Matches
Kai Havertz,de GER,"FW,MF",23-243,16.7,3,0,0,36,15,21,5,6,10,0,0,0,50,49,36,57.6,Matches
Marc Cucurella,es ESP,DF,24-202,14.2,2,0,0,12,14,1,39,10,18,0,0,0,96,11,11,50.0,Matches
Jorginho,it ITA,MF,31-051,14.2,4,0,0,12,23,0,2,21,23,0,0,0,119,8,11,42.1,Matches
Raheem Sterling,eng ENG,"FW,MF",28-063,12.7,3,0,0,15,19,7,27,1,5,0,0,0,41,0,6,0.0,Matches
Kepa Arrizabalaga,es ESP,GK,28-129,12.5,0,0,0,0,4,0,0,0,2,0,0,0,21,5,1,83.3,Matches
Kalidou Koulibaly,sn SEN,DF,31-234,12.4,5,1,1,18,6,0,3,18,16,0,0,0,71,22,18,55.0,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",27-017,10.6,1,0,0,6,26,1,10,8,7,0,0,1,67,19,19,50.0,Matches
Trevoh Chalobah,eng ENG,DF,23-219,10.8,3,0,0,7,5,0,2,13,10,0,0,1,52,19,15,55.9,Matches
César Azpilicueta,es ESP,DF,33-165,11.4,3,0,0,17,4,1,17,14,15,0,0,0,44,22,15,59.5,Matches
Conor Gallagher,eng ENG,"MF,FW",23-003,9.2,6,1,1,19,22,0,37,11,19,0,0,0,52,11,17,39.3,Matches
Edouard Mendy,sn SEN,GK,30-345,8.5,1,0,0,0,2,0,0,0,0,0,0,0,14,2,0,100.0,Matches
Reece James,eng ENG,"DF,MF",23-063,7.4,3,0,0,6,8,3,43,7,10,0,0,0,47,11,5,68.8,Matches
Mateo Kovačić,hr CRO,MF,28-279,9.3,3,0,0,10,5,0,2,12,12,0,0,0,59,4,7,36.4,Matches
Christian Pulisic,us USA,"FW,DF",24-144,6.8,1,0,0,9,14,0,7,2,6,0,0,0,23,4,16,20.0,Matches
Hakim Ziyech,ma MAR,"FW,MF",29-327,5.4,0,0,0,6,12,3,51,4,10,0,0,0,33,0,2,0.0,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-236,4.8,1,0,0,4,1,0,3,2,0,0,0,0,10,1,9,10.0,Matches
Ben Chilwell,eng ENG,"DF,MF",26-050,4.7,1,0,0,5,6,0,17,5,4,1,0,0,22,13,4,76.5,Matches
Lewis Hall,eng ENG,"DF,MF",18-154,3.4,1,0,0,2,8,1,9,10,3,0,0,0,29,6,3,66.7,Matches
Denis Zakaria,ch SUI,MF,26-081,3.2,0,0,0,2,1,0,0,2,3,0,0,0,18,0,1,0.0,Matches
Benoît Badiashile,fr FRA,DF,21-320,3.0,0,0,0,1,2,0,0,4,2,0,0,0,16,10,4,71.4,Matches
Armando Broja,al ALB,FW,21-152,3.3,0,0,0,2,6,3,0,1,1,1,0,0,15,9,21,30.0,Matches
Wesley Fofana,fr FRA,DF,22-054,2.0,0,0,0,0,3,0,0,5,1,0,0,0,12,4,3,57.1,Matches
N'Golo Kanté,fr FRA,MF,31-317,1.9,0,0,0,0,0,1,3,3,3,0,0,0,17,0,2,0.0,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19-112,2.2,0,0,0,1,2,0,3,4,4,0,0,0,13,1,3,25.0,Matches
Enzo Fernández,ar ARG,MF,22-023,1.0,0,0,0,0,2,0,0,2,5,0,0,0,10,1,0,100.0,Matches
Mykhailo Mudryk,ua UKR,FW,22-035,0.9,0,0,0,1,1,0,1,0,4,0,0,0,6,1,2,33.3,Matches
João Félix,pt POR,FW,23-091,0.6,0,1,0,1,4,1,1,0,0,0,0,0,2,0,1,0.0,Matches
Noni Madueke,eng ENG,FW,20-336,0.5,0,0,0,0,1,0,3,0,1,0,0,0,5,0,0,,Matches
Omari Hutchinson,eng ENG,FW,19-102,0.3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,,Matches
Datro Fofana,ci CIV,"FW,MF",20-049,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.7,21.0,45,3,2,226,252,44,351,201,228,2,0,2,1156,281,262,51.7,
Opponent Total,,,27.3,21.0,39,0,0,255,218,28,383,224,235,0,2,0,1110,262,281,48.3,
