Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Mason Mount,eng ENG,"MF,FW",24-030,16.8,550,730,75.3,8284,2124,324,379,85.5,159,208,76.4,43,81,53.1,2,2.9,2.4,-0.9,29,53,25,5,92,Matches
Thiago Silva,br BRA,DF,38-140,18.9,1368,1520,90.0,26185,10435,495,522,94.8,728,760,95.8,137,212,64.6,2,0.4,0.6,1.6,4,85,10,0,76,Matches
Kai Havertz,de GER,"FW,MF",23-243,16.7,393,491,80.0,4834,1025,253,307,82.4,106,121,87.6,7,10,70.0,1,1.4,1.3,-0.4,18,26,13,1,49,Matches
Marc Cucurella,es ESP,DF,24-202,14.2,841,1009,83.3,12789,3858,457,495,92.3,308,351,87.7,45,91,49.5,2,0.4,0.7,1.6,8,51,9,6,50,Matches
Jorginho,it ITA,MF,31-051,14.2,750,884,84.8,11997,3510,380,422,90.0,301,348,86.5,51,74,68.9,0,0.4,0.4,-0.4,7,87,9,0,80,Matches
Raheem Sterling,eng ENG,"FW,MF",28-063,12.7,296,396,74.7,3813,887,178,213,83.6,84,111,75.7,12,18,66.7,2,2.9,2.1,-0.9,22,17,21,6,36,Matches
Kepa Arrizabalaga,es ESP,GK,28-129,12.5,402,474,84.8,8429,5001,164,166,98.8,155,156,99.4,81,150,54.0,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Kalidou Koulibaly,sn SEN,DF,31-234,12.4,820,958,85.6,14335,5530,368,391,94.1,375,418,89.7,63,120,52.5,0,0.4,0.3,-0.4,5,57,5,0,54,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",27-017,10.6,461,546,84.4,6917,1888,272,308,88.3,157,176,89.2,23,29,79.3,0,0.9,1.2,-0.9,7,50,10,0,64,Matches
Trevoh Chalobah,eng ENG,DF,23-219,10.8,568,640,88.8,10451,3034,205,231,88.7,314,334,94.0,43,61,70.5,0,0.1,0.1,-0.1,1,26,1,0,32,Matches
César Azpilicueta,es ESP,DF,33-165,11.4,622,772,80.6,9246,3223,349,378,92.3,250,308,81.2,13,55,23.6,0,0.8,0.8,-0.8,9,26,14,3,54,Matches
Conor Gallagher,eng ENG,"MF,FW",23-003,9.2,382,484,78.9,5892,1430,206,236,87.3,140,166,84.3,21,42,50.0,1,2.1,1.3,-1.1,17,39,12,5,53,Matches
Edouard Mendy,sn SEN,GK,30-345,8.5,213,268,79.5,4987,3402,69,69,100.0,87,88,98.9,53,107,49.5,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Reece James,eng ENG,"DF,MF",23-063,7.4,472,555,85.0,7635,2006,244,261,93.5,175,204,85.8,40,59,67.8,1,1.6,1.2,-0.6,9,27,9,2,43,Matches
Mateo Kovačić,hr CRO,MF,28-279,9.3,537,641,83.8,8853,2709,264,300,88.0,219,244,89.8,36,63,57.1,1,1.1,1.1,-0.1,10,78,12,1,76,Matches
Christian Pulisic,us USA,"FW,DF",24-144,6.8,185,229,80.8,2467,412,123,141,87.2,46,57,80.7,8,13,61.5,1,0.5,0.3,0.5,11,12,1,0,16,Matches
Hakim Ziyech,ma MAR,"FW,MF",29-327,5.4,178,286,62.2,3004,1173,101,116,87.1,54,91,59.3,20,55,36.4,1,1.4,1.2,-0.4,10,14,12,5,31,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,33-236,4.8,61,86,70.9,821,193,41,54,75.9,17,21,81.0,2,3,66.7,0,0.3,0.2,-0.3,3,2,2,1,3,Matches
Ben Chilwell,eng ENG,"DF,MF",26-050,4.7,248,319,77.7,3492,907,162,177,91.5,67,86,77.9,13,36,36.1,1,0.2,0.3,0.8,2,10,1,1,11,Matches
Lewis Hall,eng ENG,"DF,MF",18-154,3.4,147,195,75.4,2592,748,79,92,85.9,52,68,76.5,16,26,61.5,0,0.3,0.2,-0.3,4,10,3,1,9,Matches
Denis Zakaria,ch SUI,MF,26-081,3.2,124,138,89.9,1711,464,71,76,93.4,40,41,97.6,4,5,80.0,0,0.0,0.1,0.0,0,3,0,0,4,Matches
Benoît Badiashile,fr FRA,DF,21-320,3.0,251,275,91.3,4766,1659,86,95,90.5,142,150,94.7,22,29,75.9,0,0.4,0.0,-0.4,2,10,1,0,10,Matches
Armando Broja,al ALB,FW,21-152,3.3,33,53,62.3,466,54,21,33,63.6,9,15,60.0,2,3,66.7,0,0.1,0.1,-0.1,1,1,1,0,4,Matches
Wesley Fofana,fr FRA,DF,22-054,2.0,172,190,90.5,2685,658,81,85,95.3,87,93,93.5,2,10,20.0,0,0.0,0.1,0.0,0,5,0,0,7,Matches
N'Golo Kanté,fr FRA,MF,31-317,1.9,107,129,82.9,1516,296,70,73,95.9,31,39,79.5,3,7,42.9,0,0.3,0.3,-0.3,3,9,3,1,9,Matches
Carney Chukwuemeka,eng ENG,"MF,FW",19-112,2.2,76,93,81.7,945,248,55,66,83.3,10,13,76.9,4,4,100.0,0,0.1,0.1,-0.1,3,6,4,2,10,Matches
Enzo Fernández,ar ARG,MF,22-023,1.0,64,75,85.3,1241,374,22,29,75.9,31,33,93.9,10,11,90.9,0,0.1,0.0,-0.1,1,7,0,0,7,Matches
Mykhailo Mudryk,ua UKR,FW,22-035,0.9,24,31,77.4,249,101,18,24,75.0,3,3,100.0,0,1,0.0,0,0.0,0.2,0.0,0,4,2,0,5,Matches
João Félix,pt POR,FW,23-091,0.6,16,24,66.7,255,75,10,13,76.9,5,5,100.0,1,2,50.0,0,0.2,0.2,-0.2,1,2,0,0,3,Matches
Noni Madueke,eng ENG,FW,20-336,0.5,21,30,70.0,300,116,13,15,86.7,4,9,44.4,2,3,66.7,0,0.1,0.0,-0.1,2,5,1,0,4,Matches
Omari Hutchinson,eng ENG,FW,19-102,0.3,8,12,66.7,109,4,6,7,85.7,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Datro Fofana,ci CIV,"FW,MF",20-049,0.2,1,2,50.0,9,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.7,21.0,10391,12535,82.9,171275,57549,5188,5775,89.8,4157,4718,88.1,778,1382,56.3,15,19.1,16.7,-4.1,189,730,181,40,892,
Opponent Total,,,27.3,21.0,6874,8999,76.4,121809,47469,3154,3666,86.0,2780,3357,82.8,751,1417,53.0,14,21.7,15.0,-7.7,176,563,132,38,698,
