Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Łukasz Skorupski,pl POL,GK,31-318,27.0,36,6,1,6,2,36.9,0.27,2.9,0.11,120,301,39.9,712,147,31.7,32.7,198,37.9,34.7,351,22,6.3,20,0.74,13.3,Matches
Squad Total,,,27.4,27.0,36,6,1,6,2,36.9,0.27,2.9,0.11,120,301,39.9,712,147,31.7,32.7,198,37.9,34.7,351,22,6.3,20,0.74,13.3,
Opponent Total,,,27.4,27.0,33,4,0,6,1,27.1,0.23,-4.9,-0.18,152,426,35.7,740,122,42.4,36.3,194,57.7,45.7,329,16,4.9,36,1.33,16.6,
