Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Łukasz Skorupski,pl POL,GK,31-336,27,2430.0,90.0,96.4,27.0,27,90.0,27,0,,0,1.37,33.0,36.0,-3.0,-0.11,-3.11,29.5,34.5,-5.1,-0.19,-0.05,Matches
Jhon Lucumí,co COL,DF,24-284,24,2090.0,87.0,82.9,23.2,24,87.0,22,0,,1,1.63,34.0,26.0,8.0,0.34,2.02,25.7,28.0,-2.4,-0.1,0.5,Matches
Stefan Posch,at AUT,DF,25-327,21,1787.0,85.0,70.9,19.9,21,85.0,16,0,,3,1.71,29.0,23.0,6.0,0.3,1.04,22.2,23.6,-1.5,-0.07,0.39,Matches
Jerdy Schouten,nl NED,MF,26-084,24,1731.0,72.0,68.7,19.2,20,83.0,10,4,16.0,1,1.29,22.0,27.0,-5.0,-0.26,-0.83,20.3,24.8,-4.5,-0.23,-0.15,Matches
Andrea Cambiaso,it ITA,DF,23-045,25,1620.0,65.0,64.3,18.0,19,80.0,12,6,18.0,2,1.36,19.0,19.0,0.0,0.0,0.0,20.3,22.5,-2.2,-0.12,0.18,Matches
Lewis Ferguson,sct SCO,MF,23-225,22,1597.0,73.0,63.4,17.7,19,82.0,11,3,13.0,4,1.55,26.0,21.0,5.0,0.28,0.77,19.5,22.6,-3.0,-0.17,0.04,Matches
Nicolás Domínguez,ar ARG,MF,24-282,22,1613.0,73.0,64.0,17.9,18,82.0,8,4,34.0,1,1.45,23.0,21.0,2.0,0.11,0.31,20.8,21.6,-0.8,-0.05,0.39,Matches
Adama Soumaoro,fr FRA,DF,30-292,18,1502.0,83.0,59.6,16.7,17,87.0,15,1,25.0,4,1.5,24.0,21.0,3.0,0.18,0.44,18.4,19.1,-0.7,-0.04,0.35,Matches
Riccardo Orsolini,it ITA,FW,26-072,24,1566.0,65.0,62.1,17.4,16,85.0,9,8,26.0,2,1.63,20.0,24.0,-4.0,-0.23,-0.61,18.2,22.5,-4.4,-0.25,-0.17,Matches
Gary Medel,cl CHI,"MF,DF",35-246,22,1345.0,61.0,53.4,14.9,16,77.0,6,6,18.0,2,1.32,20.0,23.0,-3.0,-0.2,-0.43,15.9,18.4,-2.4,-0.16,0.05,Matches
Musa Barrow,gm GAM,"FW,MF",24-143,22,1256.0,57.0,49.8,14.0,16,73.0,5,6,14.0,2,1.68,16.0,21.0,-5.0,-0.36,-0.71,13.2,19.9,-6.7,-0.48,-0.59,Matches
Roberto Soriano,it ITA,"FW,MF",32-057,26,1281.0,49.0,50.8,14.2,14,72.0,3,12,23.0,2,1.54,20.0,13.0,7.0,0.49,1.0,15.6,17.0,-1.4,-0.1,0.18,Matches
Marko Arnautović,at AUT,FW,33-352,16,1231.0,77.0,48.8,13.7,14,85.0,10,2,21.0,2,1.06,17.0,21.0,-4.0,-0.29,-0.57,15.4,17.4,-2.0,-0.14,0.08,Matches
Michel Aebischer,ch SUI,"FW,MF",26-090,24,1068.0,45.0,42.4,11.9,12,72.0,3,12,17.0,4,1.58,16.0,15.0,1.0,0.08,0.15,11.8,14.5,-2.7,-0.23,-0.07,Matches
Charalambos Lykogiannis,gr GRE,DF,29-166,18,1054.0,59.0,41.8,11.7,11,75.0,5,7,33.0,10,1.17,15.0,19.0,-4.0,-0.34,-0.59,12.1,14.2,-2.1,-0.18,0.01,Matches
Nikola Moro,hr CRO,MF,25-025,16,761.0,48.0,30.2,8.5,8,75.0,4,8,20.0,9,1.75,13.0,9.0,4.0,0.47,0.68,8.9,11.8,-2.9,-0.35,-0.23,Matches
Joaquin Sosa,uy URU,DF,21-086,9,598.0,66.0,23.7,6.6,6,88.0,5,3,23.0,18,1.67,5.0,10.0,-5.0,-0.75,-0.99,6.4,10.5,-4.1,-0.61,-0.56,Matches
Nicola Sansone,it ITA,FW,31-208,12,521.0,43.0,20.7,5.8,6,74.0,2,6,13.0,8,1.08,8.0,5.0,3.0,0.52,0.65,6.8,5.9,0.9,0.16,0.44,Matches
Lorenzo De Silvestri,it ITA,DF,34-318,10,539.0,54.0,21.4,6.0,5,77.0,3,5,31.0,12,1.0,6.0,9.0,-3.0,-0.5,-0.64,5.9,7.0,-1.1,-0.18,0.01,Matches
Joshua Zirkzee,nl NED,FW,21-319,11,532.0,48.0,21.1,5.9,4,86.0,3,7,27.0,8,1.18,10.0,7.0,3.0,0.51,0.64,8.5,8.2,0.3,0.05,0.3,Matches
Kevin Bonifazi,it ITA,DF,26-322,7,416.0,59.0,16.5,4.6,4,86.0,3,3,25.0,8,1.0,5.0,9.0,-4.0,-0.87,-1.04,4.2,7.3,-3.1,-0.67,-0.58,Matches
Giorgos Kyriakopoulos,gr GRE,"FW,DF",27-060,8,368.0,46.0,14.6,4.1,4,73.0,1,4,20.0,0,1.75,6.0,4.0,2.0,0.49,0.57,2.6,5.0,-2.4,-0.58,-0.46,Matches
Denso Kasius,nl NED,DF,20-182,7,342.0,49.0,13.6,3.8,4,69.0,1,3,22.0,5,1.14,3.0,7.0,-4.0,-1.05,-1.22,3.9,6.8,-2.9,-0.77,-0.68,Matches
Emanuel Vignato,it ITA,"MF,FW",22-225,8,242.0,30.0,9.6,2.7,2,53.0,0,6,23.0,7,0.63,2.0,4.0,-2.0,-0.74,-0.82,3.6,4.0,-0.3,-0.12,0.07,Matches
Francesco Bardi,it ITA,GK,31-078,1,90.0,90.0,3.6,1.0,1,90.0,1,0,,26,3.0,3.0,0.0,3.0,3.0,3.11,0.7,0.8,-0.1,-0.14,0.05,Matches
Niklas Pyyhtiä,fi FIN,MF,19-193,4,66.0,17.0,2.6,0.7,0,,0,4,17.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.5,0.63,0.84,Matches
Antonio Raimondo,it ITA,FW,19-019,2,15.0,8.0,0.6,0.2,0,,0,2,8.0,6,3.0,1.0,0.0,1.0,6.0,6.04,0.2,0.0,0.2,1.22,1.41,Matches
Wisdom Amey,it ITA,DF,17-238,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Matteo Angeli,it ITA,DF,20-097,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Nicola Bagnolini,it ITA,GK,19-023,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
Ibrahima Mbaye,sn SEN,"DF,MF",28-138,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Mattia Motolese,it ITA,DF,18-358,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Francesco Raffaelli,it ITA,GK,17-320,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Federico Ravaglia,it ITA,GK,23-146,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Kacper Urbanski,pl POL,MF,18-211,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,27.5,28,2520.0,90.0,100.0,28.0,308,81.0,185,122,21.0,200,1.43,36.0,36.0,0.0,0.0,,30.1,35.3,-5.2,-0.19,,
Opponent Total,,,27.4,28,2520.0,90.0,100.0,28.0,308,81.0,185,122,21.0,215,1.32,36.0,36.0,0.0,0.0,,35.3,30.1,5.2,0.19,,
