Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Łukasz Skorupski,pl POL,GK,31-333,27,27,2430,27.0,36,1.33,116,81,74.1,10,7,10,5,18.5,7,6,1,0,14.3,Matches
Squad Total,,,27.5,27,27,2430,27.0,36,1.33,116,81,74.1,10,7,10,5,18.5,7,6,1,0,14.3,
Opponent Total,,,27.4,27,27,2428,27.0,33,1.22,100,68,71.0,10,7,10,7,25.9,4,4,0,0,0.0,
