Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Sergi Darder,es ESP,MF,29-105,26.7,48,26,10,27,11,19,46,41.3,27,22,0,22,20,68,18,0,Matches
Vinicius Souza,br BRA,MF,23-293,23.5,89,57,36,40,13,30,49,61.2,19,28,13,15,42,131,44,1,Matches
Joselu,es ESP,FW,33-010,23.2,5,3,1,1,3,1,10,10.0,9,20,4,16,5,10,34,0,Matches
Brian Oliván,es ESP,DF,29-005,21.3,40,23,26,10,4,14,21,66.7,7,23,6,17,18,58,49,0,Matches
Leandro Cabrera,uy URU,DF,31-293,20.8,30,16,22,8,0,19,28,67.9,9,28,20,8,32,62,89,2,Matches
Martin Braithwaite,dk DEN,"FW,MF",31-305,20.1,12,2,2,4,6,5,12,41.7,7,9,0,9,5,17,10,0,Matches
Óscar Gil,es ESP,DF,25-345,19.7,44,23,25,14,5,22,41,53.7,19,33,11,22,25,69,39,1,Matches
Sergi Gómez,es ESP,DF,31-009,18.7,20,11,14,6,0,13,16,81.3,3,22,10,12,20,40,90,0,Matches
Javi Puado,es ESP,"FW,MF",24-316,17.8,13,6,7,4,2,6,18,33.3,12,6,0,6,9,22,11,0,Matches
Fernando Calero,es ESP,"DF,MF",27-204,13.7,33,19,19,12,2,15,24,62.5,9,25,10,15,9,42,40,0,Matches
Álvaro Fernández,es ESP,GK,24-358,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2,Matches
Edu Expósito,es ESP,MF,26-248,10.8,29,17,13,14,2,11,18,61.1,7,7,0,7,9,38,16,0,Matches
Benjamin Lecomte,fr FRA,GK,31-345,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
Aleix Vidal,es ESP,"FW,MF",33-228,10.0,8,2,3,3,2,1,16,6.3,15,20,2,18,11,19,11,0,Matches
César Montes,mx MEX,DF,26-041,8.5,8,4,5,3,0,4,6,66.7,2,11,9,2,7,15,50,0,Matches
Rubén,es ESP,"DF,MF",22-061,8.2,27,14,15,9,3,20,28,71.4,8,14,4,10,15,42,18,0,Matches
Nico Ribaudo,es ESP,"FW,MF",21-360,5.9,9,5,5,3,1,6,16,37.5,10,7,0,7,2,11,1,0,Matches
Fernando Pacheco,es ESP,GK,30-323,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Denis Suárez,es ESP,MF,29-090,4.4,7,5,3,3,1,3,16,18.8,13,7,1,6,2,9,1,0,Matches
Keidi Bare,al ALB,MF,25-221,3.7,7,3,4,1,2,3,7,42.9,4,5,2,3,11,18,5,0,Matches
José Gragera,es ESP,"MF,DF",22-127,3.5,11,6,7,3,1,3,6,50.0,3,8,4,4,5,16,16,0,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,24-297,1.8,11,6,7,3,1,3,7,42.9,4,2,1,1,7,18,7,0,Matches
Omar El Hilali,ma MAR,"DF,MF",19-206,1.0,3,2,3,0,0,1,2,50.0,1,1,0,1,1,4,6,0,Matches
José Carlos Lazo,es ESP,"MF,FW",27-049,1.8,5,3,2,2,1,3,3,100.0,0,2,0,2,3,8,5,0,Matches
Wassim Boullif,es ESP,"DF,MF",18-062,1.0,2,1,2,0,0,2,3,66.7,1,3,2,1,0,2,3,0,Matches
Dani Gómez,es ESP,"MF,FW",24-250,0.8,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0,Matches
Adri Embarba,es ESP,FW,30-334,0.4,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
Luca Koleosho,it ITA,"FW,DF",18-203,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Pol Lozano,es ESP,MF,23-182,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Roger Martínez,es ESP,DF,19-001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Nabil Touaizi,ma MAR,MF,22-064,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.3,27.0,464,255,232,172,60,206,396,52.0,190,306,99,207,259,723,576,8,
Opponent Total,,,28.3,27.0,346,220,164,153,29,172,357,48.2,185,227,72,155,158,504,557,7,
