Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Sergi Darder,es ESP,MF,29-105,27,2403.0,89.0,98.9,26.7,27,89.0,24,0,,0,1.0,33.0,42.0,-9.0,-0.34,6.33,31.7,34.8,-3.0,-0.11,1.59,Matches
Vinicius Souza,br BRA,MF,23-293,25,2119.0,85.0,87.2,23.5,25,85.0,14,0,,0,1.0,27.0,36.0,-9.0,-0.38,0.2,25.6,30.1,-4.5,-0.19,-0.46,Matches
Joselu,es ESP,FW,33-010,24,2090.0,87.0,86.0,23.2,23,90.0,23,1,20.0,0,0.96,27.0,39.0,-12.0,-0.52,-0.78,26.7,30.7,-4.0,-0.17,-0.3,Matches
Brian Oliván,es ESP,DF,29-005,23,1915.0,83.0,78.8,21.3,23,83.0,16,0,,1,1.04,25.0,31.0,-6.0,-0.28,0.59,25.2,27.0,-1.8,-0.08,0.23,Matches
Leandro Cabrera,uy URU,DF,31-293,23,1872.0,81.0,77.0,20.8,22,85.0,19,1,1.0,1,1.04,26.0,36.0,-10.0,-0.48,-0.32,24.2,26.7,-2.5,-0.12,0.05,Matches
Martin Braithwaite,dk DEN,"FW,MF",31-305,22,1809.0,82.0,74.4,20.1,22,82.0,9,0,,0,1.0,25.0,29.0,-4.0,-0.2,0.82,23.7,25.3,-1.5,-0.08,0.22,Matches
Óscar Gil,es ESP,DF,25-345,23,1777.0,77.0,73.1,19.7,22,81.0,11,1,4.0,0,1.09,22.0,28.0,-6.0,-0.3,0.39,23.4,24.4,-0.9,-0.05,0.31,Matches
Sergi Gómez,es ESP,DF,31-009,21,1680.0,80.0,69.1,18.7,18,85.0,13,3,52.0,3,0.71,25.0,31.0,-6.0,-0.32,0.28,22.6,24.0,-1.3,-0.07,0.19,Matches
Javi Puado,es ESP,"FW,MF",24-316,26,1601.0,62.0,65.9,17.8,17,75.0,2,9,36.0,0,1.0,21.0,25.0,-4.0,-0.22,0.54,24.2,22.6,1.6,0.09,0.65,Matches
Fernando Calero,es ESP,"DF,MF",27-204,19,1229.0,65.0,50.6,13.7,15,75.0,6,4,25.0,7,1.05,12.0,21.0,-9.0,-0.66,-0.51,12.8,18.1,-5.3,-0.39,-0.52,Matches
Álvaro Fernández,es ESP,GK,24-358,11,990.0,90.0,40.7,11.0,11,90.0,11,0,,13,1.18,16.0,18.0,-2.0,-0.18,0.38,13.5,15.3,-1.8,-0.16,-0.05,Matches
Edu Expósito,es ESP,MF,26-248,21,970.0,46.0,39.9,10.8,11,66.0,0,10,25.0,6,0.95,14.0,20.0,-6.0,-0.56,-0.25,12.7,15.4,-2.7,-0.25,-0.19,Matches
Benjamin Lecomte,fr FRA,GK,31-345,10,899.0,90.0,37.0,10.0,10,90.0,9,0,,4,0.8,10.0,14.0,-4.0,-0.4,0.01,11.2,11.2,0.0,0.0,0.21,Matches
Aleix Vidal,es ESP,"FW,MF",33-228,20,897.0,45.0,36.9,10.0,10,66.0,1,10,24.0,2,1.15,14.0,17.0,-3.0,-0.3,0.17,12.7,11.1,1.6,0.16,0.46,Matches
