Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Álvaro Fernández,es ESP,GK,24-355,11,11,990,11.0,18,1.64,50,33,64.0,3,4,4,2,18.2,0,0,0,0,,Matches
Benjamin Lecomte,fr FRA,GK,31-342,10,10,899,10.0,14,1.4,40,27,65.0,1,5,4,1,10.0,0,0,0,0,,Matches
Fernando Pacheco,es ESP,GK,30-320,6,6,540,6.0,11,1.83,29,18,69.0,2,0,4,1,16.7,2,2,0,0,0.0,Matches
Squad Total,,,28.3,27,27,2429,27.0,44,1.63,120,78,65.0,6,9,12,4,14.8,2,2,0,0,0.0,
Opponent Total,,,28.3,27,27,2430,27.0,33,1.22,91,58,67.0,12,9,6,3,11.1,3,3,0,0,0.0,
