Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Sergi Darder,es ESP,MF,29-087,25.7,4,24,8,33.3,0.93,0.31,0.17,0.5,23.2,0,0,0,2.0,2.0,0.08,2.0,2.0,Matches
Vinicius Souza,br BRA,MF,23-275,22.5,0,7,3,42.9,0.31,0.13,0.0,0.0,21.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Brian Oliván,es ESP,DF,28-352,21.3,1,12,3,25.0,0.56,0.14,0.08,0.33,24.9,1,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Joselu,es ESP,FW,32-357,22.2,12,54,20,37.0,2.43,0.9,0.17,0.45,16.6,2,3,3,8.9,6.6,0.12,3.1,2.4,Matches
Leandro Cabrera,uy URU,DF,31-275,20.8,0,17,4,23.5,0.82,0.19,0.0,0.0,9.9,0,0,0,1.9,1.9,0.11,-1.9,-1.9,Matches
Martin Braithwaite,dk DEN,"FW,MF",31-287,19.2,8,41,18,43.9,2.14,0.94,0.2,0.44,15.8,2,0,0,6.3,6.3,0.16,1.7,1.7,Matches
Óscar Gil,es ESP,DF,25-327,18.8,0,8,2,25.0,0.43,0.11,0.0,0.0,17.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Sergi Gómez,es ESP,DF,30-356,17.8,0,6,2,33.3,0.34,0.11,0.0,0.0,13.1,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
Javi Puado,es ESP,"FW,MF",24-298,16.9,3,40,11,27.5,2.37,0.65,0.08,0.27,13.9,0,0,0,5.9,5.9,0.15,-2.9,-2.9,Matches
Fernando Calero,es ESP,"DF,MF",27-186,13.6,0,5,2,40.0,0.37,0.15,0.0,0.0,8.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Álvaro Fernández,es ESP,GK,24-340,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Edu Expósito,es ESP,MF,26-230,10.8,2,15,6,40.0,1.39,0.56,0.13,0.33,26.8,2,0,0,0.5,0.5,0.04,1.5,1.5,Matches
Benjamin Lecomte,fr FRA,GK,31-327,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aleix Vidal,es ESP,"FW,MF",33-210,10.0,0,3,2,66.7,0.3,0.2,0.0,0.0,17.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
César Montes,mx MEX,DF,26-023,7.5,0,2,0,0.0,0.27,0.0,0.0,,12.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Nico Ribaudo,es ESP,"FW,MF",21-342,5.9,0,10,1,10.0,1.7,0.17,0.0,0.0,21.6,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
