Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Álvaro Fernández,es ESP,GK,24-355,11.0,18,0,0,4,1,15.2,0.31,-1.8,-0.17,104,221,47.1,253,37,55.7,42.5,103,77.7,54.8,153,5,3.3,15,1.36,16.3,Matches
Benjamin Lecomte,fr FRA,GK,31-342,10.0,14,0,0,2,1,10.4,0.26,-2.6,-0.26,72,160,45.0,192,25,57.3,43.1,80,62.5,47.0,146,4,2.7,11,1.1,15.3,Matches
Fernando Pacheco,es ESP,GK,30-320,6.0,11,2,0,1,0,7.5,0.19,-3.5,-0.58,61,139,43.9,162,19,51.2,39.7,64,87.5,55.5,85,5,5.9,5,0.83,11.9,Matches
Squad Total,,,28.3,27.0,44,2,1,7,2,33.6,0.27,-8.4,-0.31,237,520,45.6,607,81,55.0,41.9,247,75.3,52.4,384,14,3.6,31,1.15,14.9,
Opponent Total,,,28.3,27.0,33,3,0,4,0,33.4,0.34,0.4,0.01,139,346,40.2,716,149,33.2,33.7,203,53.2,43.6,363,29,8.0,26,0.96,14.6,
